,Code,Industry
2015-01-18,SZE_600109,非银金融
2016-08-15,SZE_600291,非银金融
2015-01-18,SZE_600369,非银金融
2016-01-10,SZE_600643,非银金融
2014-01-01,SZE_600705,非银金融
2015-01-18,SZE_600747,非银金融
2017-01-03,SZE_600783,非银金融
2016-09-27,SZE_600816,非银金融
2015-01-18,SZE_600830,非银金融
2016-07-07,SZE_600837,非银金融
2016-12-01,SZE_600909,非银金融
2016-02-23,SZE_600958,非银金融
2016-07-07,SZE_600999,非银金融
2015-01-18,SZE_601099,非银金融
2016-07-07,SZE_601198,非银金融
2015-06-18,SZE_601211,非银金融
2016-07-07,SZE_601318,非银金融
2016-07-07,SZE_601336,非银金融
2016-12-11,SZE_601375,非银金融
2016-07-07,SZE_601377,非银金融
2015-08-10,SZE_601555,非银金融
2016-07-07,SZE_601601,非银金融
2016-07-07,SZE_601628,非银金融
2016-07-07,SZE_601688,非银金融
2016-07-07,SZE_601788,非银金融
2016-12-28,SZE_601881,非银金融
2015-01-18,SZE_601901,非银金融
2015-05-25,SZE_603300,非银金融
2015-07-29,SZE_000708,钢铁
2017-01-03,SZE_000709,钢铁
2008-06-02,SZE_000717,钢铁
2008-06-02,SZE_000761,钢铁
2015-10-31,SZE_000778,钢铁
2008-06-02,SZE_000825,钢铁
2016-10-26,SZE_000898,钢铁
2011-10-10,SZE_000906,钢铁
2008-06-02,SZE_000932,钢铁
2008-06-02,SZE_000959,钢铁
2016-11-17,SZE_002075,钢铁
2008-06-02,SZE_002110,钢铁
2016-08-25,SZE_002318,钢铁
2012-10-08,SZE_002443,钢铁
2012-10-08,SZE_002478,钢铁
2015-05-06,SZE_002756,钢铁
2015-10-31,SZE_600010,钢铁
2016-10-22,SZE_600019,钢铁
2008-06-02,SZE_600022,钢铁
2015-10-31,SZE_600117,钢铁
2008-06-02,SZE_600126,钢铁
2015-10-31,SZE_600231,钢铁
2008-06-02,SZE_600282,钢铁
2008-06-02,SZE_600307,钢铁
2008-06-02,SZE_600399,钢铁
2015-10-31,SZE_600507,钢铁
2008-06-02,SZE_600569,钢铁
2015-10-31,SZE_600581,钢铁
2008-06-02,SZE_600608,钢铁
2015-10-31,SZE_600782,钢铁
2011-10-10,SZE_600784,钢铁
2008-06-02,SZE_600808,钢铁
2008-06-02,SZE_601003,钢铁
2011-10-10,SZE_601005,钢铁
2016-12-01,SZE_603878,钢铁
2016-09-13,SZE_000027,公用事业
2015-11-02,SZE_000035,公用事业
2015-10-26,SZE_000037,公用事业
2015-07-01,SZE_000301,公用事业
2015-11-02,SZE_000407,公用事业
2016-05-03,SZE_000421,公用事业
2016-06-13,SZE_000531,公用事业
2016-09-13,SZE_000539,公用事业
2015-11-02,SZE_000543,公用事业
2015-10-26,SZE_000544,公用事业
2015-11-02,SZE_000593,公用事业
2015-06-02,SZE_000598,公用事业
2016-09-13,SZE_000600,公用事业
2015-11-02,SZE_000601,公用事业
2016-09-12,SZE_000605,公用事业
2015-10-31,SZE_000669,公用事业
2015-10-26,SZE_000685,公用事业
2015-11-02,SZE_000690,公用事业
2015-10-26,SZE_000692,公用事业
2015-10-26,SZE_000695,公用事业
2015-10-26,SZE_000720,公用事业
2015-11-03,SZE_000722,公用事业
2015-10-26,SZE_000767,公用事业
2015-11-02,SZE_000791,公用事业
2017-02-28,SZE_000820,公用事业
2015-11-02,SZE_000826,公用事业
2016-09-20,SZE_000862,公用事业
2016-09-26,SZE_000875,公用事业
2015-11-02,SZE_000883,公用事业
2015-10-26,SZE_000899,公用事业
2016-09-13,SZE_000920,公用事业
2015-10-31,SZE_000939,公用事业
2016-09-13,SZE_000958,公用事业
2015-10-26,SZE_000966,公用事业
2015-10-26,SZE_001896,公用事业
2016-09-13,SZE_002039,公用事业
2016-04-21,SZE_002267,公用事业
2015-10-31,SZE_002341,公用事业
2016-02-19,SZE_002479,公用事业
2015-10-26,SZE_002573,公用事业
2016-09-13,SZE_002672,公用事业
2015-10-26,SZE_002700,公用事业
2016-09-13,SZE_300055,公用事业
2010-02-08,SZE_300056,公用事业
2015-10-26,SZE_300070,公用事业
2016-09-13,SZE_300090,公用事业
2015-11-02,SZE_300125,公用事业
2015-08-14,SZE_300137,公用事业
2015-07-01,SZE_300152,公用事业
2016-09-13,SZE_300156,公用事业
2016-09-13,SZE_300172,公用事业
2015-10-26,SZE_300187,公用事业
2016-09-13,SZE_300190,公用事业
2015-11-02,SZE_300203,公用事业
2015-11-02,SZE_300262,公用事业
2015-11-02,SZE_300332,公用事业
2016-09-13,SZE_300334,公用事业
2015-10-31,SZE_300335,公用事业
2015-11-02,SZE_300388,公用事业
2015-11-02,SZE_300422,公用事业
2015-11-02,SZE_300425,公用事业
2017-03-10,SZE_300631,公用事业
2016-09-13,SZE_600008,公用事业
2015-10-26,SZE_600011,公用事业
2016-12-11,SZE_600021,公用事业
2015-11-02,SZE_600023,公用事业
2015-10-26,SZE_600027,公用事业
2016-09-13,SZE_600098,公用事业
2015-10-26,SZE_600101,公用事业
2015-10-26,SZE_600116,公用事业
2015-10-26,SZE_600131,公用事业
2008-06-02,SZE_600163,公用事业
2017-01-24,SZE_600167,公用事业
2016-09-13,SZE_600168,公用事业
2015-10-31,SZE_600187,公用事业
2016-09-26,SZE_600217,公用事业
2015-11-02,SZE_600236,公用事业
2017-02-13,SZE_600283,公用事业
2015-06-02,SZE_600292,公用事业
2015-11-02,SZE_600310,公用事业
2015-11-02,SZE_600323,公用事业
2015-11-02,SZE_600333,公用事业
2015-10-26,SZE_600396,公用事业
2016-04-21,SZE_600452,公用事业
2016-09-13,SZE_600461,公用事业
2016-09-13,SZE_600483,公用事业
2015-10-26,SZE_600505,公用事业
2015-11-02,SZE_600509,公用事业
2015-11-02,SZE_600578,公用事业
2015-10-26,SZE_600617,公用事业
2015-01-18,SZE_600635,公用事业
2015-11-02,SZE_600642,公用事业
2015-11-02,SZE_600644,公用事业
2015-11-02,SZE_600674,公用事业
2015-11-02,SZE_600681,公用事业
2015-10-26,SZE_600719,公用事业
2015-10-26,SZE_600726,公用事业
2015-10-26,SZE_600744,公用事业
2015-10-26,SZE_600758,公用事业
2015-10-26,SZE_600769,公用事业
2015-10-26,SZE_600780,公用事业
2015-11-02,SZE_600795,公用事业
2016-04-21,SZE_600856,公用事业
2015-11-02,SZE_600863,公用事业
2015-10-26,SZE_600864,公用事业
2015-10-26,SZE_600868,公用事业
2015-10-26,SZE_600874,公用事业
2015-11-02,SZE_600886,公用事业
2015-11-02,SZE_600900,公用事业
2015-11-02,SZE_600917,公用事业
2015-11-02,SZE_600969,公用事业
2015-11-02,SZE_600979,公用事业
2015-10-26,SZE_600982,公用事业
2016-06-16,SZE_600995,公用事业
2015-11-02,SZE_601016,公用事业
2015-11-02,SZE_601139,公用事业
2017-02-28,SZE_601158,公用事业
2011-03-09,SZE_601199,公用事业
2015-06-15,SZE_601368,公用事业
2015-07-01,SZE_601985,公用事业
2015-11-02,SZE_601991,公用事业
2014-07-31,SZE_603126,公用事业
2017-01-14,SZE_603177,公用事业
2016-08-31,SZE_603393,公用事业
2016-09-13,SZE_603568,公用事业
2015-10-26,SZE_603588,公用事业
2017-02-13,SZE_603603,公用事业
2017-01-12,SZE_603689,公用事业
2017-01-24,SZE_603817,公用事业
2017-02-24,SZE_603903,公用事业
2016-09-13,SZE_000738,国防军工
2015-10-26,SZE_000768,国防军工
2016-07-15,SZE_002013,国防军工
2016-09-13,SZE_002023,国防军工
2016-02-04,SZE_002151,国防军工
2016-09-13,SZE_002190,国防军工
2016-09-13,SZE_002297,国防军工
2017-02-21,SZE_002608,国防军工
2016-12-11,SZE_002829,国防军工
2016-09-13,SZE_300008,国防军工
2015-11-03,SZE_300101,国防军工
2016-07-05,SZE_300123,国防军工
2016-02-19,SZE_300424,国防军工
2015-11-03,SZE_300456,国防军工
2016-09-13,SZE_300474,国防军工
2016-09-13,SZE_300527,国防军工
2017-01-16,SZE_300581,国防军工
2017-01-05,SZE_300589,国防军工
2017-02-16,SZE_600038,国防军工
2016-09-13,SZE_600072,国防军工
2015-10-26,SZE_600118,国防军工
2015-10-26,SZE_600150,国防军工
2016-09-13,SZE_600184,国防军工
2016-09-13,SZE_600316,国防军工
2016-09-13,SZE_600343,国防军工
2015-10-26,SZE_600372,国防军工
2016-09-13,SZE_600391,国防军工
2016-09-13,SZE_600435,国防军工
2016-12-21,SZE_600562,国防军工
2015-11-03,SZE_600677,国防军工
2017-01-24,SZE_600685,国防军工
2016-09-13,SZE_600760,国防军工
2015-11-02,SZE_600862,国防军工
2016-07-04,SZE_600879,国防军工
2015-10-26,SZE_600893,国防军工
2015-10-26,SZE_600990,国防军工
2015-10-26,SZE_601890,国防军工
2015-10-31,SZE_601989,国防军工
2016-06-01,SZE_000059,化工
2016-04-14,SZE_000096,化工
2011-10-10,SZE_000159,化工
2008-06-02,SZE_000420,化工
2017-03-01,SZE_000422,化工
2017-03-01,SZE_000510,化工
2015-10-26,SZE_000523,化工
2017-01-12,SZE_000525,化工
2014-07-01,SZE_000545,化工
2017-03-01,SZE_000553,化工
2016-04-14,SZE_000554,化工
2017-03-01,SZE_000565,化工
2017-03-01,SZE_000584,化工
2017-03-01,SZE_000589,化工
2017-02-27,SZE_000599,化工
2016-08-15,SZE_000627,化工
2017-03-01,SZE_000635,化工
2016-06-15,SZE_000637,化工
2017-03-01,SZE_000662,化工
2008-06-02,SZE_000677,化工
2017-02-21,SZE_000683,化工
2016-06-01,SZE_000698,化工
2017-02-21,SZE_000703,化工
2017-02-21,SZE_000707,化工
2017-03-01,SZE_000731,化工
2017-03-01,SZE_000737,化工
2017-03-01,SZE_000755,化工
2017-03-01,SZE_000782,化工
2016-06-22,SZE_000792,化工
2017-03-01,SZE_000818,化工
2008-06-02,SZE_000819,化工
2017-02-21,SZE_000822,化工
2017-03-01,SZE_000830,化工
2017-03-01,SZE_000859,化工
2017-03-01,SZE_000902,化工
2017-03-01,SZE_000912,化工
2017-03-01,SZE_000936,化工
2017-03-01,SZE_000949,化工
2017-03-01,SZE_000950,化工
2017-03-01,SZE_000953,化工
2017-03-01,SZE_000973,化工
2016-08-16,SZE_000976,化工
2016-06-01,SZE_000985,化工
2017-03-01,SZE_002002,化工
2016-04-14,SZE_002004,化工
2016-06-04,SZE_002010,化工
2016-09-13,SZE_002015,化工
2016-09-27,SZE_002018,化工
2016-04-14,SZE_002037,化工
2016-02-19,SZE_002053,化工
2017-03-01,SZE_002054,化工
2017-01-15,SZE_002061,化工
2017-02-21,SZE_002064,化工
2017-02-27,SZE_002068,化工
2017-03-01,SZE_002080,化工
2016-03-23,SZE_002092,化工
2017-02-27,SZE_002096,化工
2017-01-15,SZE_002108,化工
2017-03-01,SZE_002109,化工
2017-03-01,SZE_002125,化工
2016-08-10,SZE_002127,化工
2017-03-01,SZE_002136,化工
2017-03-01,SZE_002145,化工
2016-06-24,SZE_002165,化工
2016-06-15,SZE_002170,化工
2016-01-19,SZE_002172,化工
2017-03-01,SZE_002201,化工
2017-02-21,SZE_002206,化工
2016-06-15,SZE_002211,化工
2017-02-28,SZE_002215,化工
2016-06-01,SZE_002221,化工
2017-03-01,SZE_002224,化工
2016-08-11,SZE_002226,化工
2014-01-01,SZE_002246,化工
2017-01-15,SZE_002250,化工
2017-02-21,SZE_002254,化工
2017-03-01,SZE_002256,化工
2016-09-20,SZE_002258,化工
2017-01-15,SZE_002263,化工
2017-03-01,SZE_002274,化工
2017-03-01,SZE_002319,化工
2017-03-01,SZE_002324,化工
2011-10-10,SZE_002326,化工
2017-03-01,SZE_002360,化工
2016-04-14,SZE_002361,化工
2017-03-01,SZE_002377,化工
2016-11-17,SZE_002381,化工
2017-03-01,SZE_002382,化工
2017-03-01,SZE_002386,化工
2016-12-12,SZE_002391,化工
2015-10-31,SZE_002395,化工
2011-10-10,SZE_002407,化工
2016-12-04,SZE_002408,化工
2016-03-01,SZE_002409,化工
2017-03-01,SZE_002427,化工
2015-10-26,SZE_002440,化工
2017-03-01,SZE_002442,化工
2010-06-29,SZE_002450,化工
2016-06-15,SZE_002453,化工
2017-03-01,SZE_002455,化工
2017-03-01,SZE_002464,化工
2016-06-15,SZE_002470,化工
2010-09-14,SZE_002476,化工
2017-02-21,SZE_002493,化工
2017-03-01,SZE_002496,化工
2010-10-27,SZE_002497,化工
2017-03-01,SZE_002513,化工
2017-03-01,SZE_002538,化工
2015-07-16,SZE_002539,化工
2011-10-10,SZE_002549,化工
2016-06-15,SZE_002556,化工
2015-10-16,SZE_002562,化工
2015-11-02,SZE_002584,化工
2016-06-04,SZE_002588,化工
2014-01-01,SZE_002591,化工
2015-11-02,SZE_002597,化工
2017-02-21,SZE_002601,化工
2015-10-31,SZE_002632,化工
2017-03-01,SZE_002637,化工
2017-02-21,SZE_002643,化工
2016-06-01,SZE_002648,化工
2016-09-12,SZE_002666,化工
2015-10-26,SZE_002669,化工
2017-02-28,SZE_002683,化工
2017-03-01,SZE_002709,化工
2016-11-09,SZE_002734,化工
2015-11-02,SZE_002741,化工
2017-03-01,SZE_002748,化工
2017-03-01,SZE_002749,化工
2017-03-01,SZE_002753,化工
2015-06-18,SZE_002768,化工
2016-06-01,SZE_002778,化工
2016-08-11,SZE_002783,化工
2016-06-24,SZE_002802,化工
2016-06-24,SZE_002805,化工
2016-08-23,SZE_002809,化工
2016-08-23,SZE_002810,化工
2016-12-19,SZE_002825,化工
2016-12-01,SZE_002827,化工
2016-12-19,SZE_002838,化工
2017-01-15,SZE_300019,化工
2016-01-27,SZE_300031,化工
2017-01-15,SZE_300037,化工
2015-10-26,SZE_300041,化工
2017-02-27,SZE_300054,化工
2017-03-01,SZE_300067,化工
2017-03-01,SZE_300072,化工
2015-11-18,SZE_300073,化工
2017-03-01,SZE_300082,化工
2017-03-01,SZE_300107,化工
2017-03-01,SZE_300108,化工
2017-03-01,SZE_300109,化工
2017-02-27,SZE_300121,化工
2010-10-12,SZE_300132,化工
2016-04-14,SZE_300135,化工
2014-01-01,SZE_300163,化工
2017-03-01,SZE_300169,化工
2015-11-02,SZE_300174,化工
2015-10-26,SZE_300180,化工
2017-03-01,SZE_300192,化工
2017-03-01,SZE_300196,化工
2017-01-22,SZE_300200,化工
2017-03-01,SZE_300214,化工
2017-03-01,SZE_300218,化工
2015-10-26,SZE_300221,化工
2017-03-01,SZE_300225,化工
2016-09-20,SZE_300230,化工
2017-02-27,SZE_300236,化工
2016-06-04,SZE_300243,化工
2017-02-21,SZE_300285,化工
2012-03-19,SZE_300305,化工
2017-03-01,SZE_300320,化工
2017-03-01,SZE_300321,化工
2012-05-22,SZE_300325,化工
2016-12-12,SZE_300387,化工
2015-11-02,SZE_300398,化工
2017-03-01,SZE_300405,化工
2017-02-21,SZE_300409,化工
2015-07-14,SZE_300429,化工
2016-09-26,SZE_300437,化工
2016-02-19,SZE_300459,化工
2015-06-15,SZE_300478,化工
2017-02-27,SZE_300481,化工
2017-01-22,SZE_300487,化工
2016-03-23,SZE_300505,化工
2016-06-24,SZE_300522,化工
2016-08-04,SZE_300530,化工
2016-08-04,SZE_300535,化工
2017-02-28,SZE_300537,化工
2016-08-23,SZE_300539,化工
2016-12-01,SZE_300568,化工
2017-02-23,SZE_300575,化工
2017-02-28,SZE_300576,化工
2016-12-19,SZE_300586,化工
2016-12-19,SZE_300587,化工
2017-01-05,SZE_300596,化工
2017-01-19,SZE_300610,化工
2016-06-01,SZE_600028,化工
2017-03-01,SZE_600063,化工
2017-03-01,SZE_600075,化工
2017-03-01,SZE_600078,化工
2017-03-01,SZE_600091,化工
2016-06-15,SZE_600096,化工
2017-03-01,SZE_600141,化工
2016-06-04,SZE_600143,化工
2015-11-12,SZE_600146,化工
2016-07-22,SZE_600155,化工
2017-03-01,SZE_600160,化工
2016-07-11,SZE_600176,化工
2017-03-01,SZE_600182,化工
2017-03-01,SZE_600227,化工
2017-03-01,SZE_600228,化工
2016-11-03,SZE_600230,化工
2016-04-14,SZE_600249,化工
2015-08-14,SZE_600256,化工
2016-06-22,SZE_600273,化工
2017-03-01,SZE_600281,化工
2016-12-12,SZE_600299,化工
2017-03-01,SZE_600301,化工
2017-02-27,SZE_600309,化工
2008-06-02,SZE_600315,化工
2017-03-01,SZE_600319,化工
2017-03-01,SZE_600328,化工
2017-03-01,SZE_600339,化工
2015-10-26,SZE_600352,化工
2017-03-01,SZE_600367,化工
2016-06-15,SZE_600378,化工
2015-08-14,SZE_600387,化工
2016-06-15,SZE_600389,化工
2017-02-21,SZE_600409,化工
2017-03-01,SZE_600423,化工
2015-11-02,SZE_600426,化工
2017-03-01,SZE_600444,化工
2017-02-21,SZE_600458,化工
2017-02-27,SZE_600469,化工
2017-03-01,SZE_600470,化工
2016-06-06,SZE_600486,化工
2016-09-27,SZE_600500,化工
2016-06-04,SZE_600527,化工
2012-07-02,SZE_600538,化工
2015-11-03,SZE_600589,化工
2017-01-22,SZE_600596,化工
2017-03-01,SZE_600618,化工
2017-03-01,SZE_600623,化工
2016-08-11,SZE_600636,化工
2016-06-01,SZE_600688,化工
2016-12-10,SZE_600691,化工
2017-03-01,SZE_600722,化工
2017-03-01,SZE_600725,化工
2017-03-01,SZE_600727,化工
2017-03-01,SZE_600731,化工
2017-03-01,SZE_600746,化工
2015-11-18,SZE_600803,化工
2017-03-01,SZE_600810,化工
2017-03-01,SZE_600844,化工
2017-02-21,SZE_600889,化工
2017-03-01,SZE_600985,化工
2017-02-27,SZE_601058,化工
2017-03-01,SZE_601113,化工
2016-08-23,SZE_601163,化工
2017-01-15,SZE_601208,化工
2017-03-01,SZE_601216,化工
2017-02-21,SZE_601233,化工
2016-09-07,SZE_601500,化工
2016-09-20,SZE_601678,化工
2016-11-07,SZE_601966,化工
2017-03-01,SZE_603002,化工
2016-04-14,SZE_603003,化工
2015-12-17,SZE_603010,化工
2017-03-01,SZE_603026,化工
2016-12-01,SZE_603033,化工
2016-09-07,SZE_603067,化工
2016-06-15,SZE_603077,化工
2017-03-01,SZE_603133,化工
2017-03-01,SZE_603188,化工
2017-03-01,SZE_603227,化工
2016-12-25,SZE_603266,化工
2016-01-07,SZE_603299,化工
2017-02-08,SZE_603330,化工
2017-03-02,SZE_603360,化工
2017-03-02,SZE_603585,化工
2017-02-23,SZE_603599,化工
2016-09-20,SZE_603601,化工
2017-01-19,SZE_603615,化工
2017-02-24,SZE_603630,化工
2017-02-20,SZE_603639,化工
2016-05-25,SZE_603737,化工
2016-09-27,SZE_603798,化工
2016-04-18,SZE_603822,化工
2016-12-11,SZE_603823,化工
2016-12-13,SZE_603928,化工
2016-09-20,SZE_603968,化工
2017-02-24,SZE_603991,化工
2017-01-04,SZE_000008,机械设备
2016-08-25,SZE_000039,机械设备
2015-10-31,SZE_000157,机械设备
2014-01-01,SZE_000410,机械设备
2014-01-01,SZE_000425,机械设备
2014-01-01,SZE_000528,机械设备
2015-10-26,SZE_000530,机械设备
2015-07-01,SZE_000551,机械设备
2014-01-01,SZE_000570,机械设备
2014-01-01,SZE_000595,机械设备
2014-01-01,SZE_000617,机械设备
2014-01-01,SZE_000676,机械设备
2014-01-01,SZE_000680,机械设备
2014-01-01,SZE_000777,机械设备
2015-08-26,SZE_000811,机械设备
2014-01-01,SZE_000816,机械设备
2016-12-29,SZE_000821,机械设备
2015-10-26,SZE_000837,机械设备
2015-10-26,SZE_000852,机械设备
2014-01-01,SZE_000856,机械设备
2014-01-01,SZE_000880,机械设备
2014-01-01,SZE_000890,机械设备
2014-01-01,SZE_000901,机械设备
2014-01-01,SZE_000923,机械设备
2016-09-30,SZE_000925,机械设备
2014-07-01,SZE_002006,机械设备
2016-04-21,SZE_002009,机械设备
2015-10-26,SZE_002021,机械设备
2016-04-21,SZE_002026,机械设备
2014-01-01,SZE_002031,机械设备
2014-01-01,SZE_002046,机械设备
2015-10-31,SZE_002073,机械设备
2014-01-01,SZE_002097,机械设备
2016-04-21,SZE_002111,机械设备
2014-01-01,SZE_002122,机械设备
2014-01-01,SZE_002132,机械设备
2014-01-01,SZE_002147,机械设备
2014-01-01,SZE_002150,机械设备
2015-10-26,SZE_002158,机械设备
2014-01-01,SZE_002164,机械设备
2008-06-02,SZE_002192,机械设备
2014-01-01,SZE_002204,机械设备
2016-06-13,SZE_002209,机械设备
2014-01-01,SZE_002248,机械设备
2014-01-01,SZE_002270,机械设备
2014-01-01,SZE_002272,机械设备
2014-01-01,SZE_002278,机械设备
2015-10-26,SZE_002282,机械设备
2014-01-01,SZE_002337,机械设备
2014-01-01,SZE_002338,机械设备
2014-01-01,SZE_002342,机械设备
2016-04-21,SZE_002347,机械设备
2015-10-31,SZE_002353,机械设备
2015-10-26,SZE_002366,机械设备
2015-10-31,SZE_002367,机械设备
2014-01-01,SZE_002423,机械设备
2016-09-30,SZE_002426,机械设备
2014-01-01,SZE_002430,机械设备
2014-01-01,SZE_002435,机械设备
2016-08-25,SZE_002438,机械设备
2015-10-31,SZE_002444,机械设备
2014-01-01,SZE_002459,机械设备
2016-09-30,SZE_002480,机械设备
2015-10-26,SZE_002483,机械设备
2014-01-01,SZE_002487,机械设备
2014-01-01,SZE_002490,机械设备
2014-01-01,SZE_002499,机械设备
2015-10-26,SZE_002509,机械设备
2016-03-01,SZE_002510,机械设备
2015-10-26,SZE_002514,机械设备
2016-12-28,SZE_002520,机械设备
2016-04-25,SZE_002523,机械设备
2014-01-01,SZE_002526,机械设备
2014-01-01,SZE_002529,机械设备
2014-01-01,SZE_002530,机械设备
2015-10-26,SZE_002532,机械设备
2014-01-01,SZE_002535,机械设备
2016-05-22,SZE_002537,机械设备
2016-06-15,SZE_002552,机械设备
2015-10-26,SZE_002559,机械设备
2016-11-14,SZE_002564,机械设备
2015-10-31,SZE_002595,机械设备
2014-01-01,SZE_002598,机械设备
2015-10-31,SZE_002611,机械设备
2015-10-26,SZE_002613,机械设备
2015-10-31,SZE_002621,机械设备
2014-01-01,SZE_002633,机械设备
2015-10-26,SZE_002639,机械设备
2014-01-01,SZE_002645,机械设备
2014-01-01,SZE_002647,机械设备
2014-01-01,SZE_002651,机械设备
2015-10-26,SZE_002658,机械设备
2015-12-09,SZE_002667,机械设备
2014-01-01,SZE_002685,机械设备
2015-08-05,SZE_002686,机械设备
2015-11-16,SZE_002689,机械设备
2016-04-21,SZE_002690,机械设备
2014-01-01,SZE_002691,机械设备
2016-12-29,SZE_002698,机械设备
2015-10-26,SZE_002722,机械设备
2016-08-25,SZE_002730,机械设备
2016-12-29,SZE_002747,机械设备
2015-05-25,SZE_002757,机械设备
2015-06-15,SZE_002760,机械设备
2017-03-10,SZE_002774,机械设备
2015-12-23,SZE_002779,机械设备
2015-12-24,SZE_002786,机械设备
2016-04-18,SZE_002793,机械设备
2016-04-26,SZE_002796,机械设备
2016-10-17,SZE_002816,机械设备
2016-10-28,SZE_002819,机械设备
2016-12-11,SZE_002833,机械设备
2016-12-19,SZE_002837,机械设备
2017-01-05,SZE_002843,机械设备
2017-01-24,SZE_002849,机械设备
2017-03-10,SZE_002857,机械设备
2015-10-26,SZE_300004,机械设备
2015-08-14,SZE_300007,机械设备
2016-12-29,SZE_300024,机械设备
2015-10-26,SZE_300034,机械设备
2014-01-01,SZE_300035,机械设备
2015-10-26,SZE_300064,机械设备
2016-02-19,SZE_300066,机械设备
2014-01-01,SZE_300080,机械设备
2015-07-01,SZE_300084,机械设备
2016-09-12,SZE_300091,机械设备
2014-01-01,SZE_300092,机械设备
2016-09-13,SZE_300095,机械设备
2016-12-29,SZE_300097,机械设备
2016-09-13,SZE_300099,机械设备
2015-08-04,SZE_300103,机械设备
2014-01-01,SZE_300112,机械设备
2016-09-13,SZE_300114,机械设备
2016-09-13,SZE_300116,机械设备
2014-01-01,SZE_300126,机械设备
2016-10-25,SZE_300145,机械设备
2014-01-01,SZE_300151,机械设备
2015-10-26,SZE_300154,机械设备
2016-09-13,SZE_300159,机械设备
2015-10-26,SZE_300161,机械设备
2014-01-01,SZE_300165,机械设备
2016-09-27,SZE_300173,机械设备
2014-01-01,SZE_300179,机械设备
2015-10-26,SZE_300185,机械设备
2014-01-01,SZE_300193,机械设备
2016-05-04,SZE_300195,机械设备
2016-12-29,SZE_300201,机械设备
2015-10-26,SZE_300210,机械设备
2015-10-31,SZE_300228,机械设备
2016-04-21,SZE_300257,机械设备
2015-11-02,SZE_300259,机械设备
2016-07-05,SZE_300260,机械设备
2015-10-26,SZE_300263,机械设备
2015-11-02,SZE_300266,机械设备
2015-08-04,SZE_300275,机械设备
2014-01-01,SZE_300276,机械设备
2014-01-01,SZE_300278,机械设备
2014-01-01,SZE_300280,机械设备
2016-08-25,SZE_300281,机械设备
2016-11-29,SZE_300293,机械设备
2015-10-31,SZE_300306,机械设备
2016-03-30,SZE_300307,机械设备
2015-08-14,SZE_300309,机械设备
2015-10-26,SZE_300338,机械设备
2016-07-19,SZE_300345,机械设备
2014-01-01,SZE_300349,机械设备
2016-09-27,SZE_300351,机械设备
2016-12-29,SZE_300354,机械设备
2015-10-26,SZE_300362,机械设备
2015-10-31,SZE_300371,机械设备
2016-12-29,SZE_300382,机械设备
2015-11-02,SZE_300385,机械设备
2014-07-31,SZE_300391,机械设备
2016-09-13,SZE_300397,机械设备
2015-10-31,SZE_300400,机械设备
2014-09-26,SZE_300402,机械设备
2014-12-19,SZE_300411,机械设备
2015-08-14,SZE_300415,机械设备
2016-12-29,SZE_300416,机械设备
2016-02-19,SZE_300417,机械设备
2016-05-09,SZE_300420,机械设备
2015-02-15,SZE_300421,机械设备
2016-12-29,SZE_300430,机械设备
2015-10-26,SZE_300434,机械设备
2015-03-16,SZE_300435,机械设备
2015-10-26,SZE_300441,机械设备
2015-10-26,SZE_300442,机械设备
2016-12-05,SZE_300443,机械设备
2016-02-19,SZE_300445,机械设备
2016-12-29,SZE_300450,机械设备
2016-12-29,SZE_300457,机械设备
2015-05-25,SZE_300461,机械设备
2015-06-15,SZE_300464,机械设备
2015-06-15,SZE_300470,机械设备
2015-10-26,SZE_300471,机械设备
2016-02-19,SZE_300472,机械设备
2015-06-18,SZE_300480,机械设备
2015-06-18,SZE_300483,机械设备
2015-10-26,SZE_300486,机械设备
2015-10-26,SZE_300488,机械设备
2016-02-03,SZE_300499,机械设备
2016-09-27,SZE_300503,机械设备
2016-04-18,SZE_300509,机械设备
2016-07-12,SZE_300512,机械设备
2016-05-25,SZE_300515,机械设备
2016-06-24,SZE_300521,机械设备
2016-08-23,SZE_300540,机械设备
2016-10-12,SZE_300549,机械设备
2016-10-17,SZE_300551,机械设备
2016-10-17,SZE_300553,机械设备
2016-10-28,SZE_300557,机械设备
2016-12-01,SZE_300567,机械设备
2016-12-01,SZE_300572,机械设备
2017-01-14,SZE_300606,机械设备
2017-01-24,SZE_300607,机械设备
2017-02-14,SZE_300619,机械设备
2017-03-10,SZE_300629,机械设备
2015-10-31,SZE_600031,机械设备
2014-01-01,SZE_600165,机械设备
2014-01-01,SZE_600169,机械设备
2016-12-29,SZE_600172,机械设备
2014-01-01,SZE_600218,机械设备
2014-01-01,SZE_600243,机械设备
2016-09-13,SZE_600262,机械设备
2014-01-01,SZE_600302,机械设备
2014-01-01,SZE_600320,机械设备
2017-02-13,SZE_600346,机械设备
2014-01-01,SZE_600375,机械设备
2014-01-01,SZE_600382,机械设备
2015-10-26,SZE_600388,机械设备
2014-01-01,SZE_600481,机械设备
2016-09-13,SZE_600495,机械设备
2016-07-19,SZE_600499,机械设备
2014-01-01,SZE_600501,机械设备
2014-01-01,SZE_600520,机械设备
2015-10-26,SZE_600526,机械设备
2014-01-01,SZE_600558,机械设备
2014-01-01,SZE_600560,机械设备
2015-10-26,SZE_600577,机械设备
2014-07-01,SZE_600579,机械设备
2014-01-01,SZE_600582,机械设备
2014-01-01,SZE_600592,机械设备
2015-10-31,SZE_600761,机械设备
