Date,Code,AdjClose,Close,ST,FreeFloatA,Industry,TotalShare
2015-06-11,SZE_002760,11.916924507,11.97,0.0,2200.0,通用机械,8800.0
2015-06-12,SZE_002760,13.111603656,13.17,0.0,2200.0,通用机械,8800.0
2015-06-15,SZE_002760,14.425750719,14.49,0.0,2200.0,通用机械,8800.0
2015-06-16,SZE_002760,15.869321357,15.94,0.0,2200.0,通用机械,8800.0
2015-06-17,SZE_002760,17.452271229,17.53,0.0,2200.0,通用机械,8800.0
2015-06-18,SZE_002760,19.194511654,19.28,0.0,2200.0,通用机械,8800.0
2015-06-19,SZE_002760,21.115953951,21.21,0.0,2200.0,通用机械,8800.0
2015-06-23,SZE_002760,23.22655378,23.33,0.0,2200.0,通用机械,8800.0
2015-06-24,SZE_002760,25.54622246,25.66,0.0,2200.0,通用机械,8800.0
2015-06-25,SZE_002760,28.10482697,28.23,0.0,2200.0,通用机械,8800.0
2015-06-26,SZE_002760,30.91232297,31.05,0.0,2200.0,通用机械,8800.0
2015-06-29,SZE_002760,32.744164331,32.89,0.0,2200.0,通用机械,8800.0
2015-06-30,SZE_002760,36.01957633,36.18,0.0,2200.0,通用机械,8800.0
2015-07-01,SZE_002760,39.623525095,39.8,0.0,2200.0,通用机械,8800.0
2015-07-02,SZE_002760,36.139044245,36.3,0.0,2200.0,通用机械,8800.0
2015-07-03,SZE_002760,32.52513982,32.67,0.0,2200.0,通用机械,8800.0
2015-07-06,SZE_002760,29.26963914,29.4,0.0,2200.0,通用机械,8800.0
2015-07-07,SZE_002760,26.342675226,26.46,0.0,2200.0,通用机械,8800.0
2015-07-08,SZE_002760,23.70442544,23.81,0.0,2200.0,通用机械,8800.0
2015-07-09,SZE_002760,26.073872418,26.19,0.0,2200.0,通用机械,8800.0
2015-07-10,SZE_002760,28.682255226,28.81,0.0,2200.0,通用机械,8800.0
2015-07-13,SZE_002760,31.549485182,31.69,0.0,2200.0,通用机械,8800.0
2015-07-14,SZE_002760,34.705429266,34.86,0.0,2200.0,通用机械,8800.0
2015-07-15,SZE_002760,31.230904076,31.37,0.0,2200.0,通用机械,8800.0
2015-07-16,SZE_002760,29.180038204,29.31,0.0,2200.0,通用机械,8800.0
2015-07-17,SZE_002760,30.772943736,30.91,0.0,2200.0,通用机械,8800.0
2015-07-20,SZE_002760,29.866978715,30.0,0.0,2200.0,通用机械,8800.0
2015-07-21,SZE_002760,32.266292671,32.41,0.0,2200.0,通用机械,8800.0
2015-07-22,SZE_002760,32.186647395,32.33,0.0,2200.0,通用机械,8800.0
2015-07-23,SZE_002760,35.402325436,35.56,0.0,2200.0,通用机械,8800.0
2015-07-24,SZE_002760,35.053877351,35.21,0.0,2200.0,通用机械,8800.0
2015-07-27,SZE_002760,31.768509693,31.91,0.0,2200.0,通用机械,8800.0
2015-07-28,SZE_002760,34.944365096,35.1,0.0,2200.0,通用机械,8800.0
2015-07-29,SZE_002760,38.438801606,38.61,0.0,2200.0,通用机械,8800.0
2015-07-30,SZE_002760,42.2816862,42.47,0.0,2200.0,通用机械,8800.0
2015-07-31,SZE_002760,45.148916157,45.35,0.0,2200.0,通用机械,8800.0
2015-08-03,SZE_002760,40.639002371,40.82,0.0,2200.0,通用机械,8800.0
2015-08-04,SZE_002760,39.772859988,39.95,0.0,2200.0,通用机械,8800.0
2015-08-05,SZE_002760,43.755123817,43.95,0.0,2200.0,通用机械,8800.0
