Date,Code,AdjClose,Close,ST,FreeFloatA,Industry,TotalShare
2007-01-04,SSE_600992,4.3436347212,4.6,0.0,9310.0,¸ÖÌú,16437.0
2007-01-05,SSE_600992,4.4475042471,4.71,0.0,9310.0,¸ÖÌú,16437.0
2007-01-08,SSE_600992,4.6080298781,4.88,0.0,9310.0,¸ÖÌú,16437.0
2007-01-09,SSE_600992,4.6458006148,4.92,0.0,9310.0,¸ÖÌú,16437.0
2007-01-10,SSE_600992,4.7213420882,5.0,0.0,9310.0,¸ÖÌú,16437.0
2007-01-11,SSE_600992,4.759112825,5.04,0.0,9310.0,¸ÖÌú,16437.0
2007-01-12,SSE_600992,4.5324884047,4.8,0.0,9310.0,¸ÖÌú,16437.0
2007-01-15,SSE_600992,4.759112825,5.04,0.0,9310.0,¸ÖÌú,16437.0
2007-01-16,SSE_600992,4.8346542984,5.12,0.0,9310.0,¸ÖÌú,16437.0
2007-01-17,SSE_600992,4.7779981933,5.06,0.0,9310.0,¸ÖÌú,16437.0
2007-01-18,SSE_600992,4.9101957718,5.2,0.0,9310.0,¸ÖÌú,16437.0
2007-01-19,SSE_600992,5.1273775078,5.43,0.0,9310.0,¸ÖÌú,16437.0
2007-01-22,SSE_600992,5.3162311914,5.63,0.0,9310.0,¸ÖÌú,16437.0
2007-01-23,SSE_600992,5.297345823,5.61,0.0,9310.0,¸ÖÌú,16437.0
2007-01-24,SSE_600992,5.401215349,5.72,0.0,9310.0,¸ÖÌú,16437.0
2007-01-25,SSE_600992,5.0423933502,5.34,0.0,9310.0,¸ÖÌú,16437.0
2007-01-26,SSE_600992,4.9668518768,5.26,0.0,9310.0,¸ÖÌú,16437.0
2007-01-29,SSE_600992,5.4106580331,5.73,0.0,9310.0,¸ÖÌú,16437.0
2007-01-30,SSE_600992,5.297345823,5.61,0.0,9310.0,¸ÖÌú,16437.0
2007-01-31,SSE_600992,5.0612787186,5.36,0.0,9310.0,¸ÖÌú,16437.0
2007-02-01,SSE_600992,5.1179348237,5.42,0.0,9310.0,¸ÖÌú,16437.0
2007-02-02,SSE_600992,5.1651482445,5.47,0.0,9310.0,¸ÖÌú,16437.0
2007-02-05,SSE_600992,5.5239702432,5.85,0.0,9310.0,¸ÖÌú,16437.0
2007-02-06,SSE_600992,5.5334129274,5.86,0.0,9310.0,¸ÖÌú,16437.0
2007-02-07,SSE_600992,5.7978080844,6.14,0.0,9310.0,¸ÖÌú,16437.0
2007-02-08,SSE_600992,5.778922716,6.12,0.0,9310.0,¸ÖÌú,16437.0
2007-02-09,SSE_600992,5.6656105059,6.0,0.0,9310.0,¸ÖÌú,16437.0
2007-02-12,SSE_600992,5.7505946635,6.09,0.0,9310.0,¸ÖÌú,16437.0
2007-02-13,SSE_600992,5.8261361369,6.17,0.0,9310.0,¸ÖÌú,16437.0
2007-02-14,SSE_600992,5.882792242,6.23,0.0,9310.0,¸ÖÌú,16437.0
2007-02-15,SSE_600992,5.9961044521,6.35,0.0,9310.0,¸ÖÌú,16437.0
2007-02-16,SSE_600992,5.9772190837,6.33,0.0,9310.0,¸ÖÌú,16437.0
2007-02-26,SSE_600992,6.3926971875,6.77,0.0,9310.0,¸ÖÌú,16437.0
2007-02-28,SSE_600992,6.6570923444,7.05,0.0,9310.0,¸ÖÌú,16437.0
2007-03-01,SSE_600992,6.2510569248,6.62,0.0,9310.0,¸ÖÌú,16437.0
2007-03-02,SSE_600992,6.3171557141,6.69,0.0,9310.0,¸ÖÌú,16437.0
2007-03-05,SSE_600992,6.1283020305,6.49,0.0,9310.0,¸ÖÌú,16437.0
2007-03-06,SSE_600992,6.1377447147,6.5,0.0,9310.0,¸ÖÌú,16437.0
