机构ID,机构名称,公告日期,开始日期,截止日期,报告年度,合并类型,报表来源,一、营业总收入,其中：营业收入（元）,二、营业总成本,其中：营业成本,营业税金及附加,销售费用,管理费用,堪探费用,财务费用,资产减值损失,加：公允价值变动净收益,投资收益,其中：对联营企业和合营企业的投资收益,汇兑收益,影响营业利润的其他科目,三、营业利润,加：补贴收入,营业外收入,减：营业外支出,其中：非流动资产处置损失,加：影响利润总额的其他科目,四、利润总额,减：所得税,加：影响净利润的其他科目,五、净利润,归属于母公司所有者的净利润,少数股东损益,六、每股收益：,（一）基本每股收益,（二）稀释每股收益,七、其他综合收益,八、综合收益总额,其中：归属于母公司,其中：归属于少数股东,利息收入,已赚保费,手续费及佣金收入,利息支出,手续费及佣金支出,退保金,赔付支出净额,提取保险合同准备金净额,保单红利支出,分保费用,其中：非流动资产处置利得
601678,滨化股份,2010-04-20,2010-01-01,2010-03-31,2010-03-31,合并本期,定期报告,853185310.48,853185310.48,680326888.25,680326888.25,6273634.83,17871700.0,45435286.41,,25268320.12,157756.4,,25000000.0,,,,102851724.47,,452423.34,1200.0,,,103302947.81,16463447.25,0.0,86839500.56,82437471.82,4402028.74,,0.22,0.22,,,,,,,,,,,,,,,
601678,滨化股份,2010-07-20,2010-01-01,2010-06-30,2010-06-30,合并本期,定期报告,1695124425.04,1695124425.04,1343738932.23,1343738932.23,12283665.4,36213985.93,87046186.29,,35591617.24,-1862279.32,,25836757.04,,,,207949074.31,,1302382.72,729430.33,33095.54,,208522026.7,39618343.84,0.0,168903682.86,155646058.25,13257624.61,,0.3859,0.3859,0.0,168903682.86,155646058.25,13257624.61,,,,,,,,,,,
601678,滨化股份,2010-10-15,2010-01-01,2010-09-30,2010-09-30,合并本期,定期报告,2535491362.1,2535491362.1,2020270462.39,2020270462.39,17425112.56,50814732.0,131374541.79,,46173144.69,1375118.57,,27391892.6,,,,295450142.7,,1645199.03,1369636.43,114701.51,,295725705.3,58772468.45,0.0,236953236.85,216219091.6,20734145.25,,0.52,0.52,,236953236.85,216219091.6,20734145.25,,,,,,,,,,,
601678,滨化股份,2011-01-24,2010-01-01,2010-12-31,2010-12-31,合并本期,定期报告,3574502293.08,3574502293.08,2792807237.14,2792807237.14,23448316.1,74302937.47,197104616.17,,53762631.39,1240945.69,,29694748.65,1047941.97,,,461530357.77,,2870490.57,1357321.16,130752.23,,463043527.18,95411668.65,0.0,367631858.53,337278910.85,30352947.68,,0.8,0.8,,367631858.53,337278910.85,30352947.68,,,,,,,,,,,
601678,滨化股份,2011-04-15,2011-01-01,2011-03-31,2011-03-31,合并本期,定期报告,1127601877.22,1127601877.22,838208206.95,838208206.95,9339208.98,20499879.64,36585105.57,,8888306.64,0.0,,418157.06,,,,214499326.5,,918935.81,11719.45,,,215406542.86,48139790.01,0.0,167266752.85,155839711.59,11427041.26,,0.236,0.236,,167266752.85,155839711.59,11427041.26,,,,,,,,,,,
601678,滨化股份,2011-07-20,2011-01-01,2011-06-30,2011-06-30,合并本期,定期报告,2328006916.51,2328006916.51,1694886621.41,1694886621.41,19062623.0,43488348.21,68700066.98,,21939893.26,1145185.86,,2939556.43,2521399.37,,,481723734.22,,1638791.02,695244.85,68104.79,,482667280.39,105267362.31,0.0,377399918.08,353202312.1,24197605.98,,0.5352,0.5352,,377399918.08,353202312.1,24197605.98,,,,,,,,,,,
601678,滨化股份,2011-10-29,2011-01-01,2011-09-30,2011-09-30,合并本期,定期报告,3469861629.6,3469861629.6,2555037775.72,2555037775.72,26943930.71,65535639.0,117034990.83,,27061362.42,-2045382.06,,33239556.43,2521399.37,,,713532869.41,,2365697.71,1056579.42,68104.79,,714841987.7,173553410.73,0.0,541288576.97,506534128.65,34754448.32,,0.7675,0.7675,,541288576.97,506534128.65,34754448.32,,,,,,,,,,,
601678,滨化股份,2012-02-09,2011-01-01,2011-12-31,2011-12-31,合并本期,定期报告,4612702323.36,4612702323.36,3385156345.44,3385156345.44,38537284.41,89106435.54,214417502.44,,35376209.31,28972253.58,,35216459.04,4498301.98,,0.0,856352751.68,,3137618.56,1313921.89,68104.79,0.0,858176448.35,207610351.39,0.0,650566096.96,608806138.88,41759958.08,,0.92,0.92,,650566096.96,608806138.88,41759958.08,,,,,,,,,,,
601678,滨化股份,2012-04-17,2012-01-01,2012-03-31,2012-03-31,合并本期,定期报告,1105550313.1,1105550313.1,827672224.41,827672224.41,7588711.85,19596014.24,62661383.86,,6288649.35,2623712.53,,,,,0.0,179119616.86,,4213418.05,102176.88,,0.0,183230858.03,46017082.02,0.0,137213776.01,131826960.45,5386815.56,,0.2,0.2,,137213776.01,131826960.45,5386815.56,,,,,,,,,,,
601678,滨化股份,2012-07-20,2012-01-01,2012-06-30,2012-06-30,合并本期,定期报告,2116928684.45,2116928684.45,1649216892.69,1649216892.69,15767846.32,40383855.06,122432110.51,,14160135.93,1687218.32,,3457807.85,3457807.85,,0.0,276738433.47,,5007095.65,1346695.36,773812.51,0.0,280398833.76,69922069.85,0.0,210476763.91,200160527.27,10316236.64,,0.3033,0.3033,,210476763.91,200160527.27,10316236.64,,,,,,,,,,,
