机构ID,机构名称,公告日期,开始日期,截止日期,报告年度,合并类型,报表来源,一、营业总收入,其中：营业收入（元）,二、营业总成本,其中：营业成本,营业税金及附加,销售费用,管理费用,堪探费用,财务费用,资产减值损失,加：公允价值变动净收益,投资收益,其中：对联营企业和合营企业的投资收益,汇兑收益,影响营业利润的其他科目,三、营业利润,加：补贴收入,营业外收入,减：营业外支出,其中：非流动资产处置损失,加：影响利润总额的其他科目,四、利润总额,减：所得税,加：影响净利润的其他科目,五、净利润,归属于母公司所有者的净利润,少数股东损益,六、每股收益：,（一）基本每股收益,（二）稀释每股收益,七、其他综合收益,八、综合收益总额,其中：归属于母公司,其中：归属于少数股东,利息收入,已赚保费,手续费及佣金收入,利息支出,手续费及佣金支出,退保金,赔付支出净额,提取保险合同准备金净额,保单红利支出,分保费用,其中：非流动资产处置利得
2141,蓉胜超微,2008-04-25,2007-01-01,2007-03-31,2007-03-31,合并本期,定期报告,134123806.52,134123806.52,122578789.68,122578789.68,26096.84,2259399.11,3754552.18,,2245414.7,,,,,,,3259554.01,,,2509.1,,,3257044.91,489952.57,0.0,2767092.34,2560068.67,207023.67,,0.042,0.042,,,,,,,,,,,,,,,
2141,蓉胜超微,2007-07-19,2007-01-01,2007-06-30,2007-06-30,合并本期,招募说明书,308927184.69,308927184.69,278538922.48,278538922.48,42155.26,3902984.36,8233611.54,,4467260.14,413159.2,,,,,,13329091.71,,17000.0,115704.13,,,13230387.58,1497850.59,0.0,11732536.99,11237891.17,494645.82,,0.18,0.18,,,,,,,,,,,,,,,
2141,蓉胜超微,2007-10-31,2007-01-01,2007-09-30,2007-09-30,合并本期,定期报告,490969006.38,490969006.38,444103026.64,444103026.64,75750.85,6451658.34,13246510.43,,6209813.46,969563.82,,,,,,19912682.84,,50125.06,160918.78,,,19801889.12,2312878.53,0.0,17489010.59,16552080.71,936929.88,,0.25,0.25,,,,,,,,,,,,,,,
2141,蓉胜超微,2008-03-29,2007-01-01,2007-12-31,2007-12-31,合并本期,定期报告,675063958.59,675063958.59,609356256.99,609356256.99,95273.35,8879845.06,17880346.96,,9596260.19,1235390.09,,,,,,28020585.95,,1165945.02,83365.77,,,29103165.2,3363099.07,0.0,25740066.13,24491566.16,1248499.97,,0.3531,0.3531,,,,,,,,,,,,,,,
2141,蓉胜超微,2008-04-25,2008-01-01,2008-03-31,2008-03-31,合并本期,定期报告,158633341.96,158633341.96,144057842.77,144057842.77,31516.41,2944812.34,5405919.7,,2760502.47,,,,,,,3432748.27,,,525.5,,,3432222.77,1033173.98,0.0,2399048.79,2688213.79,-289165.0,,0.0331,0.0331,,,,,,,,,,,,,,,
2141,蓉胜超微,2008-08-30,2008-01-01,2008-06-30,2008-06-30,合并本期,定期报告,346849714.63,346849714.63,313955809.5,313955809.5,66058.72,5615248.32,10546433.05,,5895041.94,417753.95,,,,,,10353369.15,,32661.6,266981.2,,,10119049.55,1890090.31,0.0,8228959.24,8073306.71,155652.53,,0.0994,0.0994,,,,,,,,,,,,,,,
2141,蓉胜超微,2008-10-25,2008-01-01,2008-09-30,2008-09-30,合并本期,定期报告,532613366.54,532613366.54,489213563.12,489213563.12,99262.42,8918282.53,15855246.32,,9122266.05,417753.95,,,,,,8986992.15,,632797.6,269906.32,,,9349883.43,1710156.87,0.0,7639726.56,7626124.74,13601.82,,0.09,0.09,,,,,,,,,,,,,,,
2141,蓉胜超微,2009-04-18,2008-01-01,2008-12-31,2008-12-31,合并本期,定期报告,652407390.86,652407390.86,602671929.95,602671929.95,129852.95,11629437.52,20683796.24,,11411971.57,5548063.54,,,,,,332339.09,,1424547.6,294481.32,,,1462405.37,651183.54,0.0,811221.83,1358011.3,-546789.47,,0.0167,0.0167,,,,,,,,,,,,,,,
2141,蓉胜超微,2009-04-28,2009-01-01,2009-03-31,2009-03-31,合并本期,定期报告,66475508.62,66475508.62,71891404.44,71891404.44,17998.09,2683859.8,3896118.17,,1665334.79,-3940096.23,,,,,,-9739110.44,,110000.0,3711.72,,,-9632822.16,-1487274.6,0.0,-8145547.56,-7327385.88,-818161.68,,-0.0902,-0.0902,,,,,,,,,,,,,,,
2141,蓉胜超微,2009-08-22,2009-01-01,2009-06-30,2009-06-30,合并本期,定期报告,179114758.31,179114758.31,171082238.73,171082238.73,35752.55,5383010.45,9305073.31,,2441809.82,-2189311.31,,,,,,-6943815.24,,160000.0,5021.72,,,-6788836.96,-712728.88,0.0,-6076108.08,-5364258.26,-711849.82,,-0.0472,-0.0472,,,,,,,,,,,,,,,
2141,蓉胜超微,2009-10-31,2009-01-01,2009-09-30,2009-09-30,合并本期,定期报告,324086598.46,324086598.46,300804766.84,300804766.84,61215.84,8421878.12,15908865.79,,3798151.31,-477812.49,,,,,,-4430466.95,,1265195.0,18503.37,,,-3183775.32,-508373.48,0.0,-2675401.84,-2138355.77,-537046.07,,-0.0188,-0.0188,,,,,,,,,,,,,,,
2141,蓉胜超微,2010-04-10,2009-01-01,2009-12-31,2009-12-31,合并本期,定期报告,510840436.49,510840436.49,468202405.42,468202405.42,124063.42,11710508.15,23151186.68,,5893352.55,1000499.31,,,,,,758420.96,,3473079.0,184442.86,,,4047057.1,679511.79,0.0,3367545.31,3192525.87,175019.44,,0.03,0.03,,,,,,,,,,,,,,,
2141,蓉胜超微,2010-04-28,2010-01-01,2010-03-31,2010-03-31,合并本期,定期报告,201742565.38,201742565.38,184602143.32,184602143.32,29388.91,3353320.37,7300784.02,,2329778.85,2855426.9,,,,,,1271723.01,,212333.0,2602.17,,,1481453.84,204019.85,0.0,1277433.99,1266599.21,10834.78,,0.01,0.01,,,,,,,,,,,,,,,
2141,蓉胜超微,2010-08-14,2010-01-01,2010-06-30,2010-06-30,合并本期,定期报告,460727694.36,460727694.36,421245649.84,421245649.84,83912.32,6976410.45,15632751.61,,6777203.71,2170211.66,,,,,,7841554.77,,480538.0,3462.18,,,8318630.59,1134155.73,0.0,7184474.86,6680953.54,503521.32,,0.0588,0.0588,,7184474.86,6680953.54,503521.32,,,,,,,,,,,
2141,蓉胜超微,2010-10-29,2010-01-01,2010-09-30,2010-09-30,合并本期,定期报告,744625108.15,744625108.15,682092171.77,682092171.77,139295.9,11525872.75,24983182.52,,10338573.03,2297447.74,,,,,,13248564.44,,655908.0,318400.59,,,13586071.85,2079445.61,0.0,11506626.24,10193874.37,1312751.87,,0.0897,0.0897,,11506626.24,10193874.37,1312751.87,,,,,,,,,,,
2141,蓉胜超微,2011-03-19,2010-01-01,2010-12-31,2010-12-31,合并本期,定期报告,983437223.86,983437223.86,894378593.39,894378593.39,605046.39,16805639.57,36802302.73,,13997319.98,3563491.2,-7689.72,-525980.68,,,,16751160.2,,3504565.23,337529.93,,,19918195.5,1986282.3,0.0,17931913.2,15633010.34,2298902.86,,0.1375,0.1375,237650.0,18169563.2,15804118.34,2365444.86,,,,,,,,,,,
2141,蓉胜超微,2011-04-23,2011-01-01,2011-03-31,2011-03-31,合并本期,定期报告,276455125.27,276455125.27,254893357.1,254893357.1,141358.11,4104463.44,8962821.67,,3827214.38,1871235.47,,-374627.43,,,,2280047.67,,208668.9,7718.75,,,2480997.82,793322.13,0.0,1687675.69,1979570.83,-291895.14,,0.0174,0.0174,,1687675.69,1979570.83,-291895.14,,,,,,,,,,,
2141,蓉胜超微,2011-08-20,2011-01-01,2011-06-30,2011-06-30,合并本期,定期报告,612528307.44,612528307.44,566042089.34,566042089.34,852944.91,8376767.14,17077719.33,,8861245.22,4203401.3,,1061227.8,,,,8175368.0,,1818845.93,16918.0,,,9977295.93,1531283.47,0.0,8446012.46,8263809.46,182203.0,,0.0454,0.0454,,8446012.46,8263809.46,182203.0,,,,,,,,,,,
2141,蓉胜超微,2011-10-26,2011-01-01,2011-09-30,2011-09-30,合并本期,定期报告,882765215.54,882765215.54,813823196.76,813823196.76,1133107.21,13177461.76,24568693.16,,15637108.26,3061934.73,,1061227.8,,,,12424941.46,,2109739.0,270019.7,,,14264660.76,2086186.48,0.0,12178474.28,11919583.41,258890.87,,0.0655,0.0655,,12178474.28,11919583.41,258890.87,,,,,,,,,,,
2141,蓉胜超微,2012-04-25,2011-01-01,2011-12-31,2011-12-31,合并本期,定期报告,1122015649.82,1122015649.82,1044358368.8,1044358368.8,1498433.5,18198105.03,31457613.27,,22235742.24,3313991.69,,-479158.4,,,0.0,474236.89,,3554895.94,285433.68,9961.28,0.0,3743699.15,-58901.93,0.0,3802601.08,3112370.16,690230.92,,0.0171,0.0171,,3802601.08,3112370.16,690230.92,,,,,,,,,,,
2141,蓉胜超微,2012-04-25,2012-01-01,2012-03-31,2012-03-31,合并本期,定期报告,184759455.67,184759455.67,172774364.61,172774364.61,252214.32,3900401.4,10860160.58,,5691097.86,-2165538.74,,772.6,,,0.0,-6552471.76,,189562.6,101034.46,,0.0,-6463943.62,22440.03,0.0,-6486383.65,-6218787.53,-267596.12,,-0.0342,-0.0342,,-6486383.65,-6218787.53,-267596.12,,,,,,,,,,,
2141,蓉胜超微,2012-08-29,2012-01-01,2012-06-30,2012-06-30,合并本期,定期报告,432648673.8,432648673.8,398737373.8,398737373.8,883152.76,7994169.43,23985709.53,,11711500.22,-1984146.57,,772.6,,,0.0,-8678312.77,,10107781.67,208442.91,,0.0,1221025.99,589720.64,0.0,631305.35,-1208609.89,1839915.24,,-0.0066,-0.0066,,631305.35,-1208609.89,1839915.24,,,,,,,,,,,
