机构ID,机构名称,公告日期,开始日期,截止日期,报告年度,合并类型,报表来源,一、营业总收入,其中：营业收入（元）,二、营业总成本,其中：营业成本,营业税金及附加,销售费用,管理费用,堪探费用,财务费用,资产减值损失,加：公允价值变动净收益,投资收益,其中：对联营企业和合营企业的投资收益,汇兑收益,影响营业利润的其他科目,三、营业利润,加：补贴收入,营业外收入,减：营业外支出,其中：非流动资产处置损失,加：影响利润总额的其他科目,四、利润总额,减：所得税,加：影响净利润的其他科目,五、净利润,归属于母公司所有者的净利润,少数股东损益,六、每股收益：,（一）基本每股收益,（二）稀释每股收益,七、其他综合收益,八、综合收益总额,其中：归属于母公司,其中：归属于少数股东,利息收入,已赚保费,手续费及佣金收入,利息支出,手续费及佣金支出,退保金,赔付支出净额,提取保险合同准备金净额,保单红利支出,分保费用,其中：非流动资产处置利得
600895,张江高科,2005-04-30,2005-01-01,2005-03-31,2005-03-31,合并本期,定期报告,75937391.36,75937391.36,41940065.12,41940065.12,2713880.0,4247005.33,5217033.72,,4234447.26,,,-1685316.73,,,14350.9,15913994.1,0.0,7670.0,222203.25,,,15699460.85,3683844.09,354136.82,12369753.58,13015135.69,-645382.11,,,,,,,,,,,,,,,,,,
600895,张江高科,2005-08-22,2005-01-01,2005-06-30,2005-06-30,合并本期,定期报告,231256742.93,231256742.93,149818319.44,149818319.44,6547660.46,7757810.97,12787870.94,,8243111.87,,,1951456.28,,,14589.55,48068015.08,,557937.57,610263.25,,,48015689.4,6230929.16,866824.35,42651584.59,43724993.43,-1073408.84,,,,,,,,,,,,,,,,,,
600895,张江高科,2005-10-31,2005-01-01,2005-09-30,2005-09-30,合并本期,定期报告,414111527.61,414111527.61,235889896.4,235889896.4,13394316.61,14112850.18,19268164.72,,19155877.46,,,22467697.01,,,4999698.89,139757818.14,10496141.0,1059578.97,937646.95,,,150375891.16,19188695.78,1082298.78,132269494.16,133668220.84,-1398726.68,,,,,,,,,,,,,,,,,,
600895,张江高科,2006-02-28,2005-01-01,2005-12-31,2005-12-31,合并本期,定期报告,539757260.52,539757260.52,312975244.4,312975244.4,17032040.22,17793289.74,27208035.17,,24917097.17,,,38929318.2,,,6960032.11,185720904.13,10495143.0,502459.33,480424.25,,,196238082.21,23270734.72,-8708.37,172958639.12,174697307.12,-1738668.0,,,,,,,,,,,,,,,,,,
600895,张江高科,2006-04-29,2006-01-01,2006-03-31,2006-03-31,合并本期,定期报告,112504845.62,112504845.62,74579230.43,74579230.43,2771428.44,6686477.41,8771320.45,,6991955.08,,,875648.08,,,1954189.51,15534271.4,1500000.0,1310566.51,74737.97,,,18270099.94,3408648.1,-68354.61,14793097.23,15206777.33,-413680.1,,,,,,,,,,,,,,,,,,
600895,张江高科,2006-08-19,2006-01-01,2006-06-30,2006-06-30,合并本期,定期报告,263529844.14,263529844.14,160374217.75,160374217.75,7518523.16,10275013.8,17908703.31,,11567309.6,,,1973395.2,,,1954289.51,59813761.23,1660000.0,1604626.2,74337.97,,,63004049.46,12429433.92,-68354.61,50506260.93,51357077.07,-850816.14,,,,,,,,,,,,,,,,,,
600895,张江高科,2006-10-31,2006-01-01,2006-09-30,2006-09-30,合并本期,定期报告,502639000.7,502639000.7,275316820.24,275316820.24,16738855.32,20201116.84,27253296.1,,23435933.89,,,10628925.98,,,1954189.51,152276093.8,16030600.0,3008530.76,252830.2,,,171062394.36,28006585.8,-68354.61,142987453.95,144956212.17,-1968758.22,,,,,,,,,,,,,,,,,,
600895,张江高科,2007-03-19,2006-01-01,2006-12-31,2006-12-31,合并本期,定期报告,573734456.25,573734456.25,338147867.94,338147867.94,19486297.46,22140119.22,38272575.77,,34442126.41,,,100554666.75,,,1954189.51,223754325.71,18565731.34,5571618.65,769032.23,,,247122643.47,27180483.33,-13383.94,219928776.2,222279277.83,-2350501.63,,,,,,,,,,,,,,,,,,
600895,张江高科,2007-04-30,2007-01-01,2007-03-31,2007-03-31,合并本期,定期报告,203632506.55,203632506.55,150168043.12,150168043.12,8996958.42,7804653.32,13716818.38,,21057677.86,-260380.14,6232760.81,31898683.47,20894805.6,,,40280179.87,,614446.63,184020.0,,,40710606.5,5353515.84,0.0,35357090.66,48650075.25,-13292984.59,,0.04,0.04,,,,,,,,,,,,,,,
600895,张江高科,2007-08-25,2007-01-01,2007-06-30,2007-06-30,合并本期,定期报告,361494045.59,361494045.59,224501952.28,224501952.28,16130513.22,17773795.13,29363219.9,,46082993.97,6481014.63,3425530.26,148141566.23,76682813.25,,,172727652.95,,974387.56,10025244.33,,,163676796.18,16493301.79,0.0,147183494.39,157273514.47,-10090020.08,,0.13,0.13,,,,,,,,,,,,,,,
600895,张江高科,2007-10-28,2007-01-01,2007-09-30,2007-09-30,合并本期,定期报告,673531874.56,673531874.56,380590467.42,380590467.42,30351148.09,22482864.45,39072045.02,,65143275.81,2409630.85,13799807.07,189094252.07,82623047.3,,,336376502.06,,3444335.85,10030340.14,,,329790497.77,41950941.29,0.0,287839556.48,281149319.09,6690237.39,,0.23,0.23,,,,,,,,,,,,,,,
600895,张江高科,2008-02-14,2007-01-01,2007-12-31,2007-12-31,合并本期,定期报告,1200415972.06,1200415972.06,701683199.03,701683199.03,59838062.32,54026477.04,48079600.88,,115817093.32,16074956.27,4216162.56,267215178.63,160604757.3,,,476327924.39,,32873383.15,3474281.46,10656.31,,505727026.08,70821397.43,0.0,434905628.65,379563326.09,55342302.56,,0.31,0.31,,,,,,,,,,,,,,,
600895,张江高科,2008-04-25,2008-01-01,2008-03-31,2008-03-31,合并本期,定期报告,270521708.76,270521708.76,134258426.31,134258426.31,12698726.88,8133899.68,16286228.61,,54638394.09,-720358.05,-1060720.03,32476175.99,34430905.96,,,76641847.2,,4299380.73,493000.0,,,80448227.93,5984751.37,0.0,74463476.56,70854381.74,3609094.82,,0.058,0.058,,,,,,,,,,,,,,,
600895,张江高科,2008-07-31,2008-01-01,2008-06-30,2008-06-30,合并本期,定期报告,890996207.41,890996207.41,368839664.6,368839664.6,49819712.19,17415118.98,31652869.57,,118550475.22,1804233.7,-1787022.46,63602295.25,65754159.12,,,364729405.94,,4578795.83,1771329.44,4329.44,,367536872.33,67807011.45,,299729860.88,247647044.95,52082815.93,,0.2,0.2,,,,,,,,,,,,,,,
600895,张江高科,2008-10-30,2008-01-01,2008-09-30,2008-09-30,合并本期,定期报告,1470874084.34,1470874084.34,566434890.48,566434890.48,83665327.95,31209646.47,45200932.29,,167079521.53,-2662365.98,-3691993.2,83986283.67,86587176.87,,,660240422.07,,5311896.61,2184682.91,4329.44,,663367635.77,107515695.41,0.0,555851940.36,445905088.07,109946852.29,,0.33,0.33,,,,,,,,,,,,,,,
600895,张江高科,2009-03-10,2008-01-01,2008-12-31,2008-12-31,合并本期,定期报告,1757230684.13,1757230684.13,652075829.69,652075829.69,102461774.41,47669222.77,82004029.22,,202062931.58,1156624.39,-3579163.06,105875277.82,100793711.52,,,772096386.83,,7404668.66,2433474.2,183310.58,,777067581.29,125540232.79,0.0,651527348.5,528277844.56,123249503.94,,0.38,0.38,,,,,,,,,,,,,,,
600895,张江高科,2009-04-30,2009-01-01,2009-03-31,2009-03-31,合并本期,定期报告,333357916.95,333357916.95,120697482.86,120697482.86,18236775.66,6313977.44,10959981.71,,35427654.36,480517.42,1317143.52,7507366.63,6811972.59,,,150066037.65,,504331.19,100000.0,,,150470368.84,28633707.26,0.0,121836661.58,119495780.89,2340880.69,,0.077,0.077,,,,,,,,,,,,,,,
600895,张江高科,2009-08-29,2009-01-01,2009-06-30,2009-06-30,合并本期,定期报告,966930716.48,966930716.48,386312950.01,386312950.01,56020190.44,22926735.69,27307992.42,,62923035.71,2828393.24,2034893.06,45903351.3,42970420.85,,,456549663.33,,1023347.38,100000.0,0.0,,457473010.71,82848302.5,0.0,374624708.21,299706093.51,74918614.7,,0.194,0.194,,,,,,,,,,,,,,,
600895,张江高科,2009-10-31,2009-01-01,2009-09-30,2009-09-30,合并本期,定期报告,1517883096.93,1517883096.93,643074324.34,643074324.34,82788221.99,23893441.65,46376088.83,,102364002.73,3755697.29,2513121.24,57658693.52,54627433.35,,,675803134.86,,3254819.34,754714.25,11069.65,,678303239.95,126401220.18,0.0,551902019.77,476882675.07,75019344.7,,0.31,0.31,,,,,,,,,,,,,,,
600895,张江高科,2010-03-20,2009-01-01,2009-12-31,2009-12-31,合并本期,定期报告,2159370922.81,2159370922.81,841034818.32,841034818.32,127312179.51,46552401.24,84194497.5,,147083541.86,4404569.27,3469319.65,60914693.18,58868159.09,,,973172927.94,,7740184.95,636895.59,24743.09,,980276217.3,186966635.34,0.0,793309581.96,706909161.2,86400420.76,,0.46,0.46,,,,,,,,,,,,,,,
600895,张江高科,2010-04-30,2010-01-01,2010-03-31,2010-03-31,合并本期,定期报告,457048617.97,457048617.97,191472643.3,191472643.3,22461236.74,9473798.74,18266824.6,,56950579.6,260627.51,5793578.36,14786105.21,14677797.9,,,178742591.05,,579292.6,10000.0,0.0,,179311883.65,36532051.31,0.0,142779832.34,140947399.92,1832432.42,,0.09,0.09,,,,,,,,,,,,,,,
600895,张江高科,2010-08-19,2010-01-01,2010-06-30,2010-06-30,合并本期,定期报告,864926102.3,864926102.3,337459731.34,337459731.34,48515448.4,21351881.81,36204046.26,,128981561.05,-124650.17,3985832.14,104313887.56,99429024.29,,,400837803.31,,1004168.87,372100.0,,,401469872.18,67339233.76,0.0,334130638.42,304074122.72,30056515.7,,0.196,0.196,41900834.27,376031472.69,345974956.99,30056515.7,,,,,,,,,,,
600895,张江高科,2010-10-27,2010-01-01,2010-09-30,2010-09-30,合并本期,定期报告,1153097491.6,1153097491.6,498470021.97,498470021.97,64465434.59,34918661.02,59179059.28,,212204636.6,3253818.78,3965821.12,294391288.0,278198546.79,,,578962968.48,,1807162.03,886514.15,150912.91,,579883616.36,72842973.19,0.0,507040643.17,477535491.34,29505151.83,,0.31,0.31,15388200.79,522428843.96,492923692.13,29505151.83,,,,,,,,,,,
600895,张江高科,2011-04-30,2010-01-01,2010-12-31,2010-12-31,合并本期,定期报告,1361902386.37,1361902386.37,617359636.2,617359636.2,74357221.74,63415390.73,100560349.81,,297309168.57,5417119.07,5053679.58,339470193.44,320304505.44,,,548007373.27,,4629864.48,890494.02,103475.49,,551746743.73,60336116.91,0.0,491410626.82,478497366.23,12913260.59,,0.31,0.31,401263321.69,892673948.51,879760687.92,12913260.59,,,,,,,,,,,
600895,张江高科,2011-04-30,2011-01-01,2011-03-31,2011-03-31,合并本期,定期报告,283451068.52,283451068.52,126117014.32,126117014.32,14471223.3,4298130.1,16595435.3,,86305326.76,-260617.05,-402270.46,17126902.27,17554182.47,,,52649187.6,,202071.47,0.0,0.0,,52851259.07,5232390.51,0.0,47618868.56,31426299.96,16192568.6,,0.02,0.02,105545955.99,153164824.55,136972255.95,16192568.6,,,,,,,,,,,
600895,张江高科,2011-08-30,2011-01-01,2011-06-30,2011-06-30,合并本期,定期报告,514619955.28,514619955.28,237649615.92,237649615.92,29103578.03,13915944.15,30677237.24,,191793116.15,4184106.72,1770330.76,27494879.93,22892439.33,,,36561567.76,,299568.52,100186.0,186.0,,36760950.28,-1284444.93,0.0,38045395.21,20572916.05,17472479.16,,0.013,0.013,124649023.03,162694418.24,145221939.08,17472479.16,,,,,,,,,,,
600895,张江高科,2011-10-25,2011-01-01,2011-09-30,2011-09-30,合并本期,定期报告,815230379.6,815230379.6,370494421.01,370494421.01,44113839.59,25302066.24,55107744.2,,295669750.46,6143012.2,-1809843.71,41953844.02,34161116.78,,,58543546.21,,617416.77,100186.0,186.0,,59060776.98,4367687.44,0.0,54693089.54,37032152.45,17660937.09,,0.02,0.02,-47588657.86,7104431.68,-10556505.41,17660937.09,,,,,,,,,,,
600895,张江高科,2012-04-20,2011-01-01,2011-12-31,2011-12-31,合并本期,定期报告,1795519891.35,1795519891.35,743602963.79,743602963.79,114379991.68,43195720.05,99863557.23,,398638358.94,1686643.67,-1804630.53,184365557.72,169300816.69,,0.0,576713583.18,,1481103.87,816985.62,186.0,0.0,577377701.43,107261270.56,0.0,470116430.87,466965659.91,3150770.96,,0.3,0.3,-165171583.27,304944847.6,301794076.64,3150770.96,,,,,,,,,,,
600895,张江高科,2012-04-28,2012-01-01,2012-03-31,2012-03-31,合并本期,定期报告,311710318.0,311710318.0,137819853.57,137819853.57,16264232.35,9303595.6,20352103.2,,105241687.81,4358955.98,3356725.06,33288231.25,26245745.55,0.0,0.0,55014845.8,,673307.83,65533.09,2033.09,0.0,55622620.54,4697783.01,0.0,50924837.53,47824303.3,3100534.23,,0.03,0.03,-33294225.03,17630612.5,14530078.27,3100534.23,,,,,,,,,,,
600895,张江高科,2012-08-25,2012-01-01,2012-06-30,2012-06-30,合并本期,定期报告,611698599.79,611698599.79,289125114.71,289125114.71,35303699.48,17660007.76,44758805.66,,212082292.65,10295263.37,1876338.96,74880216.97,62246466.26,,0.0,79229972.09,,1186077.28,197306.09,2033.09,0.0,80218743.28,-7531.7,0.0,80226274.98,74050199.65,6176075.33,,0.048,0.048,-77295897.79,2930377.19,-3245698.14,6176075.33,,,,,,,,,,,
600895,张江高科,2012-10-30,2012-01-01,2012-09-30,2012-09-30,合并本期,定期报告,990928789.17,990928789.17,533770044.53,533770044.53,55773964.66,27411415.45,67779019.3,,316298810.85,11780317.77,2653054.5,187489940.15,171565752.77,0.0,0.0,168258211.26,,3624649.82,201345.44,6072.44,0.0,171681515.64,2143146.75,0.0,169538368.89,150060367.13,19478001.76,,0.1,0.1,-23314950.73,146223418.16,126745416.4,19478001.76,,,,,,,,,,,
600895,张江高科,2013-04-20,2012-01-01,2012-12-31,2012-12-31,合并本期,定期报告,2265071955.81,2265071955.81,1113865305.86,1113865305.86,212649641.89,53654706.36,104005720.71,,455138217.9,204163784.45,4953217.18,305099979.4,281365280.62,,,431647775.22,,3758279.1,253249.11,7976.11,,435152805.21,47862466.64,,387290338.57,370043291.54,17247047.03,,0.24,0.24,90777543.68,478067882.25,460820835.22,17247047.03,,,,,,,,,,,
600895,张江高科,2013-04-27,2013-01-01,2013-03-31,2013-03-31,合并本期,定期报告,335751433.45,335751433.45,158541385.99,158541385.99,17291645.63,8445737.3,22061132.54,,124463596.12,400307.83,6042209.23,45643837.83,13370658.46,,,56233675.1,,462749.19,181208.1,38208.1,,56515216.19,13092755.93,,43422460.26,38499426.21,4923034.05,,0.02,0.02,96030290.37,139452750.63,134529716.58,4923034.05,,,,,,,,,,,
600895,张江高科,2013-08-31,2013-01-01,2013-06-30,2013-06-30,合并本期,定期报告,611117014.41,611117014.41,297389372.25,297389372.25,33748238.64,18778287.85,44857502.52,,259478329.96,2490088.59,12002134.32,152345353.92,74949953.66,,,118722682.84,,1847831.52,431208.1,38208.1,,120139306.26,20519034.5,,99620271.76,91186001.23,8434270.53,,0.06,0.06,265504623.1,365124894.86,356690624.33,8434270.53,,,,,,,,,,,
600895,张江高科,2013-10-31,2013-01-01,2013-09-30,2013-09-30,合并本期,定期报告,936819866.67,936819866.67,528888922.29,528888922.29,50076672.4,25855146.03,64831845.05,,388060354.06,2046553.98,15893634.99,199932160.18,111519302.06,,,92886168.03,,1862456.22,1497625.03,,,93250999.22,-475708.54,,93726707.76,79210308.57,14516399.19,,0.05,0.05,180271807.49,273998515.25,259482116.06,14516399.19,,,,,,,,,,,
600895,张江高科,2014-04-19,2013-01-01,2013-12-31,2013-12-31,合并本期,定期报告,1918735362.77,1918735362.77,1102150289.19,1102150289.19,200032881.34,59335711.07,101923187.24,,521117702.95,40758893.49,21194114.02,566362113.54,231695142.27,,,480972925.05,,2055666.63,13883695.33,1484633.13,,469144896.35,84736283.95,,384408612.4,372495323.5,11913288.9,,0.24,0.24,213912942.25,598321554.65,586408265.75,11913288.9,,,,,,,,,,,
