机构ID,机构名称,公告日期,开始日期,截止日期,报告年度,合并类型,报表来源,一、营业总收入,其中：营业收入（元）,二、营业总成本,其中：营业成本,营业税金及附加,销售费用,管理费用,堪探费用,财务费用,资产减值损失,加：公允价值变动净收益,投资收益,其中：对联营企业和合营企业的投资收益,汇兑收益,影响营业利润的其他科目,三、营业利润,加：补贴收入,营业外收入,减：营业外支出,其中：非流动资产处置损失,加：影响利润总额的其他科目,四、利润总额,减：所得税,加：影响净利润的其他科目,五、净利润,归属于母公司所有者的净利润,少数股东损益,六、每股收益：,（一）基本每股收益,（二）稀释每股收益,七、其他综合收益,八、综合收益总额,其中：归属于母公司,其中：归属于少数股东,利息收入,已赚保费,手续费及佣金收入,利息支出,手续费及佣金支出,退保金,赔付支出净额,提取保险合同准备金净额,保单红利支出,分保费用,其中：非流动资产处置利得
603300,华铁科技,2015-05-28,2015-01-01,2015-03-31,2015-03-31,合并本期,上市公告书,76074973.77,76074973.77,27432245.81,27432245.81,1152239.21,8211677.68,5784355.62,,8183597.68,1174283.03,,,,,0.0,24136574.74,,1238957.78,87796.39,9079.28,0.0,25287736.13,4131144.68,0.0,21156591.45,21156591.45,,,0.14,0.14,,21156591.45,21156591.45,,,,,,,,,,,,
603300,华铁科技,2015-08-26,2015-01-01,2015-06-30,2015-06-30,合并本期,定期报告,158159897.49,158159897.49,54794746.0,54794746.0,2252627.03,21817539.94,17576967.15,,15588714.6,9502289.2,,,,,,36627013.57,,8625274.8,347871.9,180840.51,,44904416.47,7681896.59,,37222519.88,37222519.88,,,0.23,0.23,,37222519.88,37222519.88,,,,,,,,,,,,
603300,华铁科技,2015-10-30,2015-01-01,2015-09-30,2015-09-30,合并本期,定期报告,236347661.05,236347661.05,83050951.55,83050951.55,3026517.79,30950843.14,26898624.51,,22888431.47,14028396.66,,576090.76,,,,56079986.69,,12339030.45,529205.46,180840.51,,67889811.68,12096536.56,,55793275.12,55793275.12,,,0.32,0.32,,55793275.12,55793275.12,,,,,,,,,,,,
603300,华铁科技,2016-04-29,2015-01-01,2015-12-31,2015-12-31,合并本期,定期报告,332710062.65,332710062.65,119916938.82,119916938.82,4167245.25,48883250.34,34338518.07,,30183096.7,24868814.74,,1418532.84,,,,71770731.57,,13596898.68,655897.51,190742.92,,84711732.74,14742088.37,,69969644.37,69969644.37,,,0.39,0.39,,69969644.37,69969644.37,,,,,,,,,,,,3427820.75
603300,华铁科技,2016-04-29,2016-01-01,2016-03-31,2016-03-31,合并本期,定期报告,73302771.86,73302771.86,31564909.86,31564909.86,693372.77,6959859.61,6278497.62,,7572992.75,928616.35,,400287.38,,,,19704810.28,,1351314.91,183691.39,106427.03,,20872433.8,4790010.09,,16082423.71,17174013.83,-1091590.12,,0.08,0.08,,16082423.71,17174013.83,-1091590.12,,,,,,,,,,,1134784.53
603300,华铁科技,2016-08-25,2016-01-01,2016-06-30,2016-06-30,合并本期,定期报告,177955642.46,177955642.46,87159899.36,87159899.36,1525968.34,21827434.75,15697887.26,,16502222.07,11752088.24,,875951.24,,,,24366093.68,,6285695.92,370109.72,,,30281679.88,7274283.53,,23007396.35,22471904.96,535491.39,,0.06,0.06,,23007396.35,22471904.96,535491.39,,,,,,,,,,,
603300,华铁科技,2016-10-27,2016-01-01,2016-09-30,2016-09-30,合并本期,定期报告,324192051.82,324192051.82,128878718.45,128878718.45,2294347.5,36176325.48,25240759.46,,24908284.53,18347765.01,,2825062.76,,,,91170914.15,,9597397.02,489739.85,,,100278571.32,26091318.6,,74187252.72,34965633.29,39221619.43,,0.09,0.09,,74187252.72,34965633.29,39221619.43,,,,,,,,,,,
603300,华铁科技,2017-04-26,2016-01-01,2016-12-31,2016-12-31,合并本期,定期报告,478992277.07,478992277.07,181134497.52,181134497.52,4767854.57,56922897.9,34587691.82,,34326663.24,26634185.91,,4593930.68,,,,145212416.79,,10303570.69,616192.68,261476.59,,154899794.8,36171947.91,,118727846.89,54261317.89,64466529.0,,0.13,0.13,,54261317.89,54261317.89,,,,,,,,,,,,3599487.72
603300,华铁科技,2017-04-26,2017-01-01,2017-03-31,2017-03-31,合并本期,定期报告,148813550.56,148813550.56,49062284.26,49062284.26,809893.23,12227941.13,7554044.19,,8155712.97,-200509.81,,1768867.92,,,,72973052.51,,713573.07,299092.07,10665.0,,73387533.51,18315665.47,,55071868.04,22877463.38,32194404.66,,0.06,0.06,,55071868.04,22877463.38,32194404.66,,,,,,,,,,,377975.03
603300,华铁科技,2017-08-30,2017-01-01,2017-06-30,2017-06-30,合并本期,定期报告,321147366.83,321147366.83,108338142.05,108338142.05,2122970.22,40809112.58,18333436.7,,20124875.54,20745004.05,,3537735.84,,,,114211561.53,,3782313.59,375697.27,,,117618177.85,31049272.24,,86568905.61,28387563.59,58181342.02,,0.07,0.07,,86568905.61,28387563.59,58181342.02,,,,,,,,,,,
