机构ID,机构名称,公告日期,开始日期,截止日期,报告年度,合并类型,报表来源,一、营业总收入,其中：营业收入（元）,二、营业总成本,其中：营业成本,营业税金及附加,销售费用,管理费用,堪探费用,财务费用,资产减值损失,加：公允价值变动净收益,投资收益,其中：对联营企业和合营企业的投资收益,汇兑收益,影响营业利润的其他科目,三、营业利润,加：补贴收入,营业外收入,减：营业外支出,其中：非流动资产处置损失,加：影响利润总额的其他科目,四、利润总额,减：所得税,加：影响净利润的其他科目,五、净利润,归属于母公司所有者的净利润,少数股东损益,六、每股收益：,（一）基本每股收益,（二）稀释每股收益,七、其他综合收益,八、综合收益总额,其中：归属于母公司,其中：归属于少数股东,利息收入,已赚保费,手续费及佣金收入,利息支出,手续费及佣金支出,退保金,赔付支出净额,提取保险合同准备金净额,保单红利支出,分保费用,其中：非流动资产处置利得
601965,中国汽研,2012-08-10,2012-01-01,2012-06-30,2012-06-30,合并本期,定期报告,576298509.51,576298509.51,351467727.46,351467727.46,14314438.24,14085290.48,45638128.95,,-2964368.37,366201.3,,-1956307.95,-1953989.26,,0.0,151434783.5,,19639593.22,1225302.71,6898.44,0.0,169849074.01,27894838.74,0.0,141954235.27,142724378.54,-770143.27,,0.32,0.32,,,,,,,,,,,,,,,
601965,中国汽研,2012-10-27,2012-01-01,2012-09-30,2012-09-30,合并本期,定期报告,856179669.57,856179669.57,517464521.64,517464521.64,21845328.07,22783220.71,70017015.59,,-5700350.68,371296.37,,-2557782.92,-2555983.85,,0.0,226840854.95,,19833437.35,1305082.93,,0.0,245369209.37,39611353.29,0.0,205757856.08,205990481.97,-232625.89,,0.4,0.4,,,,,,,,,,,,,,,
601965,中国汽研,2013-03-13,2012-01-01,2012-12-31,2012-12-31,合并本期,定期报告,1143196463.86,1143196463.86,665614579.58,665614579.58,33996038.5,33010870.47,94587792.72,,-24852662.98,10120082.17,,-3046978.2,-3044659.51,,,327672785.2,,30516638.33,1359148.38,24248.05,,356830275.15,56501291.94,,300328983.21,297793489.29,2535493.92,,0.46,0.46,,300328983.21,297793489.29,2535493.92,,,,,,,,,,,
601965,中国汽研,2013-04-27,2013-01-01,2013-03-31,2013-03-31,合并本期,定期报告,292029027.61,292029027.61,192141280.12,192141280.12,4238794.63,6943400.5,21687781.81,,-5066110.17,-328953.58,,-1431711.82,-1431711.82,,,70981122.48,,60795.28,274915.63,1690.4,,70767002.13,12796885.43,,57970116.7,57427654.06,542462.64,,0.09,0.09,,,,,,,,,,,,,,,
601965,中国汽研,2013-08-10,2013-01-01,2013-06-30,2013-06-30,合并本期,定期报告,729700644.67,729700644.67,509239470.85,509239470.85,10632624.81,13506293.23,45841057.42,,-23706005.72,-2020915.42,,-517344.01,-2365823.46,,,175690775.49,,156320.41,299115.59,,,175547980.31,30437316.35,,145110663.96,143869102.96,1241561.0,,0.225,0.225,,,,,,,,,,,,,,,
601965,中国汽研,2013-10-26,2013-01-01,2013-09-30,2013-09-30,合并本期,定期报告,1088507830.77,1088507830.77,722451315.63,722451315.63,14432904.64,22410671.19,86806830.41,,-26803444.73,-1950766.56,,-115871.3,-2714350.75,,,271044448.89,,555347.48,313779.27,18240.24,,271286017.1,44936882.01,,226349135.09,224771359.91,1577775.18,,0.35,0.35,,,,,,,,,,,,,,,
601965,中国汽研,2014-03-18,2013-01-01,2013-12-31,2013-12-31,合并本期,定期报告,1500234527.48,1500234527.48,937065799.35,937065799.35,17376590.49,33104584.16,124081076.19,,-38297373.74,8080824.27,,20588465.11,-1744014.34,,,439411491.87,,55043328.46,1361063.0,755216.53,,493093757.33,69130745.71,,423963011.62,422181911.89,1781099.73,,0.66,0.66,,423963011.62,422181911.89,1781099.73,,,,,,,,,,,
601965,中国汽研,2014-04-19,2014-01-01,2014-03-31,2014-03-31,合并本期,定期报告,280277745.5,280277745.5,186283762.08,186283762.08,809256.43,8249272.03,30525416.82,,-11103099.68,418897.02,,5047197.79,,,,70141438.59,,7045751.11,317158.81,,,76870030.89,11543434.0,,65326596.89,64310705.7,1015891.19,,0.1,0.1,,65326596.89,64310705.7,1015891.19,,,,,,,,,,,
601965,中国汽研,2014-08-08,2014-01-01,2014-06-30,2014-06-30,合并本期,定期报告,694678925.24,694678925.24,485466975.29,485466975.29,1488130.42,16856671.38,71871456.88,,-18548448.72,1279582.83,,4755764.78,-1966193.69,,,141020321.94,,39019713.5,394958.62,4305.86,,179645076.82,33027169.66,,146617907.16,145115041.05,1502866.11,,0.23,0.23,,146617907.16,145115041.05,1502866.11,,,,,,,,,,,
601965,中国汽研,2014-10-25,2014-01-01,2014-09-30,2014-09-30,合并本期,定期报告,985823497.71,985823497.71,687138279.58,687138279.58,2578877.28,24862421.71,113396464.35,,-27976149.4,3313387.74,,6051347.57,-1982187.38,,,188561564.02,,189054031.67,672529.03,170879.07,,376943066.66,61792141.48,,315150925.18,312646421.3,2504503.88,,0.49,0.49,,315150925.18,312646421.3,2504503.88,,,,,,,,,,,
