机构ID,机构名称,公告日期,开始日期,截止日期,报告年度,合并类型,报表来源,一、营业总收入,其中：营业收入（元）,二、营业总成本,其中：营业成本,营业税金及附加,销售费用,管理费用,堪探费用,财务费用,资产减值损失,加：公允价值变动净收益,投资收益,其中：对联营企业和合营企业的投资收益,汇兑收益,影响营业利润的其他科目,三、营业利润,加：补贴收入,营业外收入,减：营业外支出,其中：非流动资产处置损失,加：影响利润总额的其他科目,四、利润总额,减：所得税,加：影响净利润的其他科目,五、净利润,归属于母公司所有者的净利润,少数股东损益,六、每股收益：,（一）基本每股收益,（二）稀释每股收益,七、其他综合收益,八、综合收益总额,其中：归属于母公司,其中：归属于少数股东,利息收入,已赚保费,手续费及佣金收入,利息支出,手续费及佣金支出,退保金,赔付支出净额,提取保险合同准备金净额,保单红利支出,分保费用,其中：非流动资产处置利得
603018,设计股份,2014-09-16,2014-01-01,2014-03-31,2014-03-31,合并本期,招募说明书,254104161.32,254104161.32,152056775.55,152056775.55,3100837.7,17263140.93,35421619.5,,1777765.57,-1370242.06,,224447.13,224447.13,,0.0,46078711.26,,70561.01,3000.0,,0.0,46146272.27,7079785.28,0.0,39066486.99,39081040.93,-14553.94,,0.5,,,39066486.99,39081040.93,-14553.94,,,,,,,,,,,
603018,设计股份,2014-10-10,2014-01-01,2014-06-30,2014-06-30,合并本期,上市公告书,589774553.67,589774553.67,355753672.12,355753672.12,5998765.3,38906807.82,70242300.71,,4266413.7,16943806.16,,397550.37,397550.37,,0.0,98060338.23,,485704.33,103005.4,,0.0,98443037.16,15039704.92,0.0,83403332.24,83437387.17,-34054.93,,1.07,,,83403332.24,83437387.17,-34054.93,,,,,,,,,,,
603018,设计股份,2014-10-28,2014-01-01,2014-09-30,2014-09-30,合并本期,定期报告,828566377.01,828566377.01,492485004.37,492485004.37,8932660.8,57392567.13,107295026.17,,9173741.95,35069448.77,,3741444.71,3741444.71,,0.0,121959372.53,,1073459.18,357013.12,4007.72,0.0,122675818.59,18419968.82,0.0,104255849.77,104307094.55,-51244.78,,1.34,1.34,,104255849.77,104307094.55,-51244.78,,,,,,,,,,,
603018,设计股份,2015-03-30,2014-01-01,2014-12-31,2014-12-31,合并本期,定期报告,1260879687.98,1260879687.98,755422705.3,755422705.3,11859848.23,80537738.6,163584685.92,,10288577.98,54937498.22,,3732152.04,3723540.94,,,187980785.77,,9180153.34,780939.84,416798.44,,196379999.27,30418995.64,,165961003.63,165925375.43,35628.2,,1.96,1.96,,165961003.63,165925375.43,35628.2,,,,,,,,,,,
603018,设计股份,2015-04-29,2015-01-01,2015-03-31,2015-03-31,合并本期,定期报告,267124393.83,267124393.83,177396591.87,177396591.87,2192975.36,16740646.4,32116686.66,,-715897.06,1189659.6,,3691783.12,2139216.14,,,41895514.12,,570000.0,,,,42465514.12,6710951.71,,35754562.41,35777500.5,-22938.09,,0.34,0.34,,35754562.41,35777500.5,-22938.09,,,,,,,,,,,
603018,设计股份,2015-08-25,2015-01-01,2015-06-30,2015-06-30,合并本期,定期报告,586091353.25,586091353.25,367824759.48,367824759.48,5161096.65,39804277.46,76827765.14,,704975.25,16796534.67,,7405460.67,,,,86377405.27,,834987.2,117278.26,17278.26,,87095114.21,12511179.4,,74583934.81,74602739.52,-18804.71,,0.72,0.72,,74583934.81,74602739.52,-18804.71,,,,,,,,,,,
603018,设计股份,2015-10-27,2015-01-01,2015-09-30,2015-09-30,合并本期,定期报告,852636562.22,852636562.22,521431603.39,521431603.39,8056409.97,61449088.39,122092125.82,,3741690.06,33458271.32,,8590885.23,1299864.82,,,110998258.5,,913434.48,141360.67,20404.26,,111770332.31,17374670.37,,94395661.94,94438172.96,-42511.02,,0.91,0.9,,94395661.94,94438172.96,-42511.02,,,,,,,,,,,36148.43
603018,设计股份,2016-03-29,2015-01-01,2015-12-31,2015-12-31,合并本期,定期报告,1397289020.03,1397289020.03,849176153.13,849176153.13,14663733.1,100219892.86,189024055.09,,6444358.28,63231516.13,,11506437.13,4477880.89,,,186035748.57,,3417001.23,675947.69,284525.17,,188776802.11,28460712.15,,160316089.96,160265232.97,50856.99,,1.54,1.54,,160316089.96,160265232.97,50856.99,,,,,,,,,,,110629.98
603018,中设集团,2016-04-28,2016-01-01,2016-03-31,2016-03-31,合并本期,定期报告,342892230.25,342892230.25,232387624.95,232387624.95,2311810.94,26890911.29,39178213.74,,1661749.69,-5311558.42,,1863120.22,36003.78,,,47636598.28,,1263737.41,40008.0,,,48860327.69,7524626.97,,41335700.72,41331208.14,4492.58,,0.4,0.39,,41335700.72,41331208.14,4492.58,,,,,,,,,,,885391.9
603018,中设集团,2016-08-23,2016-01-01,2016-06-30,2016-06-30,合并本期,定期报告,752150605.62,752150605.62,472731067.84,472731067.84,5298132.77,52010115.56,100934381.5,,2721196.43,17835585.99,,7660160.53,2264430.8,,,108280286.06,,1746632.05,170281.93,,,109856636.18,17427180.74,,92429455.44,92384503.15,44952.29,,0.44,0.44,,92429455.44,92384503.15,44952.29,,,,,,,,,,,
