机构ID,机构名称,公告日期,开始日期,截止日期,报告年度,合并类型,报表来源,一、营业总收入,其中：营业收入（元）,二、营业总成本,其中：营业成本,营业税金及附加,销售费用,管理费用,堪探费用,财务费用,资产减值损失,加：公允价值变动净收益,投资收益,其中：对联营企业和合营企业的投资收益,汇兑收益,影响营业利润的其他科目,三、营业利润,加：补贴收入,营业外收入,减：营业外支出,其中：非流动资产处置损失,加：影响利润总额的其他科目,四、利润总额,减：所得税,加：影响净利润的其他科目,五、净利润,归属于母公司所有者的净利润,少数股东损益,六、每股收益：,（一）基本每股收益,（二）稀释每股收益,七、其他综合收益,八、综合收益总额,其中：归属于母公司,其中：归属于少数股东,利息收入,已赚保费,手续费及佣金收入,利息支出,手续费及佣金支出,退保金,赔付支出净额,提取保险合同准备金净额,保单红利支出,分保费用,其中：非流动资产处置利得
600708,光明地产,2005-04-20,2005-01-01,2005-03-31,2005-03-31,合并本期,定期报告,284849594.45,284849594.45,204774392.77,204774392.77,4442783.84,14559038.7,41810208.79,,12984569.37,,,1937076.48,,,4686129.02,12901806.48,4898045.88,10883035.84,99129.07,,,28583759.13,3802389.32,0.0,24781369.81,19891552.45,4889817.36,,,,,,,,,,,,,,,,,,
600708,光明地产,2005-08-16,2005-01-01,2005-06-30,2005-06-30,合并本期,定期报告,574428067.25,574428067.25,406551728.66,406551728.66,9402471.01,24479253.53,60650316.31,,25467188.86,,,2489548.91,,,10922729.15,61289386.94,3128038.71,6798243.53,305402.82,,,70910266.36,10214056.0,0.0,60696210.36,46918819.6,13777390.76,,,,,,,,,,,,,,,,,,
600708,光明地产,2005-10-31,2005-01-01,2005-09-30,2005-09-30,合并本期,定期报告,871888653.45,871888653.45,619295273.68,619295273.68,14200081.33,36042103.89,104450987.26,,40250386.74,,,10005168.91,,,8777352.05,76432341.51,17169486.21,22068893.76,525923.17,,,115144798.31,16730367.11,0.0,98414431.2,78286897.69,20127533.51,,,,,,,,,,,,,,,,,,
600708,光明地产,2006-03-31,2005-01-01,2005-12-31,2005-12-31,合并本期,定期报告,1165634213.6,1165634213.6,817872297.68,817872297.68,18917595.28,46625350.64,154943729.2,,52825423.23,,,1754674.7,,,15095330.83,91299823.1,24754135.35,77401192.49,1758858.07,,,191696292.87,20009698.16,0.0,171686594.71,142955474.83,28731119.88,,,,,,,,,,,,,,,,,,
600708,光明地产,2006-04-25,2006-01-01,2006-03-31,2006-03-31,合并本期,定期报告,333230779.73,333230779.73,251400996.12,251400996.12,5076845.67,15267064.21,41167537.1,,11972107.07,,,1463762.71,,,6423049.12,16233041.39,6760241.61,6444727.49,2497753.51,,,26940256.98,3173362.97,0.0,23766894.01,18281327.78,5485566.23,,,,,,,,,,,,,,,,,,
600708,光明地产,2006-08-23,2006-01-01,2006-06-30,2006-06-30,合并本期,定期报告,706271359.66,706271359.66,542441654.48,542441654.48,10520103.65,25225323.66,70090577.17,,24288645.83,,,2679732.04,,,12027472.07,48412258.98,2984188.44,57726114.65,1511009.26,,,107611552.81,8681809.17,0.0,98929743.64,86706358.84,12223384.8,,,,,,,,,,,,,,,,,,
600708,光明地产,2006-10-24,2006-01-01,2006-09-30,2006-09-30,合并本期,定期报告,1089023728.27,1089023728.27,840435227.14,840435227.14,16178033.65,37059895.47,120151306.26,,42020447.83,,,2887209.29,,,18034641.17,54100668.38,17957292.22,59091868.45,581804.72,,,130568024.33,11853931.72,0.0,118714092.61,100482967.26,18231125.35,,,,,,,,,,,,,,,,,,
600708,光明地产,2007-04-30,2006-01-01,2006-12-31,2006-12-31,合并本期,定期报告,1396094108.6,1396094108.6,1024742787.7,1024742787.7,20843301.93,48361817.7,161975736.0,,52014019.74,,,5767597.52,,,26052898.88,119976941.93,23208321.99,63937912.94,2370649.66,,,204752527.2,25605316.18,0.0,179147211.02,150620362.06,28526848.96,,,,,,,,,,,,,,,,,,
600708,光明地产,2007-04-25,2007-01-01,2007-03-31,2007-03-31,合并本期,定期报告,390748872.46,390748872.46,297340872.82,297340872.82,5427398.31,15165264.37,31912469.63,,14990131.91,-54833.13,,3565707.31,,,,29533275.86,,6457389.02,466702.47,,,35523962.41,5075280.65,0.0,30448681.76,22986127.79,7462553.97,,0.0644,0.0644,,,,,,,,,,,,,,,
600708,光明地产,2007-08-24,2007-01-01,2007-06-30,2007-06-30,合并本期,定期报告,869182813.96,869182813.96,659289089.88,659289089.88,10958732.53,26191248.21,73559644.87,,30984502.94,7055199.76,1013655.0,13504832.56,,,,75662883.33,,14077834.16,801282.73,,,88939434.76,11247110.79,0.0,77692323.97,62048652.56,15643671.41,,0.1337,0.1337,,,,,,,,,,,,,,,
600708,光明地产,2007-10-26,2007-01-01,2007-09-30,2007-09-30,合并本期,定期报告,1275433728.1,1275433728.1,987782429.98,987782429.98,16710099.76,40143125.05,88783410.99,,51127197.4,962192.7,,20071069.19,,,,109996341.41,,21085022.56,1359221.28,,,129722142.69,17010183.65,0.0,112711959.04,90273954.41,22438004.63,,0.1946,0.1946,,,,,,,,,,,,,,,
600708,光明地产,2008-04-17,2007-01-01,2007-12-31,2007-12-31,合并本期,定期报告,1685242290.79,1685242290.79,1252839253.45,1252839253.45,23085611.86,55910593.11,129498720.23,,64783524.49,19304992.09,,41015864.16,19107553.57,,,180835459.72,,31284186.79,2340322.53,,,209779323.98,28598939.02,0.0,181180384.96,143872491.28,37307893.68,,0.3101,0.3101,,,,,,,,,,,,,,,
