机构ID,机构名称,公告日期,开始日期,截止日期,报告年度,合并类型,报表来源,一、营业总收入,其中：营业收入（元）,二、营业总成本,其中：营业成本,营业税金及附加,销售费用,管理费用,堪探费用,财务费用,资产减值损失,加：公允价值变动净收益,投资收益,其中：对联营企业和合营企业的投资收益,汇兑收益,影响营业利润的其他科目,三、营业利润,加：补贴收入,营业外收入,减：营业外支出,其中：非流动资产处置损失,加：影响利润总额的其他科目,四、利润总额,减：所得税,加：影响净利润的其他科目,五、净利润,归属于母公司所有者的净利润,少数股东损益,六、每股收益：,（一）基本每股收益,（二）稀释每股收益,七、其他综合收益,八、综合收益总额,其中：归属于母公司,其中：归属于少数股东,利息收入,已赚保费,手续费及佣金收入,利息支出,手续费及佣金支出,退保金,赔付支出净额,提取保险合同准备金净额,保单红利支出,分保费用,其中：非流动资产处置利得
720,新能泰山,2005-04-19,2005-01-01,2005-03-31,2005-03-31,合并本期,定期报告,428656325.45,428656325.45,381582083.68,381582083.68,2273676.4,5336573.57,17986505.48,,20723081.67,,,3871715.65,,,613188.0,5239308.3,,13550.6,47656.94,,,5205201.96,2232606.96,446394.52,3418989.52,1910100.3,1508889.22,,,,,,,,,,,,,,,,,,
720,新能泰山,2005-08-16,2005-01-01,2005-06-30,2005-06-30,合并本期,定期报告,974919677.04,974919677.04,834967164.53,834967164.53,6140478.78,14947591.39,49737035.27,,48447520.63,,,1241448.41,,,1636767.27,23558102.12,,21002.12,1551741.74,,,22027362.5,12299336.48,2745819.71,12473845.73,8458861.88,4014983.85,,,,,,,,,,,,,,,,,,
720,新能泰山,2005-10-20,2005-01-01,2005-09-30,2005-09-30,合并本期,定期报告,1483632032.29,1483632032.29,1268561293.15,1268561293.15,10832161.93,23704183.71,78817031.42,,77512322.88,,,3425048.78,,,7051139.74,34681227.72,,224906.7,1725416.58,,,33180717.84,17704031.27,3550708.06,19027394.63,13193436.33,5833958.3,,,,,,,,,,,,,,,,,,
720,新能泰山,2006-03-29,2005-01-01,2005-12-31,2005-12-31,合并本期,定期报告,1986490089.09,1986490089.09,1672545590.83,1672545590.83,15877193.76,44825775.54,124537269.27,,103372699.41,,,3617130.3,,,8603124.25,37551814.83,,819680.03,15594986.62,,,22776508.24,24696157.73,18362030.29,16442380.8,18956803.4,-2514422.6,,,,,,,,,,,,,,,,,,
720,新能泰山,2006-04-24,2006-01-01,2006-03-31,2006-03-31,合并本期,定期报告,474646653.46,474646653.46,385123699.28,385123699.28,5546613.35,9556009.0,27216378.83,,28685173.07,,,-552994.34,,,1420309.35,19386094.94,,172723.33,206841.71,,,19351976.56,9757695.41,695300.98,10289582.13,7076662.96,3212919.17,,,,,,,,,,,,,,,,,,
720,新能泰山,2006-08-12,2006-01-01,2006-06-30,2006-06-30,合并本期,定期报告,994985024.2,994985024.2,806781193.04,806781193.04,8748652.62,19230845.08,60719836.44,,58934365.25,,,1287535.04,,,2192083.95,44049750.76,,249714.29,307602.25,,,43991862.8,21733717.13,1440236.91,23698382.58,15981630.57,7716752.01,,,,,,,,,,,,,,,,,,
720,新能泰山,2006-10-20,2006-01-01,2006-09-30,2006-09-30,合并本期,定期报告,1519116396.65,1519116396.65,1218567757.8,1218567757.8,13256363.94,33998685.87,97323846.43,,87012343.25,,,-1253227.32,,,3577291.67,71281463.71,,288195.2,3214936.08,,,68354722.83,36223363.1,2903347.76,35034707.49,21499258.46,13535449.03,,,,,,,,,,,,,,,,,,
720,新能泰山,2007-04-13,2006-01-01,2006-12-31,2006-12-31,合并本期,定期报告,2070518367.31,2070518367.31,1672826414.28,1672826414.28,18498013.71,34709346.15,119686694.39,,114704645.65,,,-1278962.88,,,5152174.86,113966465.11,,426766.06,31261640.12,,,83131591.05,45324122.25,5942917.31,43750386.11,24078713.79,19671672.32,,,,,,,,,,,,,,,,,,
720,新能泰山,2007-04-23,2007-01-01,2007-03-31,2007-03-31,合并本期,定期报告,454594187.14,454594187.14,382050724.4,382050724.4,3562666.98,6423925.08,39201751.56,,27162629.99,,,,,,,-3807510.87,,4967.9,7127.98,1126.22,,-3809670.95,7084016.87,0.0,-10893687.82,-13722999.0,2829311.18,,-0.02,-0.02,,,,,,,,,,,,,,,
720,新能泰山,2007-08-10,2007-01-01,2007-06-30,2007-06-30,合并本期,定期报告,979966826.21,979966826.21,815817241.33,815817241.33,6925225.98,13749894.48,64927396.04,,54862883.62,2377570.55,,-1228071.43,,,,20078542.78,,56671.48,287675.92,91348.53,,19847538.34,19959162.8,0.0,-111624.46,-8697596.92,8585972.46,,-0.01,-0.01,,,,,,,,,,,,,,,
