机构ID,机构名称,公告日期,开始日期,截止日期,报告年度,合并类型,报表来源,一、营业总收入,其中：营业收入（元）,二、营业总成本,其中：营业成本,营业税金及附加,销售费用,管理费用,堪探费用,财务费用,资产减值损失,加：公允价值变动净收益,投资收益,其中：对联营企业和合营企业的投资收益,汇兑收益,影响营业利润的其他科目,三、营业利润,加：补贴收入,营业外收入,减：营业外支出,其中：非流动资产处置损失,加：影响利润总额的其他科目,四、利润总额,减：所得税,加：影响净利润的其他科目,五、净利润,归属于母公司所有者的净利润,少数股东损益,六、每股收益：,（一）基本每股收益,（二）稀释每股收益,七、其他综合收益,八、综合收益总额,其中：归属于母公司,其中：归属于少数股东,利息收入,已赚保费,手续费及佣金收入,利息支出,手续费及佣金支出,退保金,赔付支出净额,提取保险合同准备金净额,保单红利支出,分保费用,其中：非流动资产处置利得
600348,阳泉煤业,2005-04-15,2005-01-01,2005-03-31,2005-03-31,合并本期,定期报告,1543440041.35,1543440041.35,1219501023.74,1219501023.74,19444263.34,70310905.32,67677634.59,,5174706.73,,,,,,3668954.09,165000461.72,3350139.18,1900.0,708173.56,,,167644327.34,55322628.02,0.0,112321699.32,112321699.32,,,,,,,,,,,,,,,,,,,
600348,阳泉煤业,2005-08-10,2005-01-01,2005-06-30,2005-06-30,合并本期,定期报告,3266489181.69,3266489181.69,2489436114.23,2489436114.23,38327574.33,173951194.24,132220283.18,,11687080.87,,,,,,10275574.03,431142508.87,3550144.98,344820.57,1521666.83,,,433515807.59,143060216.5,0.0,290455591.09,290455591.09,,,,,,,,,,,,,,,,,,,
600348,阳泉煤业,2005-10-24,2005-01-01,2005-09-30,2005-09-30,合并本期,定期报告,5378178388.9,5378178388.9,3978146639.56,3978146639.56,62087499.26,327840702.64,361731501.27,,10966915.41,,,,,,15127160.4,652532291.16,4526929.64,353725.03,2856657.67,,,654556288.16,216003575.09,0.0,438552713.07,438552713.07,,,,,,,,,,,,,,,,,,,
600348,阳泉煤业,2006-03-11,2005-01-01,2005-12-31,2005-12-31,合并本期,定期报告,7201351264.88,7201351264.88,5577052192.45,5577052192.45,83182156.57,246454778.84,431654368.71,,11257438.75,,,4000000.0,,,15068566.86,870818896.42,6517864.42,607470.72,18610188.21,,,859334043.35,277680455.04,0.0,581653588.31,581653588.31,,,,,,,,,,,,,,,,,,,
600348,阳泉煤业,2006-04-25,2006-01-01,2006-03-31,2006-03-31,合并本期,定期报告,2048453210.09,2048453210.09,1678282439.68,1678282439.68,17615622.91,55201946.69,91663043.23,,-1412004.41,,,,,,6802555.25,213904717.24,,37666.32,1487116.47,,,212455267.09,70110238.14,0.0,142345028.95,142345028.95,,,,,,,,,,,,,,,,,,,
600348,阳泉煤业,2006-08-26,2006-01-01,2006-06-30,2006-06-30,合并本期,定期报告,4023121923.78,4023121923.78,3247374609.8,3247374609.8,34945518.15,93431201.05,222336105.09,,-1405116.98,,,,,,17651144.58,444090751.25,,270199.77,3372045.87,,,440988905.15,145526338.69,0.0,295462566.46,295462566.46,,,,,,,,,,,,,,,,,,,
600348,阳泉煤业,2006-10-26,2006-01-01,2006-09-30,2006-09-30,合并本期,定期报告,6050486353.18,6050486353.18,4938998658.1,4938998658.1,55932231.27,193676115.25,331326738.16,,-5109301.53,,,,,,39039459.11,574701371.04,,864467.77,5079343.45,,,570486495.36,99120390.43,0.0,471366104.93,472218629.35,-852524.42,,,,,,,,,,,,,,,,,,
600348,阳泉煤业,2007-04-17,2006-01-01,2006-12-31,2006-12-31,合并本期,定期报告,8490158731.27,8490158731.27,6845680757.16,6845680757.16,75223968.48,297905657.99,442488014.49,,-9932270.45,,,,,,50560127.73,889352731.33,4362522.42,1155207.13,12037124.57,,,882833336.31,185666368.9,0.0,697166967.41,697945807.48,-778840.07,,,,,,,,,,,,,,,,,,
600348,阳泉煤业,2007-04-25,2007-01-01,2007-03-31,2007-03-31,合并本期,定期报告,2497976711.74,2497976711.74,2111054681.38,2111054681.38,26358368.56,55651976.73,70231347.33,,11278830.55,,,,,,,223401507.19,,193408.67,1912537.87,,,221682377.99,72290318.85,0.0,149392059.14,147868655.61,1523403.53,,0.31,0.31,,,,,,,,,,,,,,,
600348,阳泉煤业,2007-08-02,2007-01-01,2007-06-30,2007-06-30,合并本期,定期报告,4952436584.48,4952436584.48,4150032623.21,4150032623.21,51075877.0,136680697.15,175652133.75,,-805052.48,33577895.77,,868200.0,,,,407090610.08,,678380.47,5722019.53,,,402046971.02,133147947.69,0.0,268899023.33,268768629.77,130393.56,,0.559,0.559,,,,,,,,,,,,,,,
600348,阳泉煤业,2007-10-21,2007-01-01,2007-09-30,2007-09-30,合并本期,定期报告,7529192508.09,7529192508.09,6371256084.16,6371256084.16,71692189.67,210628972.17,242756388.07,,-278984.33,33653748.27,,868200.0,,,,600352310.08,,2312430.62,5029088.48,,,597635652.22,197908924.61,0.0,399726727.61,395954008.84,3772718.77,,0.82,0.82,,,,,,,,,,,,,,,
600348,阳泉煤业,2008-04-26,2007-01-01,2007-12-31,2007-12-31,合并本期,定期报告,10269765698.4,10269765698.4,8521466593.44,8521466593.44,98897028.05,312417924.39,577563129.86,,-3322402.59,36300304.61,,868200.0,,,,727311320.65,,9159326.51,14762092.76,,,721708554.4,220382932.73,0.0,501325621.67,495588246.04,5737375.63,,1.03,1.03,,,,,,,,,,,,,,,
600348,阳泉煤业,2008-04-27,2008-01-01,2008-03-31,2008-03-31,合并本期,定期报告,3107520700.56,3107520700.56,2678153536.18,2678153536.18,32372737.84,36840752.38,93669634.4,,12137308.1,,,,,,,254346731.66,,761491.73,2604008.88,,,252504214.51,64004949.69,0.0,188499264.82,181033726.02,7465538.8,,0.38,0.38,,,,,,,,,,,,,,,
600348,阳泉煤业,2008-08-16,2008-01-01,2008-06-30,2008-06-30,合并本期,定期报告,6608406868.12,6608406868.12,5482343908.58,5482343908.58,71762328.95,153058834.64,248039281.28,,14980201.53,9238685.3,,,,,,628983627.84,,2162140.86,2613233.13,,,628532535.57,158578321.12,0.0,469954214.45,466522326.73,3431887.72,,0.97,0.97,,,,,,,,,,,,,,,
600348,阳泉煤业,2008-10-25,2008-01-01,2008-09-30,2008-09-30,合并本期,定期报告,11557418987.5,11557418987.5,9219557483.59,9219557483.59,134721533.48,316071696.03,589304117.97,,38765990.5,14486840.25,,,,,,1244511325.71,,4578210.56,20399355.83,,,1228690180.44,323153017.52,0.0,905537162.92,874396867.09,31140295.83,,0.91,0.91,,,,,,,,,,,,,,,
