机构ID,机构名称,公告日期,开始日期,截止日期,报告年度,合并类型,报表来源,一、营业总收入,其中：营业收入（元）,二、营业总成本,其中：营业成本,营业税金及附加,销售费用,管理费用,堪探费用,财务费用,资产减值损失,加：公允价值变动净收益,投资收益,其中：对联营企业和合营企业的投资收益,汇兑收益,影响营业利润的其他科目,三、营业利润,加：补贴收入,营业外收入,减：营业外支出,其中：非流动资产处置损失,加：影响利润总额的其他科目,四、利润总额,减：所得税,加：影响净利润的其他科目,五、净利润,归属于母公司所有者的净利润,少数股东损益,六、每股收益：,（一）基本每股收益,（二）稀释每股收益,七、其他综合收益,八、综合收益总额,其中：归属于母公司,其中：归属于少数股东,利息收入,已赚保费,手续费及佣金收入,利息支出,手续费及佣金支出,退保金,赔付支出净额,提取保险合同准备金净额,保单红利支出,分保费用,其中：非流动资产处置利得
818,方大化工,2005-04-27,2005-01-01,2005-03-31,2005-03-31,合并本期,定期报告,661958886.94,661958886.94,595378049.67,595378049.67,3045106.83,5196799.24,10985538.18,,30835106.27,,,-149353.5,,,273806.05,16642739.3,,,2755140.4,,,13887598.9,9259208.38,0.0,4628390.52,8834766.97,-4206376.45,,,,,,,,,,,,,,,,,,
818,方大化工,2005-08-13,2005-01-01,2005-06-30,2005-06-30,合并本期,定期报告,1386512012.08,1386512012.08,1265619477.78,1265619477.78,4866807.54,18493812.5,23033003.81,,48288968.43,,,-298707.0,,,-52329.0,25858906.02,,10000.0,10669276.82,,,15199629.2,15103849.07,0.0,95780.13,10666133.32,-10570353.19,,,,,,,,,,,,,,,,,,
818,方大化工,2005-10-26,2005-01-01,2005-09-30,2005-09-30,合并本期,定期报告,2171190242.85,2171190242.85,1966867900.55,1966867900.55,7316518.5,33391539.2,49079192.27,,77957660.31,,,-597413.99,,,-689900.72,35290117.31,,15000.0,11492688.82,,,23812428.49,19651515.68,0.0,4160912.81,16843250.59,-12682337.78,,,,,,,,,,,,,,,,,,
818,方大化工,2006-04-18,2005-01-01,2005-12-31,2005-12-31,合并本期,定期报告,2952726789.36,2952726789.36,2669440320.04,2669440320.04,13849926.58,48651388.37,71015624.68,,93177693.34,,,-597414.0,,,1062962.15,57057384.5,0.0,71000.0,11988180.68,,,45140203.82,31865195.49,0.0,13275008.33,30771495.35,-17496487.02,,,,,,,,,,,,,,,,,,
818,方大化工,2006-04-25,2006-01-01,2006-03-31,2006-03-31,合并本期,定期报告,633817667.18,633817667.18,556827547.27,556827547.27,2212200.77,8589056.36,17142849.3,,26270066.52,,,-149353.5,,,404670.68,23031264.14,,36000.0,7785883.15,,,15281380.99,8270369.45,0.0,7011011.54,9918081.85,-2907070.31,,,,,,,,,,,,,,,,,,
818,方大化工,2006-08-03,2006-01-01,2006-06-30,2006-06-30,合并本期,定期报告,1304088907.24,1304088907.24,1163309361.28,1163309361.28,4781520.44,17947700.63,32751693.72,,45223335.05,,,-500991.55,,,551303.04,40125607.61,,61065.0,14274055.55,,,25912617.06,14867958.11,0.0,11044658.95,16696680.5,-5652021.55,,,,,,,,,,,,,,,,,,
818,方大化工,2006-10-18,2006-01-01,2006-09-30,2006-09-30,合并本期,定期报告,1986459911.05,1986459911.05,1778286171.62,1778286171.62,7305513.05,29689361.55,44900341.09,,76161727.81,,,-1054913.89,,,270782.33,49332664.37,,127505.61,20513333.47,,,28946836.51,20513211.42,0.0,8433625.09,17041657.41,-8608032.32,,,,,,,,,,,,,,,,,,
818,方大化工,2007-03-29,2006-01-01,2006-12-31,2006-12-31,合并本期,定期报告,2609531599.64,2609531599.64,2310477924.89,2310477924.89,11907838.51,42460938.52,65720120.75,,102924532.88,,,-5096526.19,,,-34413877.85,36529840.05,,45176205.41,25116508.03,,,56589537.43,24052588.93,0.0,32536948.5,40605719.63,-8068771.13,,,,,,,,,,,,,,,,,,
818,方大化工,2007-04-19,2007-01-01,2007-03-31,2007-03-31,合并本期,定期报告,480628207.66,480628207.66,431287479.7,431287479.7,2443359.61,6666603.89,14469964.49,,23711335.15,,,,,,,2049464.82,,5218785.23,1182854.03,,,6085396.02,236518.39,0.0,5848877.63,5839273.55,9604.08,,0.02,0.02,,,,,,,,,,,,,,,
818,方大化工,2007-08-09,2007-01-01,2007-06-30,2007-06-30,合并本期,定期报告,1116316339.26,1116316339.26,1019022666.36,1019022666.36,3465013.09,13568665.06,31071703.16,,48109435.92,,,,,,,1078855.67,,10674785.23,2466008.51,,,9287632.39,,0.0,9287632.39,9436619.63,-148987.24,,0.028,0.028,,,,,,,,,,,,,,,
