机构ID,机构名称,公告日期,开始日期,截止日期,报告年度,合并类型,报表来源,销售商品、提供劳务收到的现金（元）,收到的税费返还,收到其他与经营活动有关的现金,经营活动现金流入小计,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产收回的现金净额,处置子公司及其他营业单位收到的现金净额,收到其他与投资活动有关的现金,投资活动现金流入小计,购建固定资产、无形资产和其他长期资产支付的现金,投资支付的现金,质押贷款净增加额,取得子公司及其他营业单位支付的现金净额,支付其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,吸收投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息支付的现金,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,四、汇率变动对现金的影响,四(2)、其他原因对现金的影响,五、现金及现金等价物净增加额,期初现金及现金等价物余额,期末现金及现金等价物余额,附注：,1、将净利润调节为经营活动现金流量：,净利润,加：资产减值准备,固定资产折旧、油气资产折耗、生产性生物资产折旧,无形资产摊销,长期待摊费用摊销,处置固定资产、无形资产和其他长期资产的损失,固定资产报废损失,公允价值变动损失,财务费用,投资损失,递延所得税资产减少,递延所得税负债增加,存货的减少,经营性应收项目的减少,经营性应付项目的增加,其他,经营活动产生的现金流量净额2,2、不涉及现金收支的重大投资和筹资活动：,债务转为资本,一年内到期的可转换公司债券,融资租入固定资产,3、现金及现金等价物净变动情况：,现金的期末余额,减：现金的期初余额,加：现金等价物的期末余额,减：现金等价物的期初余额,加：其他原因对现金的影响2,现金及现金等价物净增加额2,客户存款和同业存放款项净增加额,向中央银行借款净增加额,向其他金融机构拆入资金净增加额,收到原保险合同保费取得的现金,收到再保险业务现金净额,保户储金及投资款净增加额,处置以公允价值计量且其变动计入当期损益的金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,回购业务资金净增加额,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,支付原保险合同赔付款项的现金,支付利息、手续费及佣金的现金,支付保单红利的现金,其中：子公司吸收少数股东投资收到的现金,其中：子公司支付给少数股东的股利、利润,投资性房地产的折旧及摊销
2299,圣农发展,2009-09-21,2009-01-01,2009-06-30,2009-06-30,合并本期,招募说明书,633939264.79,,4374886.58,638314151.37,444126034.32,46599854.36,1395139.81,16615342.86,508736371.35,129577780.02,,,,,,,158824199.94,,,,,158824199.94,-158824199.94,,653000000,,,653000000.0,411000000,73711851.64,,484711851.64,168288148.36,-131.41,,139041597.03,40772388.87,179813985.9,,,81024936.76,21839.68,45518191.6,415221.72,83189.5,-220184.16,4747.84,,22177444.01,,5736.93,,-1714538.24,25989976.06,-43728781.68,,129577780.02,,,,,,179813985.9,40772388.87,,,,139041597.03,,,,,,,,,,,,,,,,,,
2299,圣农发展,2009-10-20,2009-01-01,2009-09-30,2009-09-30,合并本期,上市公告书,1011648940.48,,7227950.29,1018876890.77,708594217.61,70525243.69,1778677.53,28381973.25,809280112.08,209596778.69,,,,,,,252889233.98,,,,,252889233.98,-252889233.98,,848000000,,,848000000.0,558000000,85025654.14,,643025654.14,204974345.86,2232.1,,161684122.67,40772388.87,202456511.54,,,0.0,,0.0,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2299,圣农发展,2010-03-26,2009-01-01,2009-12-31,2009-12-31,合并本期,定期报告,1466279151.46,,7253237.8,1473532389.26,1078440262.06,99369080.85,2924951.18,35046661.61,1215780955.7,257751433.56,,,,,,,453949014.14,,,,,453949014.14,-453949014.14,809750000.0,848000000,,,1657750000.0,1002500000,93451834.77,44433153.73,1140384988.5,517365011.5,1004.54,,321168435.46,40772388.87,361940824.33,,,200387229.93,35399.72,98214607.48,830768.85,133306.48,-230945.22,47314.13,,41383347.1,,27631.41,0.0,-45658180.94,-19216042.13,-18203003.25,,257751433.56,,,,,,361940824.33,40772388.87,,,,321168435.46,,,,,,,,,,,,,,,,,,
2299,圣农发展,2010-04-27,2010-01-01,2010-03-31,2010-03-31,合并本期,定期报告,421250890.98,,3804365.38,425055256.36,354068592.19,34302210.55,695903.92,9085730.96,398152437.62,26902818.74,,,,,,,151202175.45,,,,,151202175.45,-151202175.45,,32000000,,,32000000.0,7000000,5076068.75,11000.0,12087068.75,19912931.25,-4913.54,,-104391339.0,361940824.33,257549485.33,,,0.0,,0.0,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2299,圣农发展,2010-07-17,2010-01-01,2010-06-30,2010-06-30,合并本期,定期报告,858851462.67,,4408571.07,863260033.74,757755152.84,69718863.67,1974049.82,21945619.7,851393686.03,11866347.71,,,,,,,350896695.06,,,,,350896695.06,-350896695.06,,712000000,,,712000000.0,138000000,85333417.5,361000.0,223694417.5,488305582.5,-4980.43,,149270254.72,361940824.33,511211079.05,,,69446677.38,38845.33,60283326.89,576513.61,88784.97,-247.22,13995.51,0.0,11955651.25,,1485.52,0.0,-14397128.04,-55387224.82,-60754332.67,,11866347.71,,,,,,511211079.05,361940824.33,,,,149270254.72,,,,,,,,,,,,,,,,,,
2299,圣农发展,2010-10-20,2010-01-01,2010-09-30,2010-09-30,合并本期,定期报告,1362396173.65,,7954273.85,1370350447.5,1130632937.17,106438906.83,2950739.88,34730926.91,1274753510.79,95596936.71,,,,,,,550900553.22,,,,,550900553.22,-550900553.22,,962000000,,,962000000.0,268000000,98576072.0,361000.0,366937072.0,595062928.0,-4948.44,,139754363.05,361940824.33,501695187.38,,,0.0,,0.0,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2299,圣农发展,2011-01-25,2010-01-01,2010-12-31,2010-12-31,合并本期,定期报告,2036969327.75,0.0,15938965.93,2052908293.68,1572269446.64,150164244.21,4406520.48,51145433.22,1777985644.55,274922649.13,,0.0,3657827.74,,,3657827.74,838357207.17,0.0,,,,838357207.17,-834699379.43,0.0,1310800000,,0.0,1310800000.0,480000000,111596491.25,1861000.0,593457491.25,717342508.75,-4956.57,,157560821.88,361940824.33,519501646.21,,,278081246.09,218357.28,134860239.65,1279714.13,144687.93,2301192.89,18300.29,,39704536.34,,-528172.64,,-112894193.74,-59730876.62,-8532382.47,,274922649.13,,,,,,519501646.21,361940824.33,,,,157560821.88,,,,,,,,,,,,,,,,,,
2299,圣农发展,2011-04-13,2011-01-01,2011-03-31,2011-03-31,合并本期,定期报告,534842616.55,0.0,2985735.1,537828351.65,452453811.08,44183226.35,1106370.29,12001440.68,509744848.4,28083503.25,,0.0,31500.0,,0.0,31500.0,222543584.17,0.0,,,0.0,222543584.17,-222512084.17,0.0,278000000,,0.0,278000000.0,30000000,115651827.6,283887.34,145935714.94,132064285.06,15.63,,-62364280.23,519501646.21,457137365.98,,,0.0,,0.0,,,,,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2299,圣农发展,2011-07-19,2011-01-01,2011-06-30,2011-06-30,合并本期,定期报告,1229751444.51,,7703957.64,1237455402.15,1009607851.66,94663268.28,3125050.65,25854504.29,1133250674.88,104204727.27,,,39300.0,,0.0,39300.0,613961132.44,,,,1393186.98,615354319.42,-615315019.42,1499850000.0,576800000,,0.0,2076650000.0,388000000,130636754.23,26405900.0,545042654.23,1531607345.77,49353.53,,1020546407.15,519501646.21,1540048053.36,,,127338574.96,137087.93,79958703.98,727738.74,98586.29,-40.84,11139.53,0.0,35801803.5,0.0,26924.87,0.0,-97518315.84,-48422905.56,6045429.71,0.0,104204727.27,,,,,,1540048053.36,519501646.21,,,,1020546407.15,,,,,,,,,,,,,,,,,,
2299,圣农发展,2011-10-18,2011-01-01,2011-09-30,2011-09-30,合并本期,定期报告,2091924142.44,0.0,19281124.26,2111205266.7,1533706097.98,151500492.16,9577026.09,47904577.1,1742688193.33,368517073.37,,0.0,39300.0,,0.0,39300.0,932838942.4,0.0,,,0.0,932838942.4,-932799642.4,1597757357.01,626800000,,90500.14,2224647857.15,922000000,137585809.85,26905900.0,1086491709.85,1138156147.3,-1732704.21,,572140874.06,519501646.21,1091642520.27,,,0.0,,0.0,,,,,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
