机构ID,机构名称,公告日期,开始日期,截止日期,报告年度,合并类型,报表来源,销售商品、提供劳务收到的现金（元）,收到的税费返还,收到其他与经营活动有关的现金,经营活动现金流入小计,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产收回的现金净额,处置子公司及其他营业单位收到的现金净额,收到其他与投资活动有关的现金,投资活动现金流入小计,购建固定资产、无形资产和其他长期资产支付的现金,投资支付的现金,质押贷款净增加额,取得子公司及其他营业单位支付的现金净额,支付其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,吸收投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息支付的现金,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,四、汇率变动对现金的影响,四(2)、其他原因对现金的影响,五、现金及现金等价物净增加额,期初现金及现金等价物余额,期末现金及现金等价物余额,附注：,1、将净利润调节为经营活动现金流量：,净利润,加：资产减值准备,固定资产折旧、油气资产折耗、生产性生物资产折旧,无形资产摊销,长期待摊费用摊销,处置固定资产、无形资产和其他长期资产的损失,固定资产报废损失,公允价值变动损失,财务费用,投资损失,递延所得税资产减少,递延所得税负债增加,存货的减少,经营性应收项目的减少,经营性应付项目的增加,其他,经营活动产生的现金流量净额2,2、不涉及现金收支的重大投资和筹资活动：,债务转为资本,一年内到期的可转换公司债券,融资租入固定资产,3、现金及现金等价物净变动情况：,现金的期末余额,减：现金的期初余额,加：现金等价物的期末余额,减：现金等价物的期初余额,加：其他原因对现金的影响2,现金及现金等价物净增加额2,客户存款和同业存放款项净增加额,向中央银行借款净增加额,向其他金融机构拆入资金净增加额,收到原保险合同保费取得的现金,收到再保险业务现金净额,保户储金及投资款净增加额,处置以公允价值计量且其变动计入当期损益的金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,回购业务资金净增加额,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,支付原保险合同赔付款项的现金,支付利息、手续费及佣金的现金,支付保单红利的现金,其中：子公司吸收少数股东投资收到的现金,其中：子公司支付给少数股东的股利、利润,投资性房地产的折旧及摊销
600135,乐凯胶片,2005-04-26,2005-01-01,2005-03-31,2005-03-31,合并本期,定期报告,140539512.27,772320.97,1181779.53,142493612.77,137878074.37,11861728.59,6647857.42,20742129.22,177129789.6,-34636176.83,69572500.0,427500.0,1713612.33,,0.0,71713612.33,17862387.9,39784950.0,,,0.0,57647337.9,14066274.43,,,,0.0,,,,0.0,,,99.99,,-20569802.41,214159080.03,193589277.62,,,5201712.2,,10486825.78,,,-32195.09,,,,427500.0,,,-30873972.6,-33456637.08,10453033.86,3157556.1,-34636176.83,,,,0.0,,193589277.62,214159080.03,,,0.0,-20569802.41,,,,,,,,,,,,,,,,,,
600135,乐凯胶片,2005-07-28,2005-01-01,2005-06-30,2005-06-30,合并本期,定期报告,343822077.72,1266700.34,2950500.37,348039278.43,270741707.39,24880111.92,9534311.61,31399252.86,336555383.78,11483894.65,109357450.0,2294386.11,1785910.85,,0.0,113437746.96,40528407.44,39784950.0,,,0.0,80313357.44,33124389.52,,,,0.0,,,72559464.71,0.0,72559464.71,-72559464.71,99.94,,-27951080.6,214159080.03,186207999.43,,,17689246.9,336339.53,21298548.1,,,-59785.22,24361.22,,,-1266886.11,,,-19954199.95,-21116940.47,14970594.33,-437383.68,11483894.65,,,,0.0,,186207999.43,214159080.03,,,0.0,-27951080.6,,,,,,,,,,,,,,,,,,
600135,乐凯胶片,2005-10-25,2005-01-01,2005-09-30,2005-09-30,合并本期,定期报告,516574976.71,1266700.34,4202579.12,522044256.17,396466511.45,38214181.73,20669229.99,42553430.87,497903354.04,24140902.13,188362500.0,3567113.89,1876378.14,,,193805992.03,59550753.77,39784950.0,,,,99335703.77,94470288.26,,,,,,,75240000.0,,75240000.0,-75240000.0,-204599.04,,43166591.35,214159080.03,257325671.38,,,23423567.93,-118154.77,31943083.9,,,-18769.89,94261.98,,,-3567113.89,,,-19656052.96,-25064136.35,15825570.18,1278646.0,24140902.13,,,,0.0,,257325671.38,214159080.03,,,0.0,43166591.35,,,,,,,,,,,,,,,,,,
600135,乐凯胶片,2006-03-30,2005-01-01,2005-12-31,2005-12-31,合并本期,定期报告,702327860.23,4122676.05,4135135.06,710585671.34,558407244.55,52013721.59,30865117.97,48200841.72,689486925.83,21098745.51,188362500.0,3567113.89,2140407.78,,0.0,194070021.67,79271196.14,39784950.0,,,0.0,119056146.14,75013875.53,,,,0.0,,,75240000.0,0.0,75240000.0,-75240000.0,-217494.52,,20655126.52,214093562.41,234748688.93,,,22277616.13,3218181.6,42313759.15,,,131614.86,-265882.46,,,-3426361.93,,,-62487603.98,-654530.09,34317712.42,-14325760.19,21098745.51,,,,0.0,,234748688.93,214093562.41,,,0.0,20655126.52,,,,,,,,,,,,,,,,,,
600135,乐凯胶片,2006-04-22,2006-01-01,2006-03-31,2006-03-31,合并本期,定期报告,165986954.3,0.0,1256489.11,167243443.41,147519816.24,14457377.12,3662605.95,8561063.34,174200862.65,-6957419.24,,,1621564.6,,0.0,1621564.6,19851314.41,,,,0.0,19851314.41,-18229749.81,,,,0.0,,,,0.0,,,-77.12,,-25187246.17,234748688.93,209561442.76,,,3098935.31,359215.84,10782627.3,,,-20046.0,569309.03,,,0.0,,,2752146.14,-2559300.87,-24268809.78,2328503.79,-6957419.24,,,,0.0,,209561442.76,234748688.93,,,0.0,-25187246.17,,,,,,,,,,,,,,,,,,
600135,乐凯胶片,2006-08-18,2006-01-01,2006-06-30,2006-06-30,合并本期,定期报告,437339074.78,27749.94,2329322.01,439696146.73,297931281.65,28261816.43,14201379.65,17066310.85,357460788.58,82235358.15,,539160.68,1760217.12,,0.0,2299377.8,24406471.57,,,,0.0,24406471.57,-22107093.77,,,,0.0,,,,67792.0,67792.0,-67792.0,842057.07,,60902529.45,234748688.93,295651218.38,,,16145580.37,162429.54,21986996.99,,,-17703.65,582079.51,,,-539160.68,,,50287115.93,-14975110.87,-2697362.31,11300493.32,82235358.15,,,,,,295651218.38,234748688.93,,,0.0,60902529.45,,,,,,,,,,,,,,,,,,
600135,乐凯胶片,2006-10-20,2006-01-01,2006-09-30,2006-09-30,合并本期,定期报告,703154463.81,1244031.71,5368533.56,709767029.08,533075921.74,42035622.32,20743253.63,26562022.74,622416820.43,87350208.65,,1664809.68,1805918.6,,0.0,3470728.28,30411007.4,20000000.0,,,0.0,50411007.4,-46940279.12,,,,0.0,,,,67792.0,67792.0,-67792.0,459844.38,,40801981.91,234748688.93,275550670.84,,,25361100.03,-1469844.81,35330828.22,26947.86,,-124289.26,698158.14,,,-1664809.68,,,29194248.32,-48808769.21,33835451.68,14971187.36,87350208.65,,,,,,275550670.84,234748688.93,,,0.0,40801981.91,,,,,,,,,,,,,,,,,,
600135,乐凯胶片,2007-03-16,2006-01-01,2006-12-31,2006-12-31,合并本期,定期报告,964365040.56,1244031.71,6256970.2,971866042.47,794199507.46,63579388.65,24037148.31,44584440.05,926400484.47,45465558.0,64016038.64,2178322.4,2087820.23,,,68282181.27,35368170.87,140583658.64,,,,175951829.51,-107669648.24,,,,,,,291095.64,,291095.64,-291095.64,229836.56,,-62265349.32,234748688.93,172483339.61,,,28177815.34,3209060.35,42021093.45,66529.05,,564149.21,,,,-2419180.34,,,-77980006.7,18875617.78,19302030.34,13648449.52,45465558.0,,,,,,172483339.61,234748688.93,,,0.0,-62265349.32,,,,,,,,,,,,,,,,,,
600135,乐凯胶片,2007-04-26,2007-01-01,2007-03-31,2007-03-31,合并本期,定期报告,294541388.38,,1778144.14,296319532.52,313628103.87,12723526.11,13493429.64,8314657.99,348159717.61,-51840185.09,16567620.0,435488.84,43076.92,,,17046185.76,9900495.98,36473403.0,,,,46373898.98,-29327713.22,,,,,,,,,,,-524718.2,,-81692616.51,172483339.61,90790723.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600135,乐凯胶片,2007-07-26,2007-01-01,2007-06-30,2007-06-30,合并本期,定期报告,500577248.9,8707382.95,3643405.04,512928036.89,471617919.91,27467816.32,21796748.9,22765600.46,543648085.59,-30720048.7,34533423.0,44037060.78,32000.0,,17590.1,78620073.88,18118775.43,36473403.0,,,37521.0,54629699.43,23990374.45,,1946991.73,,,1946991.73,1946991.73,287877.42,,2234869.15,-287877.42,-328707.75,,-7346259.42,172483339.61,165137080.19,,,56322858.04,940715.66,28360110.61,129695.72,,-100074.36,11294.7,,,-44037060.78,,0.0,-23443071.27,-3060060.83,-45844456.19,,-30720048.7,,,,,,165137080.19,172483339.61,,,,-7346259.42,,,,,,,,,,,,,,,,,,
