机构ID,机构名称,公告日期,开始日期,截止日期,报告年度,合并类型,报表来源,销售商品、提供劳务收到的现金（元）,收到的税费返还,收到其他与经营活动有关的现金,经营活动现金流入小计,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产收回的现金净额,处置子公司及其他营业单位收到的现金净额,收到其他与投资活动有关的现金,投资活动现金流入小计,购建固定资产、无形资产和其他长期资产支付的现金,投资支付的现金,质押贷款净增加额,取得子公司及其他营业单位支付的现金净额,支付其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,吸收投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息支付的现金,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,四、汇率变动对现金的影响,四(2)、其他原因对现金的影响,五、现金及现金等价物净增加额,期初现金及现金等价物余额,期末现金及现金等价物余额,附注：,1、将净利润调节为经营活动现金流量：,净利润,加：资产减值准备,固定资产折旧、油气资产折耗、生产性生物资产折旧,无形资产摊销,长期待摊费用摊销,处置固定资产、无形资产和其他长期资产的损失,固定资产报废损失,公允价值变动损失,财务费用,投资损失,递延所得税资产减少,递延所得税负债增加,存货的减少,经营性应收项目的减少,经营性应付项目的增加,其他,经营活动产生的现金流量净额2,2、不涉及现金收支的重大投资和筹资活动：,债务转为资本,一年内到期的可转换公司债券,融资租入固定资产,3、现金及现金等价物净变动情况：,现金的期末余额,减：现金的期初余额,加：现金等价物的期末余额,减：现金等价物的期初余额,加：其他原因对现金的影响2,现金及现金等价物净增加额2,客户存款和同业存放款项净增加额,向中央银行借款净增加额,向其他金融机构拆入资金净增加额,收到原保险合同保费取得的现金,收到再保险业务现金净额,保户储金及投资款净增加额,处置以公允价值计量且其变动计入当期损益的金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,回购业务资金净增加额,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,支付原保险合同赔付款项的现金,支付利息、手续费及佣金的现金,支付保单红利的现金,其中：子公司吸收少数股东投资收到的现金,其中：子公司支付给少数股东的股利、利润,投资性房地产的折旧及摊销
600867,通化东宝,2005-04-29,2005-01-01,2005-03-31,2005-03-31,合并本期,定期报告,46485676.74,0.0,123380.55,46609057.29,10353782.33,7741504.23,7284291.21,19255542.63,44635120.4,1973936.89,,,,,0.0,,6119852.39,,,,0.0,6119852.39,-6119852.39,,,,0.0,,900000.0,2977272.32,0.0,3877272.32,-3877272.32,,,-8023187.82,14298904.94,6275717.12,,,5331171.6,,8694815.5,2510583.86,,,,,3020529.89,27484.6,,,-4221432.32,-3650594.44,-9738621.8,0.0,1973936.89,,,,0.0,,6275717.12,14298904.94,,,0.0,-8023187.82,,,,,,,,,,,,,,,,,,
600867,通化东宝,2005-08-18,2005-01-01,2005-06-30,2005-06-30,合并本期,定期报告,146070417.51,0.0,370989.0,146441406.51,44170415.95,16292465.31,18167270.15,42667925.07,121298076.48,25143330.03,,,,,0.0,,61061371.96,,,,0.0,61061371.96,-61061371.96,,50000000.0,,0.0,50000000.0,1200000.0,10879943.54,0.0,12079943.54,37920056.46,,,2002014.53,14298904.94,16300919.47,,,17085547.71,-1184648.42,23271853.44,1979576.33,,,,,6276462.94,-292076.1,,,-9761365.34,10747096.12,-22979116.65,0.0,25143330.03,,,,0.0,,16300919.47,14298904.94,,,0.0,2002014.53,,,,,,,,,,,,,,,,,,
600867,通化东宝,2005-10-26,2005-01-01,2005-09-30,2005-09-30,合并本期,定期报告,221698866.78,0.0,117840.89,221816707.67,84492017.92,26047479.21,24247045.17,70309433.29,205095975.59,16720732.08,,,,,0.0,,72291651.37,,,,0.0,72291651.37,-72291651.37,,50000000.0,,28800000.0,78800000.0,3200000.0,17070123.03,0.0,20270123.03,58529876.97,,,2958957.68,14298904.94,17257862.62,,,19796254.12,-1184648.42,36595530.67,2683842.05,,,,,11528960.96,51170.93,,,-22469901.85,-46065991.98,15785515.6,0.0,16720732.08,,,,0.0,,17257862.62,14298904.94,,,0.0,2958957.68,,,,,,,,,,,,,,,,,,
600867,通化东宝,2006-04-13,2005-01-01,2005-12-31,2005-12-31,合并本期,定期报告,349699636.78,0.0,14316223.34,364015860.12,129642596.05,38243859.34,29852877.87,74048211.62,271787544.88,92228315.24,,,10000.0,,0.0,10000.0,119381321.92,,,,0.0,119381321.92,-119371321.92,1000000.0,210550000.0,,43320000.0,254870000.0,195500000.0,18187020.84,0.0,213687020.84,41182979.16,,,14039972.48,14298904.94,28338877.42,,,17986994.99,-2373033.63,53797325.68,4147294.48,,-170427.89,,,16203689.82,803782.58,,,819695.12,1961599.63,-948605.54,0.0,92228315.24,,,,0.0,,28338877.42,14298904.94,,,0.0,14039972.48,,,,,,,,,,,,,,,,,,
600867,通化东宝,2006-04-25,2006-01-01,2006-03-31,2006-03-31,合并本期,定期报告,62449773.79,0.0,4262160.21,66711934.0,18220138.84,9135919.31,13241435.71,13290116.22,53887610.08,12824323.92,,,,,0.0,,44184492.05,,,,0.0,44184492.05,-44184492.05,,87250000.0,,0.0,87250000.0,20000000.0,6160151.59,0.0,26160151.59,61089848.41,,,29729680.28,28338877.42,58068557.7,,,6543693.28,,11638452.24,878989.83,,,,,3813909.27,389308.89,,,-1314198.69,-8083141.79,-1042689.11,0.0,12824323.92,,,,0.0,,58068557.7,28338877.42,,,0.0,29729680.28,,,,,,,,,,,,,,,,,,
600867,通化东宝,2006-08-22,2006-01-01,2006-06-30,2006-06-30,合并本期,定期报告,161671481.35,0.0,58674286.28,220345767.63,67849273.08,19568436.95,25328968.56,30937586.77,143684265.36,76661502.27,,,,,0.0,,112302303.38,,,,0.0,112302303.38,-112302303.38,,168250000.0,,0.0,168250000.0,121000000.0,12566866.48,0.0,133566866.48,34683133.52,,,-957667.59,28338877.42,27381209.83,,,31810900.61,,26072564.41,4005056.47,,,,,7285905.66,-1135554.62,,,-4038270.6,7063228.79,5597671.55,0.0,76661502.27,,,,,,27381209.83,28338877.42,,,0.0,-957667.59,,,,,,,,,,,,,,,,,,
600867,通化东宝,2006-10-25,2006-01-01,2006-09-30,2006-09-30,合并本期,定期报告,253719409.71,0.0,60316279.46,314035689.17,111911217.0,29164332.64,38880653.16,54751918.38,234708121.18,79327567.99,,,,,0.0,,165339866.98,,,,0.0,165339866.98,-165339866.98,,244328150.0,,0.0,244328150.0,165500000.0,18659765.16,0.0,184159765.16,60168384.84,,,-25843914.15,28338877.42,2494963.27,,,48453509.99,,39010960.1,7016618.06,,,,,10987911.58,-1135554.62,,,-9322525.54,-14535382.06,-1147969.52,0.0,79327567.99,,,,,,2494963.27,28338877.42,,,0.0,-25843914.15,,,,,,,,,,,,,,,,,,
600867,通化东宝,2007-04-13,2006-01-01,2006-12-31,2006-12-31,合并本期,定期报告,377622059.54,,63708350.06,441330409.6,123541640.85,40944202.13,48242915.94,70600405.29,283329164.21,158001245.39,,,,,,,286901132.68,9679970.0,,,,296581102.68,-296581102.68,,593078150.0,,2200000.0,595278150.0,458350000.0,16036663.32,1725371.85,476112035.17,119166114.83,,,-19413742.46,28338877.42,8925134.96,,,13273130.59,-27681873.29,53320953.81,10639293.81,,-126498.22,,,16036663.32,24495608.78,,,-311115.13,100697414.88,-32342333.16,0.0,158001245.39,,,,,,8925134.96,28338877.42,,,0.0,-19413742.46,,,,,,,,,,,,,,,,,,
600867,通化东宝,2007-04-19,2007-01-01,2007-03-31,2007-03-31,合并本期,定期报告,95667588.42,,3593547.31,99261135.73,29327783.55,10850702.21,15757427.54,24115546.07,80051459.37,19209676.36,,,,,,,51560103.72,,,,,51560103.72,-51560103.72,,40000000.0,,,40000000.0,6000000.0,3403793.12,,9403793.12,30596206.88,,,-1754220.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600867,通化东宝,2007-08-21,2007-01-01,2007-06-30,2007-06-30,合并本期,定期报告,207177676.25,,5458175.37,212635851.62,71496774.57,21196614.64,27300510.6,52751356.31,172745256.12,39890595.5,84787493.52,,,,,84787493.52,111502694.67,,,,,111502694.67,-26715201.15,,53000000.0,,,53000000.0,38950000.0,15000381.99,,53950381.99,-950381.99,,,12225012.36,,,,,46711322.86,,26086540.45,5957078.09,,,,,8117638.11,-51705513.99,-98519.26,0.0,-19169086.18,-26160354.41,50151489.83,,39890595.5,,,,,,21150147.32,8925134.96,,,,12225012.36,,,,,,,,,,,,,,,,,,
