机构ID,机构名称,公告日期,截止日期,报告年度,合并类型,报表来源,货币资金（元）,以公允价值计量且其变动计入当期损益的金融资产,应收票据,应收账款,预付款项,其他应收款,应收关联公司款,应收利息,应收股利,存货,其中：消耗性生物资产,一年内到期的非流动资产,其他流动资产,流动资产合计,可供出售金融资产,持有至到期投资,长期应收款,长期股权投资,投资性房地产,固定资产,在建工程,工程物资,固定资产清理,生产性生物资产,油气资产,无形资产,开发支出,商誉,长期待摊费用,递延所得税资产,其他非流动资产,非流动资产合计,资产总计,短期借款,以公允价值计量且其变动计入当期损益的金融负债,应付票据,应付账款,预收款项,应付职工薪酬,应交税费,应付利息,应付股利,其他应付款,应付关联公司款,一年内到期的非流动负债,其他流动负债,流动负债合计,长期借款,应付债券,长期应付款,专项应付款,预计负债,递延所得税负债,其他非流动负债,非流动负债合计,负债合计,实收资本（或股本）,资本公积,盈余公积,专项储备,减：库存股,一般风险准备,未分配利润,归属于母公司所有者权益,少数股东权益,外币报表折算价差,非正常经营项目收益调整,所有者权益（或股东权益）合计,负债和所有者（或股东权益）合计,其他综合收益,递延收益-非流动负债,结算备付金,拆出资金,发放贷款及垫款-流动资产,衍生金融资产,应收保费,应收分保账款,应收分保合同准备金,买入返售金融资产,划分为持有待售的资产,发放贷款及垫款-非流动资产,向中央银行借款,吸收存款及同业存放,拆入资金,衍生金融负债,卖出回购金融资产款,应付手续费及佣金,应付分保账款,保险合同准备金,代理买卖证券款,代理承销证券款,划分为持有待售的负债,预计负债-流动负债,递延收益-流动负债,其中：优先股-非流动负债,永续债-非流动负债,长期应付职工薪酬,其他权益工具,其中：优先股-所有者权益,永续债-所有者权益
600170,上海建工,2005-04-28,2005-03-31,2005-03-31,合并本期,定期报告,1780588224.0,0.0,,1298512709.0,100627002.0,107019134.0,,,,1935003516.0,,,51696.0,5221802281.0,,,,165737208.0,,2687525652.0,7862586.0,,,,,76182424.0,,,1886724.0,,1138859213.0,4078053807.0,9299856088.0,30000000.0,,,1040581031.0,2931214129.0,75944281.0,32344749.0,,,277095442.0,,122182400.0,11999301.0,4521361333.0,1200000000.0,,11570000.0,3094985.0,,,0.0,1214664985.0,5736026318.0,719298000,1496298653.0,287850674.0,,,,653880324.0,3157327651.0,406502119.0,,0.0,3563829770.0,9299856088.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600170,上海建工,2005-08-22,2005-06-30,2005-06-30,合并本期,定期报告,2245744110.0,0.0,,1342925518.0,36457760.0,133894986.0,,,,297195322.0,,,1887468788.0,5943686484.0,,,,168942900.0,,2692413571.0,3513673.0,,,,,74553941.0,,,1685738.0,,1058473373.0,3999583196.0,9943269680.0,30000000.0,,,1258568214.0,109058950.0,71784368.0,47793509.0,,125877150.0,307528009.0,,61884800.0,3183425399.0,5195920399.0,1200000000.0,,11570000.0,3094985.0,,,0.0,1214664985.0,6410585384.0,719298000,1496298653.0,287850674.0,,,,621505247.0,3124952574.0,407731722.0,,0.0,3532684296.0,9943269680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600170,上海建工,2005-10-21,2005-09-30,2005-09-30,合并本期,定期报告,2475349895.0,0.0,,1393226423.0,53695577.0,136009777.0,,,,2437043459.0,,,129729.0,6495454860.0,,,,176142900.0,,2666858609.0,3883565.0,,26109.0,,,73137273.0,,,1590184.0,,1183005246.0,4104643886.0,10600098746.0,30000000.0,,,1484610960.0,3744406857.0,72195774.0,49281471.0,,,324573905.0,,73597800.0,248400.0,5778915167.0,1200000000.0,,11570000.0,3294985.0,,,0.0,1214864985.0,6993780152.0,719298000,1496298653.0,287850674.0,,,,694203996.0,3197651323.0,408667271.0,,0.0,3606318594.0,10600098746.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600170,上海建工,2006-03-26,2005-12-31,2005-12-31,合并本期,定期报告,3126316018.0,0.0,1740000.0,1697672275.0,34751488.0,195856705.0,,,,2190095306.0,,129248500.0,21779.0,7375702071.0,,,,174857513.0,,2647404909.0,2385977.0,,,,,71667232.0,,,1914468.0,,1129480386.0,4027710485.0,11403412556.0,,,,1762710842.0,4252243788.0,73859384.0,103986823.0,,,356958112.0,,122123000.0,29400.0,6671911349.0,1080000000.0,,11570000.0,1764985.0,,,0.0,1093334985.0,7765246334.0,719298000,1496298653.0,334071112.0,,,,676233295.0,3225901060.0,412265162.0,,0.0,3638166222.0,11403412556.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600170,上海建工,2006-04-26,2006-03-31,2006-03-31,合并本期,定期报告,2944152696.0,0.0,100000.0,1384463262.0,73112237.0,219930001.0,,,,2494632079.0,,129248500.0,133434.0,7245772209.0,,,,174857513.0,,2626893044.0,2066585.0,,,,,70514039.0,,,2060926.0,,1196081070.0,4072473177.0,11318245386.0,30000000.0,,,1970175882.0,3920037756.0,77521533.0,44354095.0,,,371991257.0,,122123000.0,7357400.0,6543560923.0,1080000000.0,,11570000.0,1784985.0,,,0.0,1093354985.0,7636915908.0,719298000,1496298653.0,334071112.0,,,,718123031.0,3267790796.0,413538682.0,,0.0,3681329478.0,11318245386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600170,上海建工,2006-08-23,2006-06-30,2006-06-30,合并本期,定期报告,3651668223.0,0.0,1641872.0,1635924685.0,110169557.0,246592929.0,,,,2361880375.0,,,76215.0,8007953856.0,,,,174850072.0,,2603517674.0,3489101.0,,,,,69108423.0,,,1670833.0,,1194483089.0,4047119192.0,12055073048.0,30000000.0,,,2076902536.0,4447396916.0,74893807.0,30825012.0,,125877150.0,437618767.0,,61827200.0,7757400.0,7293098788.0,1080000000.0,,11570000.0,1784985.0,,,0.0,1093354985.0,8386453773.0,719298000,1496298653.0,334071112.0,,,,700021590.0,3249689355.0,418929920.0,,0.0,3668619275.0,12055073048.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600170,上海建工,2006-10-27,2006-09-30,2006-09-30,合并本期,定期报告,3938571933.0,0.0,2587872.0,1703690467.0,96120015.0,289992656.0,,,,2507333084.0,,,414700.0,8538710727.0,,,,167812133.0,,2577199730.0,3781288.0,,,,,67660238.0,,,2243584.0,,1223094111.0,4041791084.0,12580501811.0,30000000.0,,,2293708950.0,4624521778.0,73327664.0,61815875.0,,416875.0,598865424.0,,69269200.0,829400.0,7752755166.0,1080000000.0,,11570000.0,1784985.0,,,0.0,1093354985.0,8846110151.0,719298000,1496298653.0,334071112.0,,,,759942614.0,3309610379.0,424781281.0,,0.0,3734391660.0,12580501811.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600170,上海建工,2007-03-24,2006-12-31,2006-12-31,合并本期,定期报告,5022509630.0,,5938845.0,1809323000.0,153527854.0,255194913.0,,,,2302253484.0,,129248500.0,21132.0,9678017358.0,,,,171882584.0,,2971573716.0,1758686.0,,,,,65920074.0,,,2016335.0,725671793.0,70143623.0,4008966811.0,13686984169.0,,,,2584738935.0,5162911776.0,30762450.0,157648432.0,,,860082472.0,,122157800.0,7328000.0,8925629865.0,960000000.0,,11570000.0,1402985.0,,,,972972985.0,9898602850.0,719298000,1500541674.0,359421144.0,,,,778506440.0,3357767258.0,430614061.0,,0.0,3788381319.0,13686984169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600170,上海建工,2007-04-26,2007-03-31,2007-03-31,合并本期,定期报告,4907225180.0,,11828694.0,1397870919.0,174652121.0,311529449.0,,,,241002029.0,,129248500.0,2049039066.0,9222395958.0,28455514.0,,678818015.0,162381769.0,296478904.0,2699677767.0,2553497.0,,,,,76921990.0,,,485679.0,38143126.0,,3983916261.0,13206312219.0,30000000.0,,,2243388730.0,41961341.0,19787982.0,48677739.0,,,740788445.0,,125885800.0,5088734621.0,8339224658.0,960000000.0,,11570000.0,1446985.0,,,,973016985.0,9312241643.0,719298000,1519496373.0,359421144.0,,,,866195608.0,3464411125.0,429659451.0,,,3894070576.0,13206312219.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600170,上海建工,2007-08-24,2007-06-30,2007-06-30,合并本期,定期报告,5154568470.0,,5465842.0,1683822184.0,172503591.0,486489001.0,,,,2608590889.0,,,,10111439977.0,10892681.0,,678812732.0,205075632.0,294678498.0,2693638000.0,2682412.0,,,,,75354283.0,,,367689.0,38143126.0,,3999645053.0,14111085030.0,30000000.0,0.0,,8182823633.0,43476758.0,18577344.0,69166177.0,,107894700.0,718141296.0,,61878600.0,,9231958508.0,960000000.0,,11570000.0,1458985.0,,897350.0,,973926335.0,10205884843.0,719298000,1505488056.0,359421144.0,,,,890503428.0,3474710628.0,430489559.0,,,3905200187.0,14111085030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
