机构ID,机构名称,公告日期,截止日期,报告年度,合并类型,报表来源,货币资金（元）,以公允价值计量且其变动计入当期损益的金融资产,应收票据,应收账款,预付款项,其他应收款,应收关联公司款,应收利息,应收股利,存货,其中：消耗性生物资产,一年内到期的非流动资产,其他流动资产,流动资产合计,可供出售金融资产,持有至到期投资,长期应收款,长期股权投资,投资性房地产,固定资产,在建工程,工程物资,固定资产清理,生产性生物资产,油气资产,无形资产,开发支出,商誉,长期待摊费用,递延所得税资产,其他非流动资产,非流动资产合计,资产总计,短期借款,以公允价值计量且其变动计入当期损益的金融负债,应付票据,应付账款,预收款项,应付职工薪酬,应交税费,应付利息,应付股利,其他应付款,应付关联公司款,一年内到期的非流动负债,其他流动负债,流动负债合计,长期借款,应付债券,长期应付款,专项应付款,预计负债,递延所得税负债,其他非流动负债,非流动负债合计,负债合计,实收资本（或股本）,资本公积,盈余公积,专项储备,减：库存股,一般风险准备,未分配利润,归属于母公司所有者权益,少数股东权益,外币报表折算价差,非正常经营项目收益调整,所有者权益（或股东权益）合计,负债和所有者（或股东权益）合计,其他综合收益,递延收益-非流动负债,结算备付金,拆出资金,发放贷款及垫款-流动资产,衍生金融资产,应收保费,应收分保账款,应收分保合同准备金,买入返售金融资产,划分为持有待售的资产,发放贷款及垫款-非流动资产,向中央银行借款,吸收存款及同业存放,拆入资金,衍生金融负债,卖出回购金融资产款,应付手续费及佣金,应付分保账款,保险合同准备金,代理买卖证券款,代理承销证券款,划分为持有待售的负债,预计负债-流动负债,递延收益-流动负债,其中：优先股-非流动负债,永续债-非流动负债,长期应付职工薪酬,其他权益工具,其中：优先股-所有者权益,永续债-所有者权益
600359,新农开发,2005-04-30,2005-03-31,2005-03-31,合并本期,定期报告,299530294.05,0.0,19273275.63,193922403.27,59941231.26,147819283.39,,,,475040375.86,,,250390.99,1195777254.45,,,,70453634.22,,566598269.06,46294356.7,,844474.19,,,1746785.51,,,313930856.62,,0.0,999868376.3,2195645630.75,221000000,,,106155843.62,125960497.65,25657337.15,9630586.59,,,419534765.97,,16000000.0,4335111.95,928274142.93,,,,,,,0.0,0.0,928274142.93,321000000,597979028.94,72247159.32,,,,190542535.81,1181768724.07,85602763.75,,0.0,1267371487.82,2195645630.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600359,新农开发,2005-07-28,2005-06-30,2005-06-30,合并本期,定期报告,186193322.87,0.0,24526920.93,122730148.82,36458557.37,227811462.48,,,,533934810.69,,,38757.46,1131693980.62,,,,70847907.61,,544543955.96,53193347.2,,1242823.59,,,1729538.02,,,301984084.91,,0.0,973541657.29,2105235637.91,210000000,,,107040077.92,142163342.16,28323205.66,8202178.45,,,330443312.33,,,787771.04,826959887.56,,,,,,,0.0,0.0,826959887.56,321000000,597979028.94,72247159.32,,,,195961150.72,1187187338.98,91088411.37,,0.0,1278275750.35,2105235637.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600359,新农开发,2005-10-28,2005-09-30,2005-09-30,合并本期,定期报告,172596704.37,0.0,8270100.0,85744049.07,38046711.45,281503051.83,,,,545268558.57,,,533533.49,1131962708.78,,,,72584304.58,,538326496.32,50203776.04,,,,,1707998.53,,,305709507.99,,0.0,968532083.46,2100494792.24,278000000,,,83904323.3,146978295.46,23875019.69,7769840.3,,40800000.0,310558277.57,,,1165196.89,893050953.21,,,,,,,0.0,0.0,893050953.21,321000000,597979028.94,72247159.32,,,,126154290.86,1117380479.12,90063359.91,,0.0,1207443839.03,2100494792.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600359,新农开发,2006-04-18,2005-12-31,2005-12-31,合并本期,定期报告,387720895.56,1500460.0,4686270.0,152408402.11,39060636.16,111292384.42,,,,516819413.98,,,425355.7,1213913817.93,,,,55579829.43,,620185332.41,18082428.53,,,,,1696686.42,,,292243062.78,,0.0,987787339.57,2201701157.5,291000000,,,101957909.84,71410524.75,62388730.51,11740420.65,,40800000.0,430817736.48,,,9902800.35,1020018122.58,,,,,,,0.0,0.0,1020018122.58,321000000,597997434.22,74336781.33,,,,100360263.53,1093694479.08,87988555.84,,0.0,1181683034.92,2201701157.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600359,新农开发,2006-04-28,2006-03-31,2006-03-31,合并本期,定期报告,363545110.4,0.0,8319558.19,128305796.96,36693616.72,166791965.87,,,,479565906.55,,,483431.63,1183705386.32,,,,37632648.62,,642170393.94,9425372.02,,-238222.0,,,1676429.91,,,286504593.55,,0.0,977171216.04,2160876602.36,306000000,,,74419388.34,73634328.15,45891251.77,4815383.95,,20800000.0,430336205.2,,,8350986.53,964247543.94,,,,,,,0.0,0.0,964247543.94,321000000,597997434.22,74336781.33,,,,112999231.68,1106333447.23,90295611.19,,0.0,1196629058.42,2160876602.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600359,新农开发,2006-08-28,2006-06-30,2006-06-30,合并本期,定期报告,177594164.35,0.0,5176224.86,166216085.51,84529323.92,100347429.91,,,,523661285.86,,,2171484.39,1059695998.8,,,,37682764.66,,596209964.85,36764951.37,,-489551.44,,,1651247.46,,,285256062.19,,0.0,957075439.09,2016771437.89,257000000,,,91394283.47,73424185.13,62645204.28,6615713.42,,20839411.14,265196001.5,,,7462243.16,784577042.1,50000000.0,,,,,,0.0,50000000.0,834577042.1,321000000,597007434.22,70347754.85,,,,113731025.22,1102086214.29,80108181.5,,0.0,1182194395.79,2016771437.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600359,新农开发,2006-10-30,2006-09-30,2006-09-30,合并本期,定期报告,188834946.35,0.0,12860457.37,148920448.11,94041232.51,146725951.75,,,,453807448.58,,,2251745.29,1047442229.96,,,,37680442.35,,586027062.58,53032167.98,,740109.59,,,1628527.98,,,281628035.72,,0.0,960736346.2,2008178576.16,277000000,,,119488418.89,68161022.59,57948453.04,7007212.71,,36027970.4,230967078.05,,,8011249.28,804611404.96,50000000.0,,,,,,0.0,50000000.0,854611404.96,321000000,596740740.22,70347754.85,,,,83157350.48,1071245845.55,82321325.65,,0.0,1153567171.2,2008178576.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600359,新农开发,2007-04-09,2006-12-31,2006-12-31,合并本期,定期报告,343405210.54,,5112376.31,120698083.05,84879654.73,119822202.5,,,,503633869.34,,,749442.64,1178300839.11,,,,45246962.38,,650388097.23,37104065.88,,,,,1607197.54,,,280071223.27,,0.0,1014417546.3,2192718385.41,237000000,,,112598733.0,75202861.93,69772690.94,13488747.08,,35727970.4,437260102.38,,,2090291.52,983141397.25,20000000.0,,,6150000.0,,,,26150000.0,1009291397.25,321000000,597278827.27,77257187.41,,,,95345573.6,1090881588.28,92545399.88,,0.0,1183426988.16,2192718385.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600359,新农开发,2007-04-25,2007-03-31,2007-03-31,合并本期,定期报告,226513487.83,,6594414.25,105148801.38,90239094.3,138070285.94,,,,499193655.47,,,18412.64,1065778151.81,,,,45246962.38,,554952867.1,55899218.61,,,80340419.07,,3744446.94,,,277153560.56,,,1017337474.66,2083115626.47,282000000,,,88871641.32,88056226.04,83783610.98,10229356.39,,35727970.4,246910269.08,,,,835579074.21,60000000.0,,,6150000.0,,,,66150000.0,901729074.21,321000000,597278827.27,77257187.41,,,,95870364.03,1091406378.71,89980173.55,,,1181386552.26,2083115626.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600359,新农开发,2007-08-31,2007-06-30,2007-06-30,合并本期,定期报告,228314041.13,,3131960.69,118002366.46,88087579.16,143557343.68,,,1315371.75,497289033.84,,,,1079697696.71,0.0,,,55265540.09,,524037558.5,122668363.27,,,81189175.15,,2275174.06,,,277442617.32,711044.01,,1063589472.4,2143287169.11,340000000,0.0,,118339555.38,94085977.25,75156829.17,1120042.78,,17050725.48,221358325.97,,,,867111456.03,100000000.0,,,6150000.0,,,,106150000.0,973261456.03,321000000,597278827.27,77266319.58,,,,84290698.7,1079835845.55,90189867.53,,,1170025713.08,2143287169.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
