机构ID,机构名称,公告日期,截止日期,报告年度,合并类型,报表来源,货币资金（元）,以公允价值计量且其变动计入当期损益的金融资产,应收票据,应收账款,预付款项,其他应收款,应收关联公司款,应收利息,应收股利,存货,其中：消耗性生物资产,一年内到期的非流动资产,其他流动资产,流动资产合计,可供出售金融资产,持有至到期投资,长期应收款,长期股权投资,投资性房地产,固定资产,在建工程,工程物资,固定资产清理,生产性生物资产,油气资产,无形资产,开发支出,商誉,长期待摊费用,递延所得税资产,其他非流动资产,非流动资产合计,资产总计,短期借款,以公允价值计量且其变动计入当期损益的金融负债,应付票据,应付账款,预收款项,应付职工薪酬,应交税费,应付利息,应付股利,其他应付款,应付关联公司款,一年内到期的非流动负债,其他流动负债,流动负债合计,长期借款,应付债券,长期应付款,专项应付款,预计负债,递延所得税负债,其他非流动负债,非流动负债合计,负债合计,实收资本（或股本）,资本公积,盈余公积,专项储备,减：库存股,一般风险准备,未分配利润,归属于母公司所有者权益,少数股东权益,外币报表折算价差,非正常经营项目收益调整,所有者权益（或股东权益）合计,负债和所有者（或股东权益）合计,其他综合收益,递延收益-非流动负债,结算备付金,拆出资金,发放贷款及垫款-流动资产,衍生金融资产,应收保费,应收分保账款,应收分保合同准备金,买入返售金融资产,划分为持有待售的资产,发放贷款及垫款-非流动资产,向中央银行借款,吸收存款及同业存放,拆入资金,衍生金融负债,卖出回购金融资产款,应付手续费及佣金,应付分保账款,保险合同准备金,代理买卖证券款,代理承销证券款,划分为持有待售的负债,预计负债-流动负债,递延收益-流动负债,其中：优先股-非流动负债,永续债-非流动负债,长期应付职工薪酬,其他权益工具,其中：优先股-所有者权益,永续债-所有者权益
2419,天虹商场,2010-05-31,2010-03-31,2010-03-31,合并本期,上市公告书,2155351429.84,,,40094544.8,335064524.98,191250770.87,,,,177663128.32,,,,2899424398.81,,,,,,633936791.47,866765.4,,266073.82,,,521286439.22,,62148847.81,277245739.3,23157351.48,,1518908008.5,4418332407.31,,,20600000.0,1286232658.79,1715340667.46,82769971.29,44695933.87,,,203034631.04,,,21928257.49,3374602119.94,,,,,,,,,3374602119.94,350000000,39912451.81,102034444.55,,,,551783391.01,1043730287.37,,,,1043730287.37,4418332407.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2419,天虹商场,2010-08-06,2010-06-30,2010-06-30,合并本期,定期报告,3591512203.78,,,41692553.03,81620598.89,182904003.65,,5038659.46,,194528709.15,,,,4097296727.96,0.0,,,,,1045450713.96,14854234.49,,,,,533001249.0,,62148847.81,273297896.39,19016235.12,,1947769176.77,6045065904.73,,0.0,26800000.0,1141490037.92,1476626300.83,100182739.44,3241268.72,,,218250162.9,,,29543979.76,2996134489.57,,,,,,,,,2996134489.57,400100000,1903140551.81,125109960.93,,,,620580902.42,3048931415.16,,,,3048931415.16,6045065904.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2419,天虹商场,2010-10-25,2010-09-30,2010-09-30,合并本期,定期报告,4462621195.62,,,58338803.52,68608239.02,174260802.02,,3941297.85,,241452731.93,,,,5009223069.96,0.0,,,100000000.0,,1031964302.2,28282644.62,,,,,530185082.06,3851618.0,62148847.81,301727612.24,23596736.05,,2081756842.98,7090979912.94,,0.0,14100000.0,1093689035.71,2313304970.45,121351895.08,113918994.33,,,250247734.25,,,36067829.14,3942680458.96,,,,,,,,,3942680458.96,400100000,1903140551.81,125109960.93,,,,719948941.24,3148299453.98,,,,3148299453.98,7090979912.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2419,天虹商场,2011-02-26,2010-12-31,2010-12-31,合并本期,定期报告,4453498997.29,,,31040924.92,115102774.39,161388382.55,,9776181.5,,289725259.85,,,0.0,5060532520.5,0.0,,,,,1090261519.29,1283666.21,,,,,526508001.9,,62148847.81,369655184.3,39328480.81,0.0,2089185700.32,7149718220.82,,0.0,20100000.0,1279279272.15,1964250898.9,129756731.09,98282927.43,,,304434307.43,,,43591574.66,3839695711.66,,,,,,,,,3839695711.66,400100000,1911663108.21,148757073.49,,,,849502327.46,3310022509.16,,,,3310022509.16,7149718220.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2419,天虹商场,2011-04-26,2011-03-31,2011-03-31,合并本期,定期报告,4991472471.95,,,36616276.47,138013009.68,155331529.45,,18575136.78,,246934316.66,,,0.0,5586942740.99,0.0,,,,,1076680440.89,6460246.81,,441468.21,,,522390456.25,,62148847.81,358055263.9,26347692.18,0.0,2052524416.05,7639467157.04,,0.0,20100000.0,1401869058.68,2221960395.87,99820110.08,72791682.9,,,286422046.37,,,23814032.86,4126777326.76,,,,,,937195.26,,937195.26,4127714522.02,400100000,1911663108.21,164588948.32,,,,1035400578.49,3511752635.02,,,,3511752635.02,7639467157.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2419,天虹商场,2011-08-29,2011-06-30,2011-06-30,合并本期,定期报告,4315873210.25,,,29042427.19,272280104.68,136796282.56,,12328231.55,,249061571.14,,,0.0,5015381827.37,0.0,,,,,1055483333.52,7284367.95,,,,,596804359.88,,62148847.81,360734209.07,30864682.77,0.0,2113319801.0,7128701628.37,,0.0,19300000.0,1320138003.26,1916830173.26,116799362.81,17734860.76,,,303414154.45,,,35194552.28,3729411106.82,,,,,,937195.26,,937195.26,3730348302.08,800200000,1711613108.21,175725207.51,,,,710080468.7,3397618784.42,734541.87,,,3398353326.29,7128701628.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2419,天虹商场,2011-10-27,2011-09-30,2011-09-30,合并本期,定期报告,5302935721.18,,,41977361.56,362383325.16,143581009.51,,13326265.58,,331462216.9,,,0.0,6195665899.89,0.0,,,,,1044007816.46,21425103.1,,451363.72,,,593388945.19,,62148847.81,342464168.11,37314731.21,0.0,2101200975.6,8296866875.49,,0.0,24600000.0,1445490779.63,2585507632.06,151345306.05,225860439.3,,,307795741.55,,,44090471.81,4784690370.4,,,,,,937195.26,,937195.26,4785627565.66,800200000,1711613108.21,187399900.44,,,,811585119.77,3510798128.42,441181.41,,,3511239309.83,8296866875.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2419,天虹商场,2012-02-28,2011-12-31,2011-12-31,合并本期,定期报告,5384660897.5,,,50626338.68,580985561.16,158128914.28,,18733452.09,,434565951.06,,,0.0,6627701114.77,,,,0.0,,1038883354.64,32081901.56,,,,,594104191.76,,62148847.81,408176487.38,42108631.37,0.0,2177503414.52,8805204529.29,,,20700000.0,1755054941.57,2553039528.24,150998934.69,264809940.81,,,349989057.98,,,64289643.15,5158882046.44,,,,,,937195.26,0.0,937195.26,5159819241.7,800200000,1711613108.21,201312541.87,,,,930742288.84,3643867938.92,1517348.67,,0.0,3645385287.59,8805204529.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2419,天虹商场,2012-04-27,2012-03-31,2012-03-31,合并本期,定期报告,4634868943.74,,,24592827.91,705659008.21,160999047.5,,15282384.64,,347922626.94,,,0.0,5889324838.94,,,,,,1025823619.17,45778660.38,,86932.84,,,592522726.85,,62148847.81,409420324.13,31011274.87,0.0,2166792386.05,8056117224.99,,,20900000.0,1136522536.15,2579224017.64,114803358.84,26456182.48,,,325916569.63,,,40504000.57,4244326665.31,,,,,,937195.26,0.0,937195.26,4245263860.57,800200000,1711615263.28,201312541.87,,,,1095206269.07,3808334074.22,2519290.2,,0.0,3810853364.42,8056117224.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2419,天虹商场,2012-08-29,2012-06-30,2012-06-30,合并本期,定期报告,4217765722.0,,,28156799.45,560118588.87,170501778.14,,23272104.99,,327183046.25,,,0.0,5326998039.7,,,,,,1017371525.15,76624748.26,,,,,796066516.0,,62148847.81,417870141.13,37382967.21,0.0,2407464745.56,7734462785.26,,,11600000.0,1267918136.61,2293601548.45,144496607.06,-47007307.89,,,343237130.55,,,53812554.33,4067658669.11,,,,,,937195.26,0.0,937195.26,4068595864.37,800200000,1711615263.28,226758939.05,,,,925189057.29,3663763259.62,2103661.27,,0.0,3665866920.89,7734462785.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2419,天虹商场,2012-10-26,2012-09-30,2012-09-30,合并本期,定期报告,4880453020.65,600000000.0,,41381487.78,641315430.35,193153016.06,,18997129.24,,385945188.47,,,0.0,6761245272.55,,,,0.0,,1008228932.49,132885477.87,,75172.04,,,791051470.02,,62148847.81,411216075.56,44543569.8,0.0,2450149545.59,9211394818.14,2850000.0,,10400000.0,1352844755.3,3247188577.68,175508054.06,219983188.16,5750.0,,355623774.61,,,64385102.26,5428789202.07,,,,,,937195.26,0.0,937195.26,5429726397.33,800200000,1711615263.28,226758939.05,,,,1041348606.21,3779922808.54,1745612.27,,0.0,3781668420.81,9211394818.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2419,天虹商场,2013-02-28,2012-12-31,2012-12-31,合并本期,定期报告,5256938666.09,,,26234225.41,81918051.03,199433249.67,,33156105.26,,425055486.69,,,0.0,6022735784.15,,,,,,1312075666.56,173642904.84,,,,,786249618.02,,62148847.81,480858132.53,45916502.43,581928488.83,3442820161.02,9465555945.17,2400000.0,,12900000.0,1805925550.05,2852612287.17,187006818.93,160064185.81,3478.75,,412394358.68,,,54384497.94,5487691177.33,,,,,8113882.18,976245.06,0.0,9090127.24,5496781304.57,800200000,1711615263.28,256867496.69,,,,1198784979.95,3967467739.92,1306900.68,,0.0,3968774640.6,9465555945.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2419,天虹商场,2013-04-27,2013-03-31,2013-03-31,合并本期,定期报告,4491339960.58,600000000.0,,35815207.01,301086425.27,212176310.41,,25528703.78,,388677938.19,,,,6054624545.24,,,,,,1304885993.07,231815738.86,,48372.11,,,780180754.82,,62148847.81,642698231.32,28271671.28,513463491.75,3563513101.02,9618137646.26,2850000.0,,14300000.0,1463211701.64,3169144825.15,125976480.29,69095293.96,3910.0,,580762261.88,,,28236830.2,5453581303.12,,,,,8113882.18,976245.06,,9090127.24,5462671430.36,800200000,1711615263.28,256867496.69,,,,1385781984.54,4154464744.51,1001471.39,,,4155466215.9,9618137646.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2419,天虹商场,2013-08-24,2013-06-30,2013-06-30,合并本期,定期报告,3806062872.38,715000000.0,,23883032.39,305987143.6,197394989.01,,31112985.34,,393425195.88,,,,5472866218.6,,,,,,1291188404.3,299493123.43,,,,,777786251.48,,62148847.81,631325802.59,36779803.54,484674924.08,3583397157.23,9056263375.83,4050000.0,,13300000.0,1481737781.37,2783036467.66,157780643.59,25725419.31,1698.75,,528842497.35,,,41438384.32,5035912892.35,,,,,17316308.52,976245.06,,18292553.58,5054205445.93,800200000,1711615263.28,284034612.99,,,,1205519951.87,4001369828.14,688101.76,,,4002057929.9,9056263375.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2419,天虹商场,2013-10-30,2013-09-30,2013-09-30,合并本期,定期报告,4372304530.92,1000000000.0,,37555456.96,320507325.51,204254458.12,,27930782.5,,446265928.58,,,,6408818482.59,,,,,,1269937090.83,366814465.64,,81424.17,,,771898952.94,,62148847.81,610222376.37,43737511.43,441670733.36,3566511402.55,9975329885.14,5100000.0,,3000000.0,1460442743.01,3525700932.93,191507036.11,160741740.54,9435.0,,455580155.81,,,49148499.89,5851230543.29,,,,,18344506.52,976245.06,,19320751.58,5870551294.87,800200000,1711615263.28,284034612.99,,,,1308624394.41,4104474270.68,304319.59,,,4104778590.27,9975329885.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
