机构ID,机构名称,公告日期,截止日期,报告年度,合并类型,报表来源,货币资金（元）,以公允价值计量且其变动计入当期损益的金融资产,应收票据,应收账款,预付款项,其他应收款,应收关联公司款,应收利息,应收股利,存货,其中：消耗性生物资产,一年内到期的非流动资产,其他流动资产,流动资产合计,可供出售金融资产,持有至到期投资,长期应收款,长期股权投资,投资性房地产,固定资产,在建工程,工程物资,固定资产清理,生产性生物资产,油气资产,无形资产,开发支出,商誉,长期待摊费用,递延所得税资产,其他非流动资产,非流动资产合计,资产总计,短期借款,以公允价值计量且其变动计入当期损益的金融负债,应付票据,应付账款,预收款项,应付职工薪酬,应交税费,应付利息,应付股利,其他应付款,应付关联公司款,一年内到期的非流动负债,其他流动负债,流动负债合计,长期借款,应付债券,长期应付款,专项应付款,预计负债,递延所得税负债,其他非流动负债,非流动负债合计,负债合计,实收资本（或股本）,资本公积,盈余公积,专项储备,减：库存股,一般风险准备,未分配利润,归属于母公司所有者权益,少数股东权益,外币报表折算价差,非正常经营项目收益调整,所有者权益（或股东权益）合计,负债和所有者（或股东权益）合计,其他综合收益,递延收益-非流动负债,结算备付金,拆出资金,发放贷款及垫款-流动资产,衍生金融资产,应收保费,应收分保账款,应收分保合同准备金,买入返售金融资产,划分为持有待售的资产,发放贷款及垫款-非流动资产,向中央银行借款,吸收存款及同业存放,拆入资金,衍生金融负债,卖出回购金融资产款,应付手续费及佣金,应付分保账款,保险合同准备金,代理买卖证券款,代理承销证券款,划分为持有待售的负债,预计负债-流动负债,递延收益-流动负债,其中：优先股-非流动负债,永续债-非流动负债,长期应付职工薪酬,其他权益工具,其中：优先股-所有者权益,永续债-所有者权益
2514,宝馨科技,2010-11-12,2010-06-30,2010-06-30,合并本期,招募说明书,25836026.84,,,64857106.39,2245798.92,8771002.32,,,,45162858.33,,,,146872792.8,0.0,,,,,48928166.68,22704381.04,,,,,15280019.15,,,2901887.54,850843.26,,90665297.67,237538090.47,25000000.0,0.0,21569327.31,53311704.95,1441615.95,1394904.72,-2436696.84,,,61836.58,,,,100342692.67,,,,,,,,,100342692.67,51000000,4839784.01,9216559.25,,,,65296568.01,130417974.32,6777423.48,65063.05,,137195397.8,237538090.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514,宝馨科技,2010-12-02,2010-09-30,2010-09-30,合并本期,上市公告书,37549440.45,,,72231820.51,3343210.84,8829190.77,,,,51875712.35,,,,173829374.92,0.0,,,,,73592440.15,,,,,,15194129.96,,,2759694.59,1037311.48,,92583576.18,266412951.1,29500000.0,0.0,29678950.9,53262283.54,1627910.72,1653456.46,1788188.35,,,97013.44,,,,117607803.41,,,,,,,,,117607803.41,51000000,4839784.01,9216559.25,,,,76421592.82,142028695.13,6776452.56,550759.05,,148805147.69,266412951.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514,宝馨科技,2011-04-12,2010-12-31,2010-12-31,合并本期,定期报告,389243501.64,,,74084709.52,4155019.47,3625237.56,,,,55183986.25,,,0.0,526292454.44,0.0,,,,,71600509.29,3894607.99,,,,,15142700.67,,,2542009.75,1246737.42,0.0,94426565.12,620719019.56,29500000.0,0.0,43850588.69,40078897.43,1048235.63,1680765.15,-2475903.25,,,371199.67,,,0.0,114053783.32,,,,,,,,0.0,114053783.32,68000000,337162934.01,13427751.48,,,,80712961.62,499894501.43,6770734.81,590854.32,,506665236.24,620719019.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514,宝馨科技,2011-04-25,2011-03-31,2011-03-31,合并本期,定期报告,339074421.04,,,69873681.63,15477882.61,1574031.23,,1583589.85,,62133556.4,,,0.0,489717162.76,0.0,,,,,75370889.42,2330327.99,,,,,15024618.05,,,3449569.54,1335417.21,0.0,97510822.21,587227984.97,,0.0,21583211.03,41475650.29,794348.49,1917803.3,-501778.26,,,442742.5,,,0.0,65711977.35,,,,,,,,0.0,65711977.35,68000000,337162934.01,13427751.48,,,,95515676.44,514745524.02,6770483.6,639162.09,,521516007.62,587227984.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514,宝馨科技,2011-08-17,2011-06-30,2011-06-30,合并本期,定期报告,275170353.47,,,76133343.83,31154918.22,1233555.19,,2099949.26,,75932268.28,,,0.0,461724388.25,0.0,,,,,77232590.11,8454207.72,,,,,14882116.27,,,3672439.03,1431546.38,0.0,105672899.51,567397287.76,,0.0,12464780.94,45090416.7,1153043.65,1940079.65,-1905011.24,,16131200.03,335689.52,,,0.0,75210199.25,,,,,,,,,75210199.25,68000000,337162934.01,13427751.48,,,,66544966.63,485418582.89,6768505.62,282930.77,,492187088.51,567397287.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514,宝馨科技,2011-10-26,2011-09-30,2011-09-30,合并本期,定期报告,237718074.15,,,73296634.46,32901581.23,2627309.05,,2860454.1,,73463621.35,,,0.0,422867674.34,5000000.0,,,,,84990183.52,5866729.18,,,,,42874267.78,,,3715438.91,861521.22,0.0,143308140.61,566175814.95,,0.0,17614638.26,40237913.86,1410055.59,1934699.31,-2507704.85,,,154914.58,,,0.0,58844516.75,,,,,,,,,58844516.75,68000000,337162934.01,13427751.48,,,,82684590.26,500578323.48,6752974.72,-696952.27,,507331298.2,566175814.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514,宝馨科技,2012-04-25,2011-12-31,2011-12-31,合并本期,定期报告,242129439.97,,100000.0,89666127.13,27176283.56,8714668.31,,165043.33,,55734180.83,,,0.0,423685743.13,,,,,,92386641.26,3998200.06,,,,,30802625.91,,,3794422.88,1593148.63,0.0,132575038.74,556260781.87,,,19904787.95,34097353.4,876939.36,1489704.25,-4022208.22,,,335687.12,,,0.0,52682263.86,,,,,,,0.0,,52682263.86,68000000,337162934.01,16396615.2,,,,76385507.23,496828242.86,6750275.15,-1116813.58,0.0,503578518.01,556260781.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514,宝馨科技,2012-04-25,2012-03-31,2012-03-31,合并本期,定期报告,247001513.98,,,82841396.58,28508960.43,9804459.88,,1414987.13,,60831820.68,,,0.0,430403138.68,,,,,,98333959.12,5030165.05,,,,,30594176.62,,,3939012.99,1480615.76,0.0,139377929.54,569781068.22,,,13859262.19,41199127.39,1008210.12,1588581.73,-2733116.12,,,211253.48,,,0.0,55133318.79,,,,,,,0.0,,55133318.79,68000000,337162934.01,16396615.2,,,,86814379.51,507905570.62,6742178.81,-468358.1,0.0,514647749.43,569781068.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514,宝馨科技,2012-08-15,2012-06-30,2012-06-30,合并本期,定期报告,250313535.36,,0.0,82332901.49,11564630.27,3741246.78,,1913927.71,,62677000.3,,,0.0,412543241.91,,,,,,126665788.71,3903730.34,,,,,30442975.42,,,3752146.1,1339463.86,0.0,166104104.43,578647346.34,,,12939961.57,41812719.42,752258.42,1403298.03,-2427028.04,,,314786.33,,,0.0,54795995.73,,,,,,,0.0,0.0,54795995.73,108800000,296362934.01,16396615.2,,,,95138103.54,517110388.22,6740962.39,412735.47,0.0,523851350.61,578647346.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514,宝馨科技,2012-10-25,2012-09-30,2012-09-30,合并本期,定期报告,252814772.64,,,86488440.77,11984127.14,3917875.37,,1419416.08,,65536771.06,,,0.0,422161403.06,27000000.0,,,,,127347262.18,7734452.4,,,,,30456674.15,,,3662621.77,1386564.07,0.0,197587574.57,619748977.63,37887600.0,,13347244.25,42942551.52,571193.87,1154218.58,364950.27,,5760000.0,305840.26,,,0.0,102333598.75,,,,,,,0.0,0.0,102333598.75,108800000,296362934.01,16396615.2,,,,88696190.56,510685643.48,6729735.4,429903.71,0.0,517415378.88,619748977.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
