机构ID,机构名称,公告日期,截止日期,报告年度,合并类型,报表来源,货币资金（元）,以公允价值计量且其变动计入当期损益的金融资产,应收票据,应收账款,预付款项,其他应收款,应收关联公司款,应收利息,应收股利,存货,其中：消耗性生物资产,一年内到期的非流动资产,其他流动资产,流动资产合计,可供出售金融资产,持有至到期投资,长期应收款,长期股权投资,投资性房地产,固定资产,在建工程,工程物资,固定资产清理,生产性生物资产,油气资产,无形资产,开发支出,商誉,长期待摊费用,递延所得税资产,其他非流动资产,非流动资产合计,资产总计,短期借款,以公允价值计量且其变动计入当期损益的金融负债,应付票据,应付账款,预收款项,应付职工薪酬,应交税费,应付利息,应付股利,其他应付款,应付关联公司款,一年内到期的非流动负债,其他流动负债,流动负债合计,长期借款,应付债券,长期应付款,专项应付款,预计负债,递延所得税负债,其他非流动负债,非流动负债合计,负债合计,实收资本（或股本）,资本公积,盈余公积,专项储备,减：库存股,一般风险准备,未分配利润,归属于母公司所有者权益,少数股东权益,外币报表折算价差,非正常经营项目收益调整,所有者权益（或股东权益）合计,负债和所有者（或股东权益）合计,其他综合收益,递延收益-非流动负债,结算备付金,拆出资金,发放贷款及垫款-流动资产,衍生金融资产,应收保费,应收分保账款,应收分保合同准备金,买入返售金融资产,划分为持有待售的资产,发放贷款及垫款-非流动资产,向中央银行借款,吸收存款及同业存放,拆入资金,衍生金融负债,卖出回购金融资产款,应付手续费及佣金,应付分保账款,保险合同准备金,代理买卖证券款,代理承销证券款,划分为持有待售的负债,预计负债-流动负债,递延收益-流动负债,其中：优先股-非流动负债,永续债-非流动负债,长期应付职工薪酬,其他权益工具,其中：优先股-所有者权益,永续债-所有者权益
600717,天津港,2005-04-28,2005-03-31,2005-03-31,合并本期,定期报告,785014074.08,0.0,209037443.05,186053439.31,8514872.95,17255550.47,,0.0,1607902.52,10616398.75,,0.0,30486.3,1218130167.43,,0.0,,132800978.45,,5790558651.23,28613669.08,0.0,0.0,,,94175676.38,,,8884589.68,0.0,0.0,6055033564.82,7273163732.25,241000000.0,,0.0,418650126.58,29830158.97,69964653.85,782725894.11,,3976634.58,61813390.12,,32000000.0,0.0,1639960858.21,1627000000.0,0.0,0.0,0.0,,0.0,0.0,1627000000.0,3266960858.21,1448840442,780826074.52,325659758.6,,,,428676120.27,2984002395.39,1022200478.65,0.0,0.0,4006202874.04,7273163732.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600717,天津港,2005-08-18,2005-06-30,2005-06-30,合并本期,定期报告,713362210.96,0.0,172025447.48,168089092.38,9739405.85,14379403.74,,,,11379793.98,,,22530.8,1088997885.19,,,,127900199.54,,5892655110.6,108397109.91,,,,,93148391.52,,,7965616.04,,0.0,6230066427.61,7319064312.8,541000000.0,,,448487359.49,36044548.12,77734009.93,508864403.86,,2937494.58,61825030.97,,64000000.0,0.0,1740892846.95,1645000000.0,,,,,,0.0,1645000000.0,3385892846.95,1448840442,1094116678.61,328741927.74,,,,516493171.54,3388192219.89,544979245.96,,0.0,3933171465.85,7319064312.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600717,天津港,2005-10-28,2005-09-30,2005-09-30,合并本期,定期报告,733418934.69,0.0,154051626.15,197397292.39,8404994.86,15086405.57,,,,11987918.2,,,14912.6,1120362084.46,,,,139760516.58,,5740252413.3,232585810.71,,,,,92394168.32,,,7214090.33,,0.0,6212206999.24,7332569083.7,192000000.0,,,259120749.77,28166202.87,83525269.33,592588311.91,,2650550.58,68134294.98,,65000000.0,0.0,1291185379.44,1910000000.0,,,,,,0.0,1910000000.0,3201185379.44,1448840442,1094377557.31,325682078.32,,,,650768534.61,3519668612.24,611715092.02,,0.0,4131383704.26,7332569083.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600717,天津港,2006-03-29,2005-12-31,2005-12-31,合并本期,定期报告,977596201.24,0.0,160027210.0,128122884.74,6329724.93,12674146.52,,0.0,2054245.04,12474806.39,,0.0,12423.5,1299291642.36,,0.0,,590325995.16,,4139338391.76,298264128.78,0.0,0.0,,,56393680.94,,,7031924.9,0.0,0.0,5091354121.54,6390645763.9,308000000.0,,0.0,50391390.29,24816216.01,95769905.36,883086545.15,,2609520.32,45098613.11,,95000000.0,0.0,1504772190.24,236000000.0,0.0,0.0,0.0,,0.0,0.0,236000000.0,1740772190.24,1448840442,1168709064.38,445925228.14,,,,950599891.65,4014074626.17,635798947.49,0.0,0.0,4649873573.66,6390645763.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600717,天津港,2006-04-21,2006-03-31,2006-03-31,合并本期,定期报告,1041479308.13,0.0,115692142.21,181378187.31,5884029.94,15580985.61,,,2054245.04,13357085.63,,,13445.9,1375439429.77,,,,592186922.58,,4082802033.67,409485441.3,,,,,55854689.44,,,6578065.1,,0.0,5146907152.09,6522346581.86,376000000.0,,,51659072.82,13115832.22,92648758.71,855137920.86,,44442836.66,53806298.51,,65000000.0,0.0,1551810719.78,236000000.0,,,,,,0.0,236000000.0,1787810719.78,1448840442,1168709064.38,452374477.02,,,,1050111445.85,4120035429.25,614500432.83,,0.0,4734535862.08,6522346581.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600717,天津港,2006-08-23,2006-06-30,2006-06-30,合并本期,定期报告,1019144768.13,,164267720.14,175116879.95,5967784.83,13462415.79,,,3682447.51,12526591.36,,,17572.9,1394186180.61,,,,599390433.79,,4043317951.65,506407795.89,,,,,56069337.61,,,6808547.91,,0.0,5211994066.85,6606180247.46,274000000.0,,,37165950.27,40987691.36,95542181.96,926809215.8,,11074265.57,47968566.38,,65000000.0,0.0,1498547871.34,430000000.0,,,,,,,430000000.0,1928547871.34,1448840442,1168709064.38,452374477.02,,,,970270178.84,4040194162.24,637438213.88,,0.0,4677632376.12,6606180247.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600717,天津港,2006-10-31,2006-09-30,2006-09-30,合并本期,定期报告,934162215.9,0.0,250967170.53,177175892.82,6344494.77,17318468.07,,,3999725.15,13372016.63,,,23233.4,1403363217.27,,,,740096310.67,,4586944915.75,85163132.86,,,,,55588524.08,,,3382772.24,,0.0,5471175655.6,6874538872.87,322000000.0,,,103148666.97,50923777.81,97614523.29,917935438.45,,43954438.53,49487389.91,,65000000.0,0.0,1650064234.96,430000000.0,,,,,,0.0,430000000.0,2080064234.96,1448840442,1168709064.38,453567342.6,,,,1099686142.0,4170802990.98,623671646.93,,0.0,4794474637.91,6874538872.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600717,天津港,2007-03-30,2006-12-31,2006-12-31,合并本期,定期报告,1106708739.9,0.0,246405893.26,106223083.71,7375286.2,16963087.69,,0.0,3536917.82,11475349.02,,0.0,9951.7,1498698309.3,,0.0,,751958935.35,,4552405068.6,136793149.07,0.0,0.0,,,140329722.19,,,4784493.2,0.0,0.0,5586271368.41,7084969677.71,408000000.0,,0.0,50875838.07,95615715.38,116182102.44,930289376.57,,18447350.37,40725652.76,,66000000.0,0.0,1726136035.59,396000000.0,0.0,0.0,0.0,,0.0,0.0,396000000.0,2122136035.59,1448840442,1168709064.38,540808707.33,,,,1150223078.18,4308581291.89,654252350.23,0.0,0.0,4962833642.12,7084969677.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600717,天津港,2007-04-25,2007-03-31,2007-03-31,合并本期,定期报告,1139846599.42,,214579656.44,172419830.27,32840321.94,21151700.08,,,,13113057.58,,,,1593951165.73,,,,659504811.56,,4370826976.74,954269677.38,,,,,348960725.08,,255198.37,6475523.61,4535009.96,,6344827922.7,7938779088.43,708000000.0,,,30580424.32,152689827.81,121507595.51,39702814.6,,9948470.22,1000093374.74,,66000000.0,,2128522507.2,344000000.0,,,,,,,344000000.0,2472522507.2,1448840442,1168709064.38,552742280.21,,,,1236193475.9,4406485262.49,1059771318.74,,,5466256581.23,7938779088.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600717,天津港,2007-08-28,2007-06-30,2007-06-30,合并本期,定期报告,1105604694.06,,143441182.64,148597198.3,46624540.94,31727689.98,,,19577529.42,13159159.64,,,,1508731994.98,0.0,,,641200148.48,,4321920591.62,1506770232.0,,,,,347655038.41,,255198.37,8713417.45,4611798.6,,6831126424.93,8339858419.91,428500000.0,0.0,3085020.0,46624613.39,199874302.06,120051447.73,45458279.27,,32852426.47,1043939302.2,,66000000.0,,1986385391.12,882230527.05,,,,,,,882230527.05,2868615918.17,1448840442,1168709064.38,560101065.65,,,,1253680240.99,4431330813.02,1039911688.72,,,5471242501.74,8339858419.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
