机构ID,机构名称,公告日期,截止日期,报告年度,合并类型,报表来源,货币资金（元）,以公允价值计量且其变动计入当期损益的金融资产,应收票据,应收账款,预付款项,其他应收款,应收关联公司款,应收利息,应收股利,存货,其中：消耗性生物资产,一年内到期的非流动资产,其他流动资产,流动资产合计,可供出售金融资产,持有至到期投资,长期应收款,长期股权投资,投资性房地产,固定资产,在建工程,工程物资,固定资产清理,生产性生物资产,油气资产,无形资产,开发支出,商誉,长期待摊费用,递延所得税资产,其他非流动资产,非流动资产合计,资产总计,短期借款,以公允价值计量且其变动计入当期损益的金融负债,应付票据,应付账款,预收款项,应付职工薪酬,应交税费,应付利息,应付股利,其他应付款,应付关联公司款,一年内到期的非流动负债,其他流动负债,流动负债合计,长期借款,应付债券,长期应付款,专项应付款,预计负债,递延所得税负债,其他非流动负债,非流动负债合计,负债合计,实收资本（或股本）,资本公积,盈余公积,专项储备,减：库存股,一般风险准备,未分配利润,归属于母公司所有者权益,少数股东权益,外币报表折算价差,非正常经营项目收益调整,所有者权益（或股东权益）合计,负债和所有者（或股东权益）合计,其他综合收益,递延收益-非流动负债,结算备付金,拆出资金,发放贷款及垫款-流动资产,衍生金融资产,应收保费,应收分保账款,应收分保合同准备金,买入返售金融资产,划分为持有待售的资产,发放贷款及垫款-非流动资产,向中央银行借款,吸收存款及同业存放,拆入资金,衍生金融负债,卖出回购金融资产款,应付手续费及佣金,应付分保账款,保险合同准备金,代理买卖证券款,代理承销证券款,划分为持有待售的负债,预计负债-流动负债,递延收益-流动负债,其中：优先股-非流动负债,永续债-非流动负债,长期应付职工薪酬,其他权益工具,其中：优先股-所有者权益,永续债-所有者权益
551,创元科技,2005-04-20,2005-03-31,2005-03-31,合并本期,定期报告,297234513.24,2239194.26,2456770.82,133308312.73,44288059.71,29551301.88,,,1806000.0,329089982.51,,,2800634.81,842774769.96,,,,194340119.78,,303170554.11,123104757.35,240867.38,,,,74516316.16,,,2679468.05,,0.0,698052082.83,1540826852.79,199150000,,42998365.0,142418272.13,157364258.21,25760929.64,16596453.68,,3573205.42,69998898.97,,6000000.0,5843549.59,669703932.64,29000000.0,,,110693588.73,,,,139693588.73,809397521.37,241726394,93123523.07,138031187.81,,,,111116106.1,583997210.98,148417524.08,,-985403.64,731429331.42,1540826852.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,创元科技,2005-08-23,2005-06-30,2005-06-30,合并本期,定期报告,322536855.07,132376.48,1954546.82,131036535.37,42764570.95,21752980.34,,,1176000.0,313599790.74,,,2399512.45,837353168.22,,,,165452968.97,,303668612.94,147659658.7,271991.38,,,,73924197.97,,,2441974.04,,0.0,693419404.0,1530772572.22,204550000,,19697970.0,175337369.13,112325739.57,29650122.85,18455302.87,,28090618.49,71880947.19,,6000000.0,6680085.96,672668156.06,29000000.0,,,122127335.12,,,,151127335.12,823795491.18,241726394,93123523.07,138031187.81,,,,95318170.5,568199275.38,139913407.95,,-1135602.29,706977081.04,1530772572.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,创元科技,2005-10-29,2005-09-30,2005-09-30,合并本期,定期报告,310847959.66,132376.48,3738504.0,141326935.33,53288958.63,24420335.58,,,1176000.0,342931479.59,,,2100169.65,879962718.92,,,,169046956.92,,334948203.6,60718894.65,392802.09,,,,78436042.1,,,2293072.74,,0.0,645835972.1,1525798691.02,215850000,,23014210.0,222557908.28,126710795.61,30055332.25,16798802.57,,3346512.38,72039608.36,,6000000.0,12547478.74,728920648.19,29000000.0,,,37181841.78,,,,66181841.78,795102489.97,241726394,93123523.07,138031187.81,,,,107043219.06,579924323.94,151876086.67,,-1104209.56,730696201.05,1525798691.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,创元科技,2006-04-03,2005-12-31,2005-12-31,合并本期,定期报告,332182486.75,139677.84,3530569.98,132817245.42,41299220.87,19297608.58,,,244461.0,348222772.38,,,205472.93,877939515.75,,,,182589575.32,,398454118.66,19386655.26,77500.0,,,,72758902.76,,,2173703.73,,4650748.0,680091203.73,1558030719.48,217250000,,22980580.0,221347233.18,136344329.01,24639313.75,22616572.36,,2541365.07,79375726.31,,6000000.0,670150.2,733765269.88,23000000.0,,,31308872.69,,,,54308872.69,788074142.57,241726394,94265678.95,158851680.19,,,,109416336.97,604260090.11,167806775.23,,-2110288.43,769956576.91,1558030719.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,创元科技,2006-04-27,2006-03-31,2006-03-31,合并本期,定期报告,294468245.18,139677.84,2208051.0,170349641.55,76508801.81,19960311.29,,,,326151687.79,,,2306723.24,892093139.7,,,,196612488.88,,404259249.11,24119008.16,77500.0,,,,72093328.08,,,2143059.72,,3978748.0,703283381.95,1595376521.65,199500000,,21398000.0,227447019.37,138572463.93,25685961.59,14536451.69,,2541365.07,76784217.42,,6000000.0,8928615.73,721394094.8,51000000.0,,,33233189.69,,,,84233189.69,805627284.49,241726394,94265678.95,158851680.19,,,,121114488.44,615958241.58,175123558.93,,-1332563.35,789749237.16,1595376521.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,创元科技,2006-08-25,2006-06-30,2006-06-30,合并本期,定期报告,323568250.4,139677.84,3962019.0,159097001.04,80356461.9,20516390.91,,,,315118434.09,,,168769.08,902927004.26,,,,185743465.83,,327784173.35,54929468.6,,,,,70280753.3,,,2072965.71,,0.0,640810826.79,1543737831.05,210250000,,20858550.0,213031572.99,120659391.76,29776257.47,16669972.27,,2390243.84,78618381.0,,6000000.0,3974137.06,702228506.39,23000000.0,,,33188502.69,,,,56188502.69,758417009.08,241726394,95827012.01,158851680.19,,,,133313304.32,629718390.52,157124348.18,,-1521916.73,785320821.97,1543737831.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,创元科技,2006-10-25,2006-09-30,2006-09-30,合并本期,定期报告,335779690.17,139677.84,2620650.32,169039504.42,98893255.85,15796593.28,,,,340708500.8,,,2203387.27,965181259.95,,,,195010989.91,,327894128.21,78384767.89,,,,,69643078.61,,,1946721.7,,0.0,672879686.32,1638060946.27,224400000,,35023989.75,212012195.74,164290345.83,30665566.14,8236946.42,,3228347.92,88267288.12,,4000000.0,13291706.29,783416386.21,23000000.0,,,54117006.9,,,,77117006.9,860533393.11,241726394,95756283.69,158851680.19,,,,113157727.35,609492085.23,169681773.88,,-1646305.95,777527553.16,1638060946.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,创元科技,2007-04-10,2006-12-31,2006-12-31,合并本期,定期报告,487834460.74,167244.9,6058462.75,141482760.57,57523757.68,60409604.13,,,15000000.0,363156208.56,,,427457.0,1132059956.33,,,,87807581.4,,351597287.65,80746298.52,,,,,92194960.46,,,19920787.23,,7445639.0,639712554.26,1771772510.59,244500000,,35035325.0,239096257.61,153076622.59,20307473.39,44966655.06,,2534762.85,76302469.09,,20000000.0,71201.9,835890767.49,3000000.0,,,56920840.63,,,,59920840.63,895811608.12,241726394,94895913.75,187198938.24,,,,181541506.52,705362752.51,172376724.42,,-1778574.46,875960902.47,1771772510.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,创元科技,2007-04-24,2007-03-31,2007-03-31,合并本期,定期报告,496310732.23,174154.9,4686382.36,164958398.58,84000739.32,26942475.94,,,,374480513.13,,,1924681.41,1153478077.87,,,,86766724.95,20872013.91,334519858.24,102912078.54,,,,,103604404.07,,,19273667.57,4366687.37,3628948.0,675944382.65,1829422460.52,224400000,,49096500.0,229267979.12,171449636.87,21776418.45,42227327.75,,4000953.17,83252560.16,,26000000.0,7748103.61,859219479.13,23000000.0,,,54495513.7,,2280.3,,77497794.0,936717273.13,241726394,94898543.04,187370297.05,,0.0,,190963524.93,712749926.02,179955261.37,,-2208833.0,892705187.39,1829422460.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,创元科技,2007-08-22,2007-06-30,2007-06-30,合并本期,定期报告,446314942.57,145459.7,4934210.0,178415259.16,85036671.72,56000026.98,,,,380768278.47,,,1516153.37,1153131001.97,0.0,,,86942575.05,20639719.62,331357428.05,125362516.24,,,,,93813371.13,,,17768320.28,4443230.18,5344770.0,685671930.55,1838802932.52,254000000,0.0,54754700.0,225397291.01,169353695.43,20138325.0,9086603.31,,3596392.93,88713401.54,,26000000.0,12573150.04,863613559.26,23000000.0,,,45163009.75,,18271.7,,68181281.45,931794840.71,241726394,94898543.04,187370297.05,,,,209854795.34,733850029.43,173158062.38,,,907008091.81,1838802932.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
